name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Anaerocellum	32631	G	13	1027	1040	0.00006
Candidatus Contubernalis	338648	G	476	1	477	0.00003
Carboxydichorda	3366853	G	51	1	52	0.00000
Geochorda	3366854	G	38	1	39	0.00000
Limnochorda	1676651	G	10	0	10	0.00000
Microbacterium	33882	G	3754	485	4239	0.00025
Curtobacterium	2034	G	3211	332	3543	0.00021
Subtercola	120212	G	1754	51	1805	0.00011
Leifsonia	110932	G	910	126	1036	0.00006
Leucobacter	55968	G	864	141	1005	0.00006
Agromyces	33877	G	443	56	499	0.00003
Rhodoluna	529883	G	275	4	279	0.00002
Aquiluna	529881	G	115	1	116	0.00001
Lacisediminihabitans	2740558	G	336	17	353	0.00002
Mycetocola	76634	G	243	15	258	0.00002
Rathayibacter	33886	G	236	15	251	0.00002
Agrococcus	46352	G	233	29	262	0.00002
Cryobacterium	69578	G	201	11	212	0.00001
Salinibacterium	235888	G	181	8	189	0.00001
Frigoribacterium	96492	G	177	18	195	0.00001
Clavibacter	1573	G	167	77	244	0.00001
Cnuibacter	1759331	G	110	14	124	0.00001
Aurantimicrobium	1705353	G	105	1	106	0.00001
Microcella	337004	G	103	14	117	0.00001
Plantibacter	190323	G	93	5	98	0.00001
Paramicrobacterium	3110364	G	84	7	91	0.00001
Herbiconiux	881616	G	65	5	70	0.00000
Frondihabitans	447237	G	65	4	69	0.00000
Marisediminicola	1230698	G	59	3	62	0.00000
Protaetiibacter	2680004	G	50	8	58	0.00000
Glaciihabitans	1649454	G	48	2	50	0.00000
Lysinibacter	1857011	G	44	1	45	0.00000
Gulosibacter	256818	G	42	9	51	0.00000
Gryllotalpicola	1195526	G	33	2	35	0.00000
Homoserinibacter	1649457	G	28	3	31	0.00000
Okibacterium	196084	G	24	3	27	0.00000
Ruicaihuangia	3137419	G	22	1	23	0.00000
Microterricola	518733	G	19	2	21	0.00000
Naasia	1434022	G	15	1	16	0.00000
Diaminobutyricimonas	1433997	G	15	1	16	0.00000
Pontimonas	1434032	G	13	0	13	0.00000
Humibacter	427753	G	13	3	16	0.00000
Humidisolicoccus	3425211	G	13	0	13	0.00000
Homoserinimonas	1434009	G	11	0	11	0.00000
Arthrobacter	1663	G	3866	601	4467	0.00027
Rothia	32207	G	1740	230	1970	0.00012
Pseudarthrobacter	1742993	G	1320	153	1473	0.00009
Glutamicibacter	1742989	G	943	95	1038	0.00006
Paenarthrobacter	1742992	G	866	257	1123	0.00007
Kocuria	57493	G	535	177	712	0.00004
Sinomonas	596707	G	470	11	481	0.00003
Micrococcus	1269	G	194	66	260	0.00002
Citricoccus	169133	G	143	40	183	0.00001
Crystallibacter	3456524	G	116	9	125	0.00001
Neomicrococcus	1868332	G	61	10	71	0.00000
Psychromicrobium	2078575	G	58	1	59	0.00000
Renibacterium	1645	G	56	1	57	0.00000
Pseudoglutamicibacter	1742991	G	55	67	122	0.00001
Paeniglutamicibacter	1742990	G	40	3	43	0.00000
Nesterenkonia	57494	G	39	0	39	0.00000
Auritidibacter	1160973	G	37	1	38	0.00000
Brachybacterium	43668	G	1221	166	1387	0.00008
Devriesea	472568	G	156	5	161	0.00001
Dermabacter	36739	G	120	99	219	0.00001
Helcobacillus	1161125	G	25	6	31	0.00000
Janibacter	53457	G	351	68	419	0.00003
Terrabacter	53355	G	118	16	134	0.00001
Phycicoccus	367298	G	83	28	111	0.00001
Humibacillus	556178	G	81	8	89	0.00001
Pedococcus	2805645	G	77	9	86	0.00001
Knoellia	136099	G	75	5	80	0.00000
Arsenicicoccus	267408	G	72	11	83	0.00000
Intrasporangium	53357	G	57	5	62	0.00000
Oryzobacter	1849973	G	42	7	49	0.00000
Nostocoides	99479	G	32	3	35	0.00000
Timonella	1465824	G	802	89	891	0.00005
Pengzhenrongella	2888818	G	51	5	56	0.00000
Luteimicrobium	754249	G	12	2	14	0.00000
Brevibacterium	1696	G	719	143	862	0.00005
Saxibacter	3162691	G	22	0	22	0.00000
Cellulomonas	1707	G	630	88	718	0.00004
Paraoerskovia	665568	G	50	6	56	0.00000
Pseudactinotalea	1926259	G	20	0	20	0.00000
Actinotalea	458839	G	11	1	12	0.00000
Cellulosimicrobium	157920	G	182	32	214	0.00001
Isoptericola	254250	G	164	282	446	0.00003
Promicromonospora	43676	G	130	5	135	0.00001
Xylanimonas	186188	G	115	17	132	0.00001
Barrientosiimonas	1535207	G	138	31	169	0.00001
Luteipulveratus	745364	G	129	11	140	0.00001
Dermacoccus	57495	G	105	34	139	0.00001
Allobranchiibius	2040262	G	76	8	84	0.00001
Yimella	908935	G	66	7	73	0.00000
Ornithinimicrobium	125287	G	267	31	298	0.00002
Serinicoccus	265976	G	83	12	95	0.00001
Ruania	626119	G	317	13	330	0.00002
Occultella	2828348	G	12	1	13	0.00000
Kytococcus	57499	G	172	53	225	0.00001
Sanguibacter	60919	G	122	15	137	0.00001
Gephyromycinifex	2885697	G	70	2	72	0.00000
Austwickia	1184606	G	13	0	13	0.00000
Tropheryma	2038	G	71	0	71	0.00000
Jonesia	43673	G	59	8	67	0.00000
Beutenbergia	84756	G	30	2	32	0.00000
Miniimonas	947525	G	21	19	40	0.00000
Demequina	577469	G	32	4	36	0.00000
Streptomyces	1883	G	27838	3159	30997	0.00186
Kitasatospora	2063	G	906	88	994	0.00006
Actinacidiphila	2995702	G	546	41	587	0.00004
Embleya	2699295	G	275	10	285	0.00002
Streptacidiphilus	228398	G	85	7	92	0.00001
Streptantibioticus	2995706	G	73	4	77	0.00000
Peterkaempfera	2995704	G	55	3	58	0.00000
Yinghuangia	2805681	G	38	1	39	0.00000
Corynebacterium	1716	G	9874	1360	11234	0.00068
Mycobacterium	1763	G	3973	174	4147	0.00025
Mycolicibacterium	1866885	G	2709	193	2902	0.00017
Mycolicibacter	1073531	G	317	383	700	0.00004
Mycobacteroides	670516	G	285	30	315	0.00002
Mycolicibacillus	2126281	G	222	16	238	0.00001
Nocardia	1817	G	2710	134	2844	0.00017
Rhodococcus	1827	G	1624	189	1813	0.00011
Prescottella	2979332	G	142	24	166	0.00001
Rhodococcoides	3259750	G	57	21	78	0.00000
Williamsia	85043	G	28	1	29	0.00000
Gordonia	2053	G	1646	160	1806	0.00011
Skermania	59613	G	25	0	25	0.00000
Tsukamurella	2060	G	232	19	251	0.00002
Dietzia	37914	G	180	34	214	0.00001
Lawsonella	1847725	G	109	7	116	0.00001
Tomitella	741759	G	68	4	72	0.00000
Hoyosella	697025	G	18	0	18	0.00000
Bifidobacterium	1678	G	6145	124	6269	0.00038
Gardnerella	2701	G	2084	198	2282	0.00014
Alloscardovia	419014	G	2011	17	2028	0.00012
Scardovia	196081	G	187	7	194	0.00001
Bombiscardovia	1159909	G	53	0	53	0.00000
Nocardioides	1839	G	3128	251	3379	0.00020
Aeromicrobium	2040	G	269	15	284	0.00002
Pimelobacter	2044	G	111	14	125	0.00001
