name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Lactobacillus mulieris	2508708	S	9918	1830	11748	0.00070
Lactobacillus panisapium	2012495	S	9750	318	10068	0.00060
Lactobacillus helsingborgensis	1218494	S	8100	5591	13691	0.00082
Lactobacillus ultunensis	227945	S	7512	710	8222	0.00049
Lactobacillus isalae	2993455	S	7486	1580	9066	0.00054
Lactobacillus intestinalis	151781	S	7041	468	7509	0.00045
Lactobacillus taiwanensis	508451	S	5363	1554	6917	0.00041
Lactobacillus xylocopicola	2976676	S	5264	234	5498	0.00033
Lactobacillus delbrueckii	1584	S	3954	989	4943	0.00030
Lactobacillus kullabergensis	1218493	S	3305	376	3681	0.00022
Lactobacillus paragasseri	2107999	S	2617	14163	16780	0.00100
Fructilactobacillus sp. Tb1	3422304	S	73625	19261	92886	0.00556
Fructilactobacillus fructivorans	1614	S	61363	3368	64731	0.00388
Fructilactobacillus lindneri	53444	S	55262	26129	81391	0.00487
Fructilactobacillus vespulae	1249630	S	53849	6919	60768	0.00364
Fructilactobacillus sanfranciscensis	1625	S	49308	36323	85631	0.00513
Fructilactobacillus frigidiflavus	3242688	S	47658	17042	64700	0.00387
Fructilactobacillus hinvesii	2940300	S	20177	4453	24630	0.00147
Fructilactobacillus cliffordii	2940299	S	17924	8716	26640	0.00160
Fructilactobacillus carniphilus	2940297	S	8864	5643	14507	0.00087
Fructilactobacillus ixorae	1750535	S	7969	3137	11106	0.00067
Fructilactobacillus myrtifloralis	2940301	S	7387	3259	10646	0.00064
Lentilactobacillus laojiaonis	2883998	S	107439	11270	118709	0.00711
Lentilactobacillus terminaliae	3003483	S	52480	6866	59346	0.00355
Lentilactobacillus hilgardii	1588	S	43870	19145	63015	0.00377
Lentilactobacillus curieae	1138822	S	42339	4149	46488	0.00278
Lentilactobacillus parabuchneri	152331	S	40696	30238	70934	0.00425
Lentilactobacillus kefiri	33962	S	39795	34794	74589	0.00447
Lentilactobacillus buchneri	1581	S	24869	18208	43077	0.00258
Fructobacillus americanaquae	2940302	S	311056	8792	319848	0.01915
Limosilactobacillus reuteri	1598	S	55737	49615	105352	0.00631
Limosilactobacillus gastricus	227942	S	41079	15716	56795	0.00340
Limosilactobacillus vaginalis	1633	S	20294	23052	43346	0.00260
Limosilactobacillus frumenti	104955	S	19574	6480	26054	0.00156
Limosilactobacillus panis	47493	S	11974	17119	29093	0.00174
Limosilactobacillus fermentum	1613	S	11783	9325	21108	0.00126
Limosilactobacillus portuensis	2742601	S	11523	10523	22046	0.00132
Limosilactobacillus mucosae	97478	S	9656	8859	18515	0.00111
Limosilactobacillus oris	1632	S	7658	4516	12174	0.00073
Limosilactobacillus ingluviei	148604	S	4664	981	5645	0.00034
Limosilactobacillus pontis	35787	S	3760	1216	4976	0.00030
Limosilactobacillus allomucosae	3142938	S	2184	2799	4983	0.00030
Ligilactobacillus salivarius	1624	S	61593	17593	79186	0.00474
Ligilactobacillus acidipiscis	89059	S	37669	16887	54556	0.00327
Ligilactobacillus cholophilus	3050131	S	36942	2653	39595	0.00237
Ligilactobacillus agilis	1601	S	25619	6795	32414	0.00194
Ligilactobacillus murinus	1622	S	18361	8271	26632	0.00159
Ligilactobacillus aviarius	1606	S	16414	2801	19215	0.00115
Ligilactobacillus equi	137357	S	13694	2128	15822	0.00095
Ligilactobacillus saerimneri	228229	S	12335	4043	16378	0.00098
Ligilactobacillus ruminis	1623	S	7476	1751	9227	0.00055
Ligilactobacillus faecis	762833	S	6710	641	7351	0.00044
Ligilactobacillus animalis	1605	S	6650	7261	13911	0.00083
Companilactobacillus allii	1847728	S	33367	8937	42304	0.00253
Companilactobacillus musae	1903258	S	23943	5400	29343	0.00176
Companilactobacillus crustorum	392416	S	19200	15549	34749	0.00208
Companilactobacillus zhachilii	2304606	S	19117	2600	21717	0.00130
Companilactobacillus alimentarius	1602	S	15556	8549	24105	0.00144
Companilactobacillus paralimentarius	83526	S	14546	7736	22282	0.00133
Companilactobacillus ginsenosidimutans	1007676	S	14216	604	14820	0.00089
Companilactobacillus futsaii	938155	S	13008	11451	24459	0.00146
Companilactobacillus sp. DQM5	3463359	S	12737	455	13192	0.00079
Companilactobacillus farciminis	1612	S	11904	9836	21740	0.00130
Companilactobacillus heilongjiangensis	1074467	S	10405	1295	11700	0.00070
Companilactobacillus pabuli	2714036	S	7787	6733	14520	0.00087
Pediococcus pentosaceus	1255	S	42034	19060	61094	0.00366
Pediococcus argentinicus	480391	S	37687	26436	64123	0.00384
Pediococcus claussenii	187452	S	21393	18872	40265	0.00241
Pediococcus parvulus	54062	S	21330	22130	43460	0.00260
Pediococcus ethanolidurans	319653	S	18797	20171	38968	0.00233
Pediococcus damnosus	51663	S	17505	27694	45199	0.00271
Pediococcus acidilactici	1254	S	14221	19597	33818	0.00203
Pediococcus siamensis	381829	S	12223	3924	16147	0.00097
Pediococcus inopinatus	114090	S	2793	30405	33198	0.00199
Pediococcus sp. AC40	2962679	S	47	659	706	0.00004
Levilactobacillus brevis	1580	S	27756	24221	51977	0.00311
Levilactobacillus suantsaii	2292255	S	24434	25411	49845	0.00298
Levilactobacillus namurensis	380393	S	21117	11335	32452	0.00194
Levilactobacillus cerevisiae	1704076	S	15112	15281	30393	0.00182
Levilactobacillus parabrevis	357278	S	14445	7427	21872	0.00131
Levilactobacillus yonginensis	1054041	S	13186	18127	31313	0.00188
Levilactobacillus zymae	267363	S	9380	3534	12914	0.00077
Levilactobacillus koreensis	637971	S	7899	1512	9411	0.00056
Lactiplantibacillus pentosus	1589	S	26058	15987	42045	0.00252
Lactiplantibacillus plantarum	1590	S	22670	49178	71848	0.00430
Lactiplantibacillus paraplantarum	60520	S	18730	9844	28574	0.00171
Lactiplantibacillus carotarum	2993456	S	16946	5461	22407	0.00134
Lactiplantibacillus brownii	3069269	S	16696	8539	25235	0.00151
Lactiplantibacillus xiangfangensis	942150	S	16520	7565	24085	0.00144
Lactiplantibacillus argentoratensis	271881	S	1094	3956	5050	0.00030
Weissella paramesenteroides	1249	S	27821	8481	36302	0.00217
Weissella sagaensis	2559928	S	12729	6715	19444	0.00116
Weissella confusa	1583	S	11606	2835	14441	0.00086
Weissella koreensis	165096	S	10926	3747	14673	0.00088
Weissella soli	155866	S	10462	1217	11679	0.00070
Weissella jogaejeotgali	1631871	S	9961	4169	14130	0.00085
Weissella viridescens	1629	S	7804	397	8201	0.00049
Weissella cibaria	137591	S	7052	1426	8478	0.00051
Weissella ceti	759620	S	4490	19726	24216	0.00145
Weissella coleopterorum	2714949	S	4253	253	4506	0.00027
Weissella diestrammenae	1162633	S	3230	156	3386	0.00020
Weissella tructae	887702	S	10	667	677	0.00004
Paucilactobacillus suebicus	152335	S	37134	12061	49195	0.00295
Paucilactobacillus hokkaidonensis	1193095	S	27512	31652	59164	0.00354
Paucilactobacillus oligofermentans	293371	S	23125	9176	32301	0.00193
Paucilactobacillus nenjiangensis	1296540	S	19038	19070	38108	0.00228
Leuconostoc mesenteroides	1245	S	13255	6878	20133	0.00121
Leuconostoc gasicomitatum	115778	S	6535	4051	10586	0.00063
Leuconostoc gelidum	1244	S	1608	319	1927	0.00012
Leuconostoc carnosum	1252	S	10944	6575	17519	0.00105
Leuconostoc pseudomesenteroides	33968	S	8720	1970	10690	0.00064
Leuconostoc citreum	33964	S	8678	21394	30072	0.00180
Leuconostoc lactis	1246	S	8325	5670	13995	0.00084
Leuconostoc sp. JNUCC 76	3469800	S	5401	1052	6453	0.00039
Leuconostoc sp. C2	979982	S	63	883	946	0.00006
Leuconostoc sp. LN180020	2571156	S	19	225	244	0.00001
Leuconostoc sp. MTCC 10508	2698683	S	12	204	216	0.00001
Leuconostoc falkenbergense	2766470	S	5090	2986	8076	0.00048
Leuconostoc suionicum	1511761	S	441	2642	3083	0.00018
Leuconostoc garlicum	255248	S	86	181	267	0.00002
Leuconostoc kimchii	136609	S	65	787	852	0.00005
Loigolactobacillus backii	375175	S	50340	80059	130399	0.00781
Loigolactobacillus coryniformis	1610	S	22943	25528	48471	0.00290
Loigolactobacillus bifermentans	1607	S	11494	8093	19587	0.00117
Lacticaseibacillus rhamnosus	47715	S	12330	3484	15814	0.00095
Lacticaseibacillus paracasei	1597	S	10981	10740	21721	0.00130
Lacticaseibacillus manihotivorans	88233	S	6657	4173	10830	0.00065
Lacticaseibacillus saniviri	931533	S	5838	359	6197	0.00037
Lacticaseibacillus pantheris	171523	S	4741	3337	8078	0.00048
Lacticaseibacillus pabuli	3025672	S	4533	1655	6188	0.00037
Lacticaseibacillus chiayiensis	2100821	S	3609	579	4188	0.00025
Lacticaseibacillus zeae	57037	S	1068	698	1766	0.00011
Lacticaseibacillus casei	1582	S	757	5866	6623	0.00040
Lacticaseibacillus parahuelsenbergensis	3068305	S	460	638	1098	0.00007
Liquorilactobacillus nagelii	82688	S	16420	10175	26595	0.00159
Liquorilactobacillus hordei	468911	S	15734	11597	27331	0.00164
Liquorilactobacillus mali	1618	S	11923	8992	20915	0.00125
Liquorilactobacillus satsumensis	259059	S	9777	4700	14477	0.00087
Latilactobacillus curvatus	28038	S	13882	13006	26888	0.00161
Latilactobacillus sakei	1599	S	13141	12911	26052	0.00156
Latilactobacillus fuchuensis	164393	S	10929	503	11432	0.00068
Latilactobacillus graminis	60519	S	5894	739	6633	0.00040
Latilactobacillus sp. 5-91	3410924	S	869	889	1758	0.00011
Secundilactobacillus malefermentans	176292	S	30162	22217	52379	0.00314
Secundilactobacillus paracollinoides	240427	S	20630	20832	41462	0.00248
Furfurilactobacillus rossiae	231049	S	17620	11749	29369	0.00176
Furfurilactobacillus milii	2888272	S	7716	4580	12296	0.00074
Furfurilactobacillus cerevisiae	3480032	S	3628	9957	13585	0.00081
Bombilactobacillus bombi	1303590	S	19729	579	20308	0.00122
Bombilactobacillus thymidiniphilus	2923363	S	11382	794	12176	0.00073
Bombilactobacillus folatiphilus	2923362	S	8132	386	8518	0.00051
Dellaglioa kimchii	3344667	S	20251	14129	34380	0.00206
Dellaglioa sp. L3N	3470102	S	16986	1676	18662	0.00112
Periweissella cryptocerci	2506420	S	36593	777	37370	0.00224
Oenococcus oeni	1247	S	12467	2810	15277	0.00091
Oenococcus kitaharae	336988	S	6268	1000	7268	0.00044
Oenococcus alcoholitolerans	931074	S	5893	2167	8060	0.00048
Oenococcus sicerae	2203724	S	3901	395	4296	0.00026
Holzapfeliella sp. JNUCC 80	3469802	S	8879	5952	14831	0.00089
Holzapfeliella sp. JNUCC 72	3469806	S	6195	3827	10022	0.00060
Agrilactobacillus fermenti	2586909	S	19863	2020	21883	0.00131
Xylocopilactobacillus apis	2932183	S	10707	383	11090	0.00066
Xylocopilactobacillus apicola	2932184	S	4014	146	4160	0.00025
Schleiferilactobacillus harbinensis	304207	S	9454	582	10036	0.00060
Lapidilactobacillus dextrinicus	51664	S	9014	853	9867	0.00059
Amylolactobacillus amylophilus	1603	S	1038	1031	2069	0.00012
Enterococcus sp. 22-H-5-01	3418555	S	5637	663	6300	0.00038
Enterococcus sp. DIV0724b	2774694	S	5234	1129	6363	0.00038
Enterococcus sp. DIV0876	2774633	S	2934	265	3199	0.00019
Enterococcus sp. DIV0210g	2774656	S	2810	636	3446	0.00021
Enterococcus sp. AZ170	2774747	S	1843	477	2320	0.00014
Enterococcus sp. DIV0212c	2230867	S	1368	259	1627	0.00010
Enterococcus sp. DIV0800	2774646	S	412	92	504	0.00003
Enterococcus sp. DIV1304_2	2774706	S	379	644	1023	0.00006
Enterococcus sp. DIV2432	2774762	S	242	2153	2395	0.00014
Enterococcus sp. AZ035	2774935	S	215	5876	6091	0.00036
Enterococcus sp. AZ009	2774766	S	199	5302	5501	0.00033
Enterococcus sp. FDAARGOS_375	2060307	S	130	1089	1219	0.00007
Enterococcus sp. AZ095a	2774718	S	116	3827	3943	0.00024
Enterococcus sp. DIV1767	2774670	S	66	529	595	0.00004
Enterococcus sp. FZMF	3050383	S	46	239	285	0.00002
Enterococcus sp. DIV1368b	2774711	S	38	66	104	0.00001
Enterococcus sp. ZQ21	3044568	S	36	1539	1575	0.00009
Enterococcus sp. DIV0176	2774758	S	29	319	348	0.00002
Enterococcus sp. CR-Ec1	2057791	S	28	517	545	0.00003
Enterococcus sp. DIV0836a	2775020	S	15	478	493	0.00003
Enterococcus sp. DIV0774	2774989	S	12	163	175	0.00001
Candidatus Enterococcus dunnyi	1834192	S	20841	3063	23904	0.00143
Enterococcus durans	53345	S	7690	5901	13591	0.00081
Enterococcus cecorum	44008	S	5694	2532	8226	0.00049
Candidatus Enterococcus palustris	1834189	S	5599	303	5902	0.00035
Enterococcus faecalis	1351	S	4495	92456	96951	0.00581
Enterococcus raffinosus	71452	S	4434	1431	5865	0.00035
Enterococcus saccharolyticus	41997	S	3981	5941	9922	0.00059
Enterococcus rotai	118060	S	3710	243	3953	0.00024
Enterococcus alishanensis	1303817	S	3684	744	4428	0.00027
Candidatus Enterococcus clewellii	1834193	S	3485	162	3647	0.00022
Enterococcus gilvus	160453	S	3234	1006	4240	0.00025
Enterococcus saigonensis	1805431	S	2862	7427	10289	0.00062
Enterococcus mundtii	53346	S	2799	2235	5034	0.00030
Enterococcus dispar	44009	S	2652	1944	4596	0.00028
Enterococcus avium	33945	S	2637	1550	4187	0.00025
Enterococcus montenegrensis	3031993	S	2603	883	3486	0.00021
Candidatus Enterococcus lowellii	2230877	S	2467	291	2758	0.00017
Enterococcus bulliens	1665476	S	2462	849	3311	0.00020
Enterococcus faecium	1352	S	2248	52935	55183	0.00330
Candidatus Enterococcus mangumiae	2230878	S	1744	226	1970	0.00012
Enterococcus wangshanyuanii	2005703	S	1317	57	1374	0.00008
Candidatus Enterococcus lemimoniae	1834167	S	798	73	871	0.00005
Enterococcus hirae	1354	S	682	4262	4944	0.00030
Enterococcus casseliflavus	37734	S	630	2342	2972	0.00018
Enterococcus devriesei	319970	S	485	209	694	0.00004
Enterococcus gallinarum	1353	S	452	2473	2925	0.00018
Enterococcus innesii	2839759	S	95	120	215	0.00001
Enterococcus lactis	357441	S	57	848	905	0.00005
Vagococcus sp. JNUCC 83	3469799	S	4098	1041	5139	0.00031
Vagococcus sp. CY52-2	2925838	S	2655	2572	5227	0.00031
Vagococcus penaei	633807	S	5051	1169	6220	0.00037
Vagococcus hydrophili	2714947	S	4490	710	5200	0.00031
Vagococcus lutrae	81947	S	4035	3593	7628	0.00046
Vagococcus coleopterorum	2714946	S	4017	652	4669	0.00028
Vagococcus carniphilus	218144	S	3959	3379	7338	0.00044
Vagococcus intermedius	2991418	S	2896	841	3737	0.00022
Vagococcus xieshaowenii	2562451	S	2768	1946	4714	0.00028
Vagococcus salmoninarum	2739	S	2673	450	3123	0.00019
Vagococcus zengguangii	2571750	S	2633	626	3259	0.00020
Vagococcus luciliae	2920380	S	2544	1514	4058	0.00024
Vagococcus fluvialis	2738	S	2525	1665	4190	0.00025
Vagococcus jeotgali	3109030	S	1757	759	2516	0.00015
Vagococcus teuberi	519472	S	1214	865	2079	0.00012
Tetragenococcus halophilus	51669	S	11163	12137	23300	0.00140
Tetragenococcus osmophilus	526944	S	4466	7547	12013	0.00072
Tetragenococcus koreensis	290335	S	2387	1194	3581	0.00021
Melissococcus plutonius	33970	S	7343	351	7694	0.00046
Streptococcus danieliae	747656	S	13397	513	13910	0.00083
Streptococcus sp. oral taxon 061	712623	S	728	451	1179	0.00007
Streptococcus sp. Marseille-Q3533	2759692	S	589	210	799	0.00005
Streptococcus sp. KHUD_017	3466459	S	444	305	749	0.00004
Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006	3077584	S	436	236	672	0.00004
Streptococcus sp. HSISS3	1316412	S	426	1166	1592	0.00010
Streptococcus sp. SN-1	3074854	S	412	471	883	0.00005
Streptococcus sp. HSISS2	1316411	S	394	1122	1516	0.00009
Streptococcus sp. KHUD_014	3434353	S	350	148	498	0.00003
Streptococcus sp. FSL R7-0248	2975324	S	252	1287	1539	0.00009
Streptococcus sp. ZY1909104	3233335	S	153	187	340	0.00002
Streptococcus sp. 1643	2576376	S	145	360	505	0.00003
Streptococcus sp. HN38	3020829	S	144	589	733	0.00004
Streptococcus sp. KHUD_012	3229851	S	130	266	396	0.00002
Streptococcus sp. KHUD_013	3413147	S	129	199	328	0.00002
Streptococcus sp. ZY19097	3231906	S	124	277	401	0.00002
Streptococcus sp. LPB0220	2610896	S	111	132	243	0.00001
Streptococcus sp. oral taxon 431	712633	S	98	61	159	0.00001
Streptococcus sp. 517s	3469231	S	93	86	179	0.00001
Streptococcus sp. KHUD_011	3157334	S	86	123	209	0.00001
Streptococcus sp. NPS 308	1902136	S	75	59	134	0.00001
Streptococcus sp. A12	1759399	S	75	41	116	0.00001
Streptococcus sp. KHUD_015	3434352	S	73	54	127	0.00001
Streptococcus sp. D7B5	3038077	S	50	231	281	0.00002
Streptococcus sp. HJ1	3458239	S	38	120	158	0.00001
Streptococcus sp. CP1998	3238303	S	37	85	122	0.00001
Streptococcus sp. K0074	3402868	S	32	42	74	0.00000
Streptococcus sp. 116-D4	2598453	S	30	47	77	0.00000
Streptococcus sp. 11-4097	2828286	S	27	44	71	0.00000
Streptococcus sp. FT1-55	3409805	S	26	422	448	0.00003
Streptococcus sp. KHUD_018	3466483	S	21	35	56	0.00000
Streptococcus sp. FDAARGOS_192	1839799	S	10	39	49	0.00000
Streptococcus equi	1336	S	2362	167	2529	0.00015
Streptococcus dysgalactiae	1334	S	2329	6808	9137	0.00055
Streptococcus intermedius	1338	S	2148	980	3128	0.00019
Streptococcus anginosus	1328	S	1875	3405	5280	0.00032
Streptococcus constellatus	76860	S	592	2163	2755	0.00016
Streptococcus suis	1307	S	4324	2647	6971	0.00042
Streptococcus uberis	1349	S	4261	558	4819	0.00029
Streptococcus sobrinus	1310	S	4211	223	4434	0.00027
Streptococcus equinus	1335	S	4030	1655	5685	0.00034
Streptococcus sanguinis	1305	S	2984	932	3916	0.00023
Streptococcus urinalis	149016	S	2911	815	3726	0.00022
Streptococcus ruminicola	2686210	S	2900	4842	7742	0.00046
Streptococcus tangpeifui	2709400	S	2835	76	2911	0.00017
Streptococcus gordonii	1302	S	2745	547	3292	0.00020
Streptococcus mutans	1309	S	2608	349	2957	0.00018
Streptococcus marmotae	1825069	S	2558	368	2926	0.00018
Streptococcus alactolyticus	29389	S	2509	3041	5550	0.00033
Streptococcus oralis	1303	S	2344	2597	4941	0.00030
Streptococcus porcinus	1340	S	2222	548	2770	0.00017
Streptococcus mitis	28037	S	1862	1524	3386	0.00020
Streptococcus toyakuensis	2819619	S	40	72	112	0.00001
Streptococcus gwangjuensis	1433513	S	23	27	50	0.00000
Streptococcus pantholopis	1811193	S	1978	35	2013	0.00012
Streptococcus pluranimalium	82348	S	1665	907	2572	0.00015
Streptococcus salivarius	1304	S	1652	3073	4725	0.00028
Streptococcus iniae	1346	S	1639	246	1885	0.00011
Streptococcus chenjunshii	2173853	S	1327	21	1348	0.00008
Streptococcus pyogenes	1314	S	1306	1856	3162	0.00019
Streptococcus halotolerans	1814128	S	1289	45	1334	0.00008
Streptococcus parauberis	1348	S	1279	470	1749	0.00010
Streptococcus infantis	68892	S	1197	446	1643	0.00010
Streptococcus hyointestinalis	1337	S	1137	74	1211	0.00007
Streptococcus pseudopneumoniae	257758	S	1094	1502	2596	0.00016
Streptococcus cristatus	45634	S	1073	231	1304	0.00008
Streptococcus ratti	1341	S	1053	30	1083	0.00006
Streptococcus parasuis	1501662	S	1049	702	1751	0.00010
Streptococcus thermophilus	1308	S	1017	430	1447	0.00009
Streptococcus didelphis	102886	S	916	175	1091	0.00007
Streptococcus hillyeri	2282420	S	826	39	865	0.00005
Streptococcus agalactiae	1311	S	789	8700	9489	0.00057
Streptococcus pseudoporcinus	361101	S	755	581	1336	0.00008
Streptococcus ferus	1345	S	752	51	803	0.00005
Streptococcus canis	1329	S	676	296	972	0.00006
Streptococcus pneumoniae	1313	S	669	4318	4987	0.00030
Streptococcus oriscaviae	2781599	S	666	51	717	0.00004
Streptococcus lactarius	684066	S	622	151	773	0.00005
Streptococcus respiraculi	2021971	S	614	53	667	0.00004
Streptococcus halichoeri	254785	S	612	270	882	0.00005
Streptococcus suivaginalis	3028082	S	595	227	822	0.00005
Streptococcus troglodytae	1111760	S	531	100	631	0.00004
Streptococcus parasanguinis	1318	S	493	348	841	0.00005
Streptococcus lutetiensis	150055	S	465	393	858	0.00005
Streptococcus acidominimus	1326	S	461	100	561	0.00003
Streptococcus nidrosiense	3140788	S	415	192	607	0.00004
Streptococcus australis	113107	S	392	682	1074	0.00006
Streptococcus himalayensis	1888195	S	357	34	391	0.00002
Streptococcus merionis	400065	S	341	11	352	0.00002
Streptococcus periodonticum	2490633	S	292	1000	1292	0.00008
Streptococcus gallolyticus	315405	S	271	686	957	0.00006
Streptococcus iners	3028084	S	267	104	371	0.00002
Streptococcus koreensis	2382163	S	245	504	749	0.00004
Streptococcus zhangguiae	2664091	S	224	32	256	0.00002
Streptococcus infantarius	102684	S	222	288	510	0.00003
Streptococcus vestibularis	1343	S	177	70	247	0.00001
Streptococcus ruminantium	1917441	S	166	432	598	0.00004
Streptococcus dentalis	3098075	S	113	268	381	0.00002
Streptococcus lingualis	3098076	S	93	182	275	0.00002
Streptococcus rubneri	1234680	S	92	123	215	0.00001
Streptococcus pasteurianus	197614	S	86	982	1068	0.00006
Streptococcus parapneumoniae	2993430	S	86	137	223	0.00001
Streptococcus macedonicus	59310	S	78	706	784	0.00005
Streptococcus milleri	33040	S	37	151	188	0.00001
Streptococcus ilei	1156431	S	34	66	100	0.00001
Lactococcus taiwanensis	1151742	S	4317	765	5082	0.00030
Lactococcus lactis	1358	S	4137	10633	14770	0.00088
Lactococcus cremoris	1359	S	3307	3804	7111	0.00043
Lactococcus sp. NH2-7C	2879149	S	1133	1008	2141	0.00013
Lactococcus sp.	44273	S	690	37780	38470	0.00230
Lactococcus garvieae	1363	S	1787	883	2670	0.00016
Lactococcus protaetiae	2592653	S	1661	123	1784	0.00011
Lactococcus formosensis	1281486	S	1487	623	2110	0.00013
Lactococcus allomyrinae	2419773	S	937	70	1007	0.00006
Lactococcus petauri	1940789	S	89	567	656	0.00004
Pseudolactococcus raffinolactis	1366	S	2351	2574	4925	0.00029
Pseudolactococcus paracarnosus	2749962	S	691	2718	3409	0.00020
Pseudolactococcus carnosus	2749961	S	422	3233	3655	0.00022
Pseudolactococcus piscium	1364	S	146	1312	1458	0.00009
Floricoccus penangensis	1859475	S	2666	152	2818	0.00017
Carnobacterium divergens	2748	S	11591	4306	15897	0.00095
Carnobacterium sp. TMP28	3397060	S	5094	545	5639	0.00034
Carnobacterium sp. CS13	2800128	S	4370	4683	9053	0.00054
Carnobacterium sp. 17-4	208596	S	1636	191	1827	0.00011
Carnobacterium maltaromaticum	2751	S	10724	2421	13145	0.00079
Carnobacterium inhibens	147709	S	6481	2584	9065	0.00054
Carnobacterium jeotgali	545534	S	5002	3285	8287	0.00050
Carnobacterium antarcticum	2126436	S	1572	1573	3145	0.00019
Carnobacterium viridans	174587	S	900	279	1179	0.00007
Jeotgalibaca dankookensis	708126	S	3836	403	4239	0.00025
Jeotgalibaca ciconiae	2496265	S	3506	1807	5313	0.00032
Jeotgalibaca sp. MA1X17-3	2908211	S	2111	163	2274	0.00014
Jeotgalibaca sp. PTS2502	1903686	S	256	547	803	0.00005
Jeotgalibaca porci	1868793	S	2013	2512	4525	0.00027
Jeotgalibaca arthritidis	1868794	S	1041	2450	3491	0.00021
Dolosigranulum pigrum	29394	S	5688	6705	12393	0.00074
Dolosigranulum savutiense	3110288	S	956	1783	2739	0.00016
Granulicatella elegans	137732	S	6401	13018	19419	0.00116
Granulicatella adiacens	46124	S	2481	421	2902	0.00017
Desemzia incerta	82801	S	4706	5479	10185	0.00061
Marinilactibacillus sp. 15R	1911586	S	3408	1694	5102	0.00031
Alkalibacterium sp. f15	3414029	S	1855	71	1926	0.00012
Alkalibacterium putridalgicola	426703	S	968	183	1151	0.00007
Trichococcus flocculiformis	82803	S	736	309	1045	0.00006
Trichococcus shcherbakoviae	2094020	S	591	243	834	0.00005
Alloiococcus sp. CFN-8	3416081	S	90	7	97	0.00001
Aerococcus viridans	1377	S	1646	2223	3869	0.00023
Aerococcus urinaeequi	51665	S	1178	1097	2275	0.00014
Aerococcus urinae	1376	S	1117	1699	2816	0.00017
Aerococcus loyolae	2976809	S	841	502	1343	0.00008
Aerococcus christensenii	87541	S	808	291	1099	0.00007
Aerococcus sanguinicola	119206	S	530	32	562	0.00003
Aerococcus tenax	3078812	S	491	1313	1804	0.00011
Aerococcus urinaehominis	128944	S	318	18	336	0.00002
Aerococcus mictus	2976810	S	66	166	232	0.00001
Ignavigranum ruoffiae	89093	S	5055	551	5606	0.00034
Tuanshanicoccus yangjingiae	2796928	S	3438	529	3967	0.00024
Tuanshanicoccus lijuaniae	2774330	S	537	30	567	0.00003
Globicatella sp. PHS-GS-PNBC-21-1553	2885764	S	853	1010	1863	0.00011
Globicatella sulfidifaciens	136093	S	753	1116	1869	0.00011
Globicatella sanguinis	13076	S	641	389	1030	0.00006
Fundicoccus culcitae	2969821	S	2610	421	3031	0.00018
Ruoffia tabacinasalis	87458	S	2000	1291	3291	0.00020
Abiotrophia defectiva	46125	S	1500	402	1902	0.00011
Suicoccus acidiformans	2036206	S	1151	436	1587	0.00010
Bacillus cereus	1396	S	3720	9309	13029	0.00078
Bacillus pseudomycoides	64104	S	2889	388	3277	0.00020
Bacillus mycoides	1405	S	2441	1529	3970	0.00024
