name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Natranaerobiaceae	485255	F	107	0	107	0.00001
Koleobacteraceae	2786988	F	294	3	297	0.00002
Christensenellaceae	990719	F	170	62	232	0.00001
Monoglobaceae	3085657	F	135	67	202	0.00001
Mahellaceae	3120709	F	34	5	39	0.00000
Erysipelotrichaceae	128827	F	12279	4172	16451	0.00099
Turicibacteraceae	2810281	F	9423	768	10191	0.00061
Coprobacillaceae	2810280	F	9239	4145	13384	0.00080
Veillonellaceae	31977	F	11306	381	11687	0.00070
Sporomusaceae	1843490	F	4738	372	5110	0.00031
Selenomonadaceae	1843491	F	4136	140	4276	0.00026
Acidaminococcaceae	909930	F	783	78	861	0.00005
Peptoniphilaceae	1570339	F	10764	4793	15557	0.00094
Tepidimicrobiaceae	2992719	F	2524	416	2940	0.00018
Tissierellaceae	1737406	F	1911	29	1940	0.00012
Gottschalkiaceae	2042895	F	1714	33	1747	0.00011
Thermohalobacteraceae	2848916	F	489	25	514	0.00003
Acidilutibacteraceae	2992717	F	435	158	593	0.00004
Sporanaerobacteraceae	2992718	F	150	3767	3917	0.00024
Caldicellulosiruptoraceae	3071002	F	9834	1153	10987	0.00066
Dethiobacteraceae	3086088	F	476	1	477	0.00003
Geochordaceae	3366852	F	92	0	92	0.00001
Limnochordaceae	1676650	F	10	0	10	0.00000
Microbacteriaceae	85023	F	14720	964	15684	0.00094
Micrococcaceae	1268	F	11153	1125	12278	0.00074
Dermabacteraceae	85020	F	1540	258	1798	0.00011
Intrasporangiaceae	85021	F	1019	1093	2112	0.00013
Brevibacteriaceae	85019	F	741	143	884	0.00005
Cellulomonadaceae	85016	F	721	95	816	0.00005
Promicromonosporaceae	85017	F	594	333	927	0.00006
Dermacoccaceae	145357	F	535	72	607	0.00004
Ornithinimicrobiaceae	2805590	F	359	34	393	0.00002
Ruaniaceae	1331736	F	329	14	343	0.00002
Kytococcaceae	2805426	F	172	52	224	0.00001
Sanguibacteraceae	145360	F	122	15	137	0.00001
Dermatophilaceae	85018	F	91	3	94	0.00001
Tropherymataceae	2805591	F	71	0	71	0.00000
Jonesiaceae	85022	F	59	8	67	0.00000
Beutenbergiaceae	125316	F	51	21	72	0.00000
Demequinaceae	1042322	F	32	4	36	0.00000
Streptomycetaceae	2062	F	30246	2886	33132	0.00199
Corynebacteriaceae	1653	F	9874	1359	11233	0.00068
Mycobacteriaceae	1762	F	8043	260	8303	0.00050
Nocardiaceae	85025	F	4635	297	4932	0.00030
Gordoniaceae	85026	F	1671	160	1831	0.00011
Tsukamurellaceae	85028	F	232	19	251	0.00002
Dietziaceae	85029	F	180	34	214	0.00001
Lawsonellaceae	2805586	F	109	80	189	0.00001
Hoyosellaceae	3040680	F	18	0	18	0.00000
Bifidobacteriaceae	31953	F	10514	320	10834	0.00065
Nocardioidaceae	85015	F	3744	264	4008	0.00024
Propionibacteriaceae	31957	F	3159	372	3531	0.00021
Kribbellaceae	2726069	F	836	27	863	0.00005
Actinopolymorphaceae	2805400	F	15	0	15	0.00000
Pseudonocardiaceae	2070	F	6363	299	6662	0.00040
Micromonosporaceae	28056	F	5398	221	5619	0.00034
Actinomycetaceae	2049	F	5326	542	5868	0.00035
Streptosporangiaceae	2004	F	1254	55	1309	0.00008
Thermomonosporaceae	2012	F	833	50	883	0.00005
Nocardiopsidaceae	83676	F	264	13	277	0.00002
Candidatus Nanopelagicaceae	2162846	F	1593	8	1601	0.00010
Geodermatophilaceae	85030	F	324	26	350	0.00002
Allobogoriellaceae	145358	F	194	35	229	0.00001
Jatrophihabitantaceae	2805416	F	182	4	186	0.00001
Nakamurellaceae	85031	F	172	6	178	0.00001
Kineosporiaceae	83778	F	168	11	179	0.00001
Frankiaceae	74712	F	126	8	134	0.00001
Sporichthyaceae	85033	F	111	74	185	0.00001
Glycomycetaceae	85034	F	92	0	92	0.00001
Catenulisporaceae	414877	F	47	62	109	0.00001
Jiangellaceae	1217100	F	43	2	45	0.00000
Actinopolysporaceae	622451	F	16	0	16	0.00000
Acidothermaceae	85032	F	14	0	14	0.00000
Eggerthellaceae	1643826	F	746	122	868	0.00005
Atopobiaceae	1643824	F	317	73	390	0.00002
Coriobacteriaceae	84107	F	174	18	192	0.00001
Iamiaceae	633392	F	359	6	365	0.00002
Candidatus Hopanoidivoransaceae	2983183	F	287	1	288	0.00002
Candidatus Poriferisodalaceae	2983189	F	115	0	115	0.00001
Acidimicrobiaceae	84994	F	110	0	110	0.00001
Ilumatobacteraceae	2448023	F	33	0	33	0.00000
Salinilacustritrichaceae	3436874	F	12	0	12	0.00000
Baekduiaceae	2600303	F	296	14	310	0.00002
Conexibacteraceae	320583	F	106	4	110	0.00001
Paraconexibacteraceae	2758916	F	76	2	78	0.00000
Capillimicrobiaceae	2976758	F	21	1	22	0.00000
Miltoncostaeaceae	2843199	F	61	1	62	0.00000
Thermoleophilaceae	320796	F	52	1	53	0.00000
Egicoccaceae	1755824	F	346	6	352	0.00002
Euzebyaceae	908622	F	30	0	30	0.00000
Egibacteraceae	1747769	F	29	0	29	0.00000
Rubrobacteraceae	84997	F	88	0	88	0.00001
Mycoplasmataceae	2092	F	19624	6642	26266	0.00158
Candidatus Hepatoplasmataceae	3132029	F	1090	96	1186	0.00007
Spiroplasmataceae	2131	F	15845	335	16180	0.00097
Entomoplasmataceae	33925	F	2593	705	3298	0.00020
Candidatus Izemoplasmataceae	2975520	F	4404	56	4460	0.00027
Hujiaoplasmataceae	3078170	F	130	23	153	0.00001
Acholeplasmataceae	2146	F	4467	299	4766	0.00029
Metamycoplasmataceae	2895623	F	14550	5205	19755	0.00119
Mycoplasmoidaceae	2790998	F	2356	116	2472	0.00015
Nostocaceae	1162	F	13444	643	14087	0.00085
Aphanizomenonaceae	1892259	F	1860	786	2646	0.00016
Hapalosiphonaceae	1892263	F	1144	38	1182	0.00007
Nodulariaceae	3079761	F	723	62	785	0.00005
Calotrichaceae	2661849	F	683	19	702	0.00004
Scytonemataceae	1182	F	456	11	467	0.00003
Tolypothrichaceae	119859	F	213	5	218	0.00001
Rivulariaceae	1185	F	201	2	203	0.00001
Chlorogloeopsidaceae	1892261	F	170	0	170	0.00001
Geminocystaceae	2815910	F	3583	77	3660	0.00022
Aphanothecaceae	1890450	F	2338	91	2429	0.00015
Microcystaceae	1890449	F	589	54	643	0.00004
Halothecacae	3079756	F	535	27	562	0.00003
Chroococcaceae	1890464	F	359	45	404	0.00002
Microcoleaceae	1892252	F	1530	49	1579	0.00009
Oscillatoriaceae	1892254	F	1096	34	1130	0.00007
Sirenicapillariaceae	2934961	F	383	11	394	0.00002
Prochlorococcaceae	2881426	F	4330	70	4400	0.00026
Synechococcaceae	1890426	F	3991	97	4088	0.00025
Merismopediaceae	1890428	F	393	273	666	0.00004
Leptolyngbyaceae	1890438	F	1649	297	1946	0.00012
Trichocoleusaceae	2303527	F	149	8	157	0.00001
Thermosynechococcaceae	2881378	F	857	33	890	0.00005
Acaryochloridaceae	1890429	F	595	4	599	0.00004
Pseudanabaenaceae	1890436	F	1362	45	1407	0.00008
Thalassoporaceae	3079743	F	12	0	12	0.00000
Pleurocapsaceae	1890500	F	685	54	739	0.00004
Dermocarpellaceae	1890498	F	336	11	347	0.00002
Oculatellaceae	2303507	F	619	104	723	0.00004
Gomontiellaceae	1892255	F	366	22	388	0.00002
Chamaesiphonaceae	1890431	F	210	7	217	0.00001
Coleofasciculaceae	1892251	F	493	22	515	0.00003
Chroococcidiopsidaceae	1890528	F	485	45	530	0.00003
Cymatolegaceae	3079746	F	246	49	295	0.00002
Nodosilineaceae	3039986	F	207	13	220	0.00001
Gloeomargaritaceae	1955043	F	296	2	298	0.00002
Gloeobacteraceae	1890422	F	199	0	199	0.00001
Anthocerotibacteraceae	3079741	F	14	0	14	0.00000
Desertifilaceae	1969992	F	113	8	121	0.00001
Geitlerinemataceae	3079752	F	24	1062	1086	0.00007
Chloroflexaceae	1106	F	188	0	188	0.00001
Roseiflexaceae	1508635	F	60	0	60	0.00000
Candidatus Chloroheliaceae	3139177	F	126	4	130	0.00001
Candidatus Thermobaculaceae	3399778	F	20	0	20	0.00000
Candidatus Promineifilaceae	3085097	F	365	0	365	0.00002
Anaerolineaceae	292628	F	240	0	240	0.00001
Dehalococcoidaceae	1202464	F	183	0	183	0.00001
Candidatus Lucifugimonadaceae	3143248	F	34	0	34	0.00000
Thermoflexaceae	1495648	F	135	0	135	0.00001
Phototrophicaceae	2922432	F	76	0	76	0.00000
Ktedonosporobacteraceae	2692416	F	61	1	62	0.00000
Caldilineaceae	475964	F	43	3	46	0.00000
Tepidiformaceae	2682227	F	29	0	29	0.00000
Capsulimonadaceae	2494208	F	35	0	35	0.00000
Chthonomonadaceae	1077264	F	17	0	17	0.00000
Vulcanimicrobiaceae	2829291	F	15	0	15	0.00000
Acetobacteraceae	433	F	700267	46800	747067	0.04493
Roseomonadaceae	3385906	F	6860	656	7516	0.00045
Acidocellaceae	3385905	F	3369	157	3526	0.00021
Elioraeaceae	2690195	F	395	9	404	0.00002
Rhizobiaceae	82115	F	27675	8355	36030	0.00217
Bartonellaceae	772	F	16411	755	17166	0.00103
Nitrobacteraceae	41294	F	14718	1098	15816	0.00095
Phyllobacteriaceae	69277	F	10145	1477	11622	0.00070
Stappiaceae	2821832	F	6732	1017	7749	0.00047
Brucellaceae	118882	F	6202	2301	8503	0.00051
Methylobacteriaceae	119045	F	5915	460	6375	0.00038
Devosiaceae	2831106	F	4645	301	4946	0.00030
Methylocystaceae	31993	F	2616	91	2707	0.00016
Hyphomicrobiaceae	45401	F	2286	63	2349	0.00014
Xanthobacteraceae	335928	F	2078	388	2466	0.00015
Parvibaculaceae	2813035	F	1858	368	2226	0.00013
Aurantimonadaceae	255475	F	1835	697	2532	0.00015
Beijerinckiaceae	45404	F	1632	55	1687	0.00010
Boseaceae	2831100	F	1475	137	1612	0.00010
Cohaesibacteraceae	655351	F	1082	38	1120	0.00007
Ahrensiaceae	2829814	F	760	919	1679	0.00010
Reyranellaceae	2844375	F	442	13	455	0.00003
Lichenihabitantaceae	2723775	F	349	9	358	0.00002
Coralliovaceae	3228937	F	325	8	333	0.00002
Rhodoligotrophaceae	3149308	F	296	7	303	0.00002
Phreatobacteraceae	2843305	F	278	25	303	0.00002
Salinarimonadaceae	2137278	F	257	26	283	0.00002
Terrirubraceae	3142785	F	240	6	246	0.00001
Pleomorphomonadaceae	2843308	F	239	34	273	0.00002
Kaistiaceae	2831111	F	197	21	218	0.00001
Salaquimonadaceae	3149307	F	191	4	195	0.00001
Amorphaceae	2685818	F	184	7	191	0.00001
Afifellaceae	2829802	F	176	42	218	0.00001
Aestuariivirgaceae	2650922	F	159	4	163	0.00001
Alsobacteraceae	2792775	F	122	12	134	0.00001
Methylopilaceae	3149309	F	120	6	126	0.00001
Blastochloridaceae	2831090	F	114	9	123	0.00001
Chelatococcaceae	2036754	F	75	8	83	0.00000
Ancalomicrobiaceae	2172021	F	25	2	27	0.00000
Roseobacteraceae	2854170	F	22013	2039	24052	0.00145
Paracoccaceae	31989	F	18514	4565	23079	0.00139
Sphingomonadaceae	41297	F	15204	3557	18761	0.00113
Erythrobacteraceae	335929	F	7749	743	8492	0.00051
Sphingorhabdaceae	3423719	F	4419	93	4512	0.00027
Sphingobiaceae	3423717	F	3773	2500	6273	0.00038
Sphingopyxidaceae	3423718	F	2461	498	2959	0.00018
Zymomonadaceae	2844881	F	2378	703	3081	0.00019
Sphingosinicellaceae	2820280	F	658	88	746	0.00004
Sphingomicrobiaceae	3423713	F	629	26	655	0.00004
Parasphingopyxidaceae	3423716	F	491	11	502	0.00003
Blastomonadaceae	3423720	F	395	21	416	0.00003
Rhizorhabdaceae	3423714	F	346	311	657	0.00004
Aquisediminimonadaceae	3423715	F	34	0	34	0.00000
Thalassospiraceae	2844866	F	5052	369	5421	0.00033
Azospirillaceae	2829815	F	4321	532	4853	0.00029
Terasakiellaceae	2813951	F	2174	13	2187	0.00013
Rhodospirillaceae	41295	F	2164	241	2405	0.00014
Aestuariispiraceae	3466454	F	633	10	643	0.00004
Novispirillaceae	3031145	F	622	27	649	0.00004
Thalassobaculaceae	2844864	F	610	105	715	0.00004
Zavarziniaceae	2844877	F	396	11	407	0.00002
Dongiaceae	3031144	F	381	15	396	0.00002
Rhodovibrionaceae	2844403	F	330	7	337	0.00002
Magnetovibrionaceae	3031143	F	128	3	131	0.00001
Allostellaceae	2844601	F	113	4	117	0.00001
Magnetospirillaceae	3036766	F	71	145	216	0.00001
Rickettsiaceae	775	F	7563	16	7579	0.00046
Anaplasmataceae	942	F	4988	735	5723	0.00034
Candidatus Midichloriaceae	1328881	F	537	2	539	0.00003
Candidatus Deianiraeaceae	2603433	F	115	0	115	0.00001
Candidatus Pelagibacteraceae	1655514	F	6066	1051	7117	0.00043
Caulobacteraceae	76892	F	6633	874	7507	0.00045
Maricaulaceae	2800061	F	3525	771	4296	0.00026
Robiginitomaculaceae	2800062	F	1373	6	1379	0.00008
Holosporaceae	44746	F	1664	9	1673	0.00010
Candidatus Paracaedibacteraceae	1777752	F	536	1	537	0.00003
Candidatus Nucleicultricaceae	3399800	F	205	2	207	0.00001
Kordiimonadaceae	1331809	F	1640	25	1665	0.00010
Temperatibacteraceae	1549128	F	677	8	685	0.00004
Hyphomonadaceae	69657	F	1860	170	2030	0.00012
Sneathiellaceae	510685	F	1713	35	1748	0.00011
Parvularculaceae	255474	F	1504	149	1653	0.00010
Geminicoccaceae	2066434	F	1277	556	1833	0.00011
Emcibacteraceae	2066491	F	1237	37	1274	0.00008
Candidatus Puniceispirillaceae	3119833	F	679	17	696	0.00004
Candidatus Levibacteraceae	3457285	F	123	1	124	0.00001
Radicibacteraceae	3462473	F	299	19	318	0.00002
Minwuiaceae	2493628	F	176	18	194	0.00001
Erwiniaceae	1903409	F	62198	3806	66004	0.00397
Enterobacteriaceae	543	F	51857	83135	134992	0.00812
Morganellaceae	1903414	F	21167	9170	30337	0.00182
Yersiniaceae	1903411	F	16370	2993	19363	0.00116
Pectobacteriaceae	1903410	F	6199	273	6472	0.00039
Hafniaceae	1903412	F	1805	395	2200	0.00013
Bruguierivoracaceae	2812006	F	968	11	979	0.00006
Budviciaceae	1903416	F	797	32	829	0.00005
Gallaecimonadaceae	3120698	F	516	13	529	0.00003
Moraxellaceae	468	F	97137	38466	135603	0.00815
Pseudoalteromonadaceae	267888	F	14932	1934	16866	0.00101
Shewanellaceae	267890	F	12949	1303	14252	0.00086
Colwelliaceae	267889	F	11843	792	12635	0.00076
Alteromonadaceae	72275	F	10370	1043	11413	0.00069
Psychromonadaceae	267894	F	3471	127	3598	0.00022
Idiomarinaceae	267893	F	2513	220	2733	0.00016
Moritellaceae	267891	F	1360	203	1563	0.00009
Ferrimonadaceae	267892	F	532	335	867	0.00005
Aegicerorhabdaceae	3614797	F	19	1	20	0.00000
Pseudomonadaceae	135621	F	49467	7247	56714	0.00341
Marinobacteraceae	2887365	F	3475	289	3764	0.00023
Candidatus Njordibacteraceae	3457296	F	2057	66	2123	0.00013
Ketobacteraceae	3085096	F	257	12	269	0.00002
Pseudohongiellaceae	3085095	F	135	1	136	0.00001
Vibrionaceae	641	F	43108	4089	47197	0.00284
Oceanospirillaceae	135620	F	13265	1021	14286	0.00086
Halomonadaceae	28256	F	11350	954	12304	0.00074
Pleioneaceae	2823145	F	2451	18	2469	0.00015
Zooshikellaceae	2898533	F	2196	69	2265	0.00014
Endozoicomonadaceae	2066474	F	1959	65	2024	0.00012
Saccharospirillaceae	255527	F	984	21	1005	0.00006
Hahellaceae	224379	F	711	37	748	0.00004
Alcanivoracaceae	224372	F	643	535	1178	0.00007
Balneatrichaceae	2301193	F	141	6	147	0.00001
Litorivicinaceae	449732	F	67	1	68	0.00000
Oleiphilaceae	191033	F	55	2	57	0.00000
Pasteurellaceae	712	F	25866	2875	28741	0.00173
Lysobacteraceae	32033	F	14224	2428	16652	0.00100
Rhodanobacteraceae	1775411	F	5397	143	5540	0.00033
Marinicellaceae	3120710	F	171	0	171	0.00001
Coxiellaceae	118968	F	13126	12	13138	0.00079
Legionellaceae	444	F	5702	154	5856	0.00035
Piscirickettsiaceae	135616	F	8722	245	8967	0.00054
Francisellaceae	34064	F	6249	65	6314	0.00038
Thiotrichaceae	135617	F	874	5	879	0.00005
Fastidiosibacteraceae	2056687	F	55	0	55	0.00000
Cellvibrionaceae	1706371	F	6039	109	6148	0.00037
Microbulbiferaceae	1706373	F	3015	39	3054	0.00018
Porticoccaceae	1706374	F	1124	20	1144	0.00007
Halieaceae	1706372	F	947	27	974	0.00006
Spongiibacteraceae	1706375	F	485	22	507	0.00003
Orbaceae	1240483	F	9597	1816	11413	0.00069
Aeromonadaceae	84642	F	7484	1709	9193	0.00055
Succinivibrionaceae	83763	F	1636	6	1642	0.00010
Chromatiaceae	1046	F	2826	425	3251	0.00020
Ectothiorhodospiraceae	72276	F	1907	18	1925	0.00012
Sedimenticolaceae	3067276	F	1167	15	1182	0.00007
Halothiobacillaceae	255526	F	262	6	268	0.00002
Granulosicoccaceae	449719	F	252	1	253	0.00002
Wenzhouxiangellaceae	1676141	F	113	0	113	0.00001
Thioalkalibacteraceae	2035710	F	88	2	90	0.00001
Methylococcaceae	403	F	6532	108	6640	0.00040
Methylothermaceae	1486721	F	61	0	61	0.00000
Candidatus Pseudothioglobaceae	3399801	F	1605	793	2398	0.00014
Celerinatantimonadaceae	412032	F	358	425	783	0.00005
Kangiellaceae	1920240	F	1798	62	1860	0.00011
Ignatzschineriaceae	3018589	F	947	57	1004	0.00006
Cardiobacteriaceae	868	F	588	63	651	0.00004
Acidiferrobacteraceae	1692041	F	307	1	308	0.00002
Nevskiaceae	568386	F	205	28	233	0.00001
Algiphilaceae	1266054	F	76	240	316	0.00002
Salinisphaeraceae	742031	F	220	1	221	0.00001
Woeseiaceae	1738654	F	161	0	161	0.00001
Candidatus Johnevansiaceae	3399796	F	153	6	159	0.00001
Thiohalobacteraceae	3085110	F	106	1	107	0.00001
Immundisolibacteraceae	1934946	F	83	16	99	0.00001
Candidatus Comchoanobacteraceae	2975285	F	63	0	63	0.00000
Candidatus Poriferihabitaceae	3033994	F	41	0	41	0.00000
Candidatus Rariloculaceae	2978122	F	39	0	39	0.00000
Thiohalomonadaceae	3084969	F	31	26	57	0.00000
Steroidobacteraceae	2689614	F	20	5	25	0.00000
Candidatus Foliamicaceae	3023562	F	11	0	11	0.00000
Burkholderiaceae	119060	F	46491	39061	85552	0.00514
Comamonadaceae	80864	F	10547	2658	13205	0.00079
Oxalobacteraceae	75682	F	10189	520	10709	0.00064
Alcaligenaceae	506	F	9704	2555	12259	0.00074
Sphaerotilaceae	2975441	F	1844	171	2015	0.00012
Sutterellaceae	995019	F	784	606	1390	0.00008
Neisseriaceae	481	F	8840	567	9407	0.00057
Chitinibacteraceae	2897177	F	2411	178	2589	0.00016
Chromobacteriaceae	1499392	F	1956	80	2036	0.00012
Aquaspirillaceae	2897176	F	286	19	305	0.00002
Methylophilaceae	32011	F	3527	38	3565	0.00021
Nitrosomonadaceae	206379	F	1273	84	1357	0.00008
Sterolibacteriaceae	2008793	F	541	47	588	0.00004
Sulfuricellaceae	2772226	F	498	26	524	0.00003
Gallionellaceae	90627	F	424	7	431	0.00003
Thiobacillaceae	2008790	F	232	57	289	0.00002
Usitatibacteraceae	2803844	F	37	3432	3469	0.00021
Casimicrobiaceae	2705999	F	110	743	853	0.00005
Zoogloeaceae	2008794	F	981	236	1217	0.00007
Azonexaceae	2008795	F	842	111	953	0.00006
Rhodocyclaceae	75787	F	627	74	701	0.00004
Fluviibacteraceae	2808923	F	122	21	143	0.00001
Ferrovaceae	1442156	F	51	0	51	0.00000
Acidithiobacillaceae	225058	F	1573	172	1745	0.00010
Mariprofundaceae	580372	F	234	1	235	0.00001
Magnetococcaceae	1191479	F	150	0	150	0.00001
Hydrogenophilaceae	206349	F	38	1	39	0.00000
Flavobacteriaceae	49546	F	140521	5609	146130	0.00879
Weeksellaceae	2762318	F	23103	3883	26986	0.00162
Blattabacteriaceae	39782	F	3578	1913	5491	0.00033
Crocinitomicaceae	1853230	F	494	13	507	0.00003
Owenweeksiaceae	3024551	F	311	16	327	0.00002
Sanyastnellaceae	3228945	F	155	0	155	0.00001
Parvicellaceae	2975259	F	119	3	122	0.00001
Ichthyobacteriaceae	1755828	F	110	0	110	0.00001
Sphingobacteriaceae	84566	F	36190	2812	39002	0.00235
Aurantibacillaceae	3088888	F	34	0	34	0.00000
Hymenobacteraceae	1853232	F	5027	18	5045	0.00030
Flammeovirgaceae	200667	F	4099	61	4160	0.00025
Spirosomataceae	2896860	F	3069	22	3091	0.00019
Cyclobacteriaceae	563798	F	2745	142	2887	0.00017
Roseivirgaceae	2762306	F	2661	44	2705	0.00016
Bernardetiaceae	1937968	F	2559	18	2577	0.00015
Cytophagaceae	89373	F	1749	9	1758	0.00011
Leadbetterellaceae	3141702	F	1602	24	1626	0.00010
Marivirgaceae	2762301	F	1487	98	1585	0.00010
Reichenbachiellaceae	2762302	F	915	9	924	0.00006
Fulvivirgaceae	2762286	F	866	10	876	0.00005
Amoebophilaceae	1501348	F	516	148	664	0.00004
Flectobacillaceae	3141701	F	453	9	462	0.00003
Persicobacteraceae	1853234	F	368	3	371	0.00002
Catalimonadaceae	1522127	F	281	1	282	0.00002
Rhodocytophagaceae	3078917	F	257	0	257	0.00002
Mangrovivirgaceae	2858885	F	97	0	97	0.00001
Prevotellaceae	171552	F	5878	745	6623	0.00040
Bacteroidaceae	815	F	5699	1312	7011	0.00042
Tannerellaceae	2005525	F	2015	902	2917	0.00018
Dysgonomonadaceae	2005520	F	1375	132	1507	0.00009
Rikenellaceae	171550	F	889	106	995	0.00006
Porphyromonadaceae	171551	F	465	27	492	0.00003
Odoribacteraceae	1853231	F	386	98	484	0.00003
Barnesiellaceae	2005519	F	303	152	455	0.00003
Muribaculaceae	2005473	F	206	186	392	0.00002
Salinivirgaceae	1970190	F	110	0	110	0.00001
Tenuifilaceae	2760872	F	73	0	73	0.00000
Paludibacteraceae	2005523	F	72	0	72	0.00000
Marinifilaceae	1573805	F	2362	17	2379	0.00014
Prolixibacteraceae	1471398	F	2173	11	2184	0.00013
Marinilabiliaceae	558415	F	304	15	319	0.00002
Chitinophagaceae	563835	F	9384	92	9476	0.00057
Saprospiraceae	89374	F	635	3	638	0.00004
Haliscomenobacteraceae	1937961	F	491	2	493	0.00003
Lewinellaceae	1937960	F	443	79	522	0.00003
Chlorobiaceae	191412	F	1476	2	1478	0.00009
Chloroherpetonaceae	2968741	F	111	0	111	0.00001
Ignavibacteriaceae	795749	F	830	2	832	0.00005
Melioribacteraceae	1334117	F	114	0	114	0.00001
Balneolaceae	1813606	F	162	1	163	0.00001
Cyclonatronaceae	3024158	F	48	3	51	0.00000
Rhodothermaceae	563843	F	122	0	122	0.00001
Salinibacteraceae	1853225	F	43	0	43	0.00000
Rubricoccaceae	1853227	F	19	0	19	0.00000
Fidelibacteraceae	3377527	F	411	1	412	0.00002
Gemmatimonadaceae	219687	F	216	0	216	0.00001
Candidatus Palauibacteraceae	3056649	F	73	0	73	0.00000
Gaopeijiaceae	3381668	F	42	0	42	0.00000
Fibrobacteraceae	204431	F	109	4	113	0.00001
Candidatus Cloacimonadaceae	3039865	F	61	0	61	0.00000
Arcobacteraceae	2808963	F	23459	836	24295	0.00146
Campylobacteraceae	72294	F	10542	712	11254	0.00068
Helicobacteraceae	72293	F	7086	166	7252	0.00044
Sulfurovaceae	2771472	F	4440	254	4694	0.00028
Sulfurimonadaceae	2771471	F	3209	52	3261	0.00020
Sulfurospirillaceae	2932623	F	2756	42	2798	0.00017
Hydrogenimonadaceae	292630	F	444	18	462	0.00003
Nautiliaceae	224467	F	1818	36	1854	0.00011
Nitratiruptoraceae	2795691	F	486	30	516	0.00003
Hippeaceae	3048035	F	103	0	103	0.00001
Pirellulaceae	2691357	F	3174	12	3186	0.00019
Lacipirellulaceae	2691359	F	702	0	702	0.00004
Thermoguttaceae	2691358	F	13	0	13	0.00000
Planctomycetaceae	126	F	3094	62	3156	0.00019
Isosphaeraceae	1763524	F	786	0	786	0.00005
