name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Chlorogloeopsidaceae	1892261	F	582	0	582	0.00002
Nodulariaceae	3079761	F	479	17	496	0.00001
Tolypothrichaceae	119859	F	291	0	291	0.00001
Calotrichaceae	2661849	F	269	2	271	0.00001
Rivulariaceae	1185	F	103	0	103	0.00000
Scytonemataceae	1182	F	36	0	36	0.00000
Geminocystaceae	2815910	F	9574	103	9677	0.00029
Aphanothecaceae	1890450	F	7653	117	7770	0.00023
Halothecacae	3079756	F	798	9	807	0.00002
Microcystaceae	1890449	F	323	2	325	0.00001
Chroococcaceae	1890464	F	68	1	69	0.00000
Microcoleaceae	1892252	F	5777	20	5797	0.00017
Oscillatoriaceae	1892254	F	3023	32	3055	0.00009
Sirenicapillariaceae	2934961	F	269	0	269	0.00001
Prochlorococcaceae	2881426	F	15825	45	15870	0.00047
Synechococcaceae	1890426	F	5237	9	5246	0.00016
Merismopediaceae	1890428	F	119	17	136	0.00000
Chroococcidiopsidaceae	1890528	F	3416	69	3485	0.00010
Pleurocapsaceae	1890500	F	1168	19	1187	0.00004
Dermocarpellaceae	1890498	F	180	1	181	0.00001
Thalassoporaceae	3079743	F	559	2	561	0.00002
Pseudanabaenaceae	1890436	F	494	3	497	0.00001
Gomontiellaceae	1892255	F	964	12	976	0.00003
Chamaesiphonaceae	1890431	F	16	0	16	0.00000
Oculatellaceae	2303507	F	831	18	849	0.00003
Leptolyngbyaceae	1890438	F	537	60	597	0.00002
Trichocoleusaceae	2303527	F	22	0	22	0.00000
Thermosynechococcaceae	2881378	F	109	0	109	0.00000
Acaryochloridaceae	1890429	F	103	0	103	0.00000
Gloeobacteraceae	1890422	F	65	0	65	0.00000
Desertifilaceae	1969992	F	54	0	54	0.00000
Coleofasciculaceae	1892251	F	47	0	47	0.00000
Cymatolegaceae	3079746	F	17	0	17	0.00000
Nodosilineaceae	3039986	F	12	0	12	0.00000
Gloeomargaritaceae	1955043	F	10	0	10	0.00000
Anaerolineaceae	292628	F	134	0	134	0.00000
Dehalococcoidaceae	1202464	F	125	0	125	0.00000
Candidatus Promineifilaceae	3085097	F	65	0	65	0.00000
Chloroflexaceae	1106	F	24	0	24	0.00000
Roseiflexaceae	1508635	F	16	0	16	0.00000
Candidatus Chloroheliaceae	3139177	F	19	0	19	0.00000
Phototrophicaceae	2922432	F	40	0	40	0.00000
Ktedonosporobacteraceae	2692416	F	14	0	14	0.00000
Caldilineaceae	475964	F	13	0	13	0.00000
Fimbriimonadaceae	1663426	F	26	0	26	0.00000
Capsulimonadaceae	2494208	F	24	0	24	0.00000
Chthonomonadaceae	1077264	F	10	0	10	0.00000
Vulcanimicrobiaceae	2829291	F	33	0	33	0.00000
Morganellaceae	1903414	F	833473	21863	855336	0.02529
Erwiniaceae	1903409	F	176414	12149	188563	0.00558
Enterobacteriaceae	543	F	118304	114921	233225	0.00690
Yersiniaceae	1903411	F	29708	4900	34608	0.00102
Pectobacteriaceae	1903410	F	10300	341	10641	0.00031
Hafniaceae	1903412	F	1661	239	1900	0.00006
Bruguierivoracaceae	2812006	F	804	14	818	0.00002
Budviciaceae	1903416	F	348	9	357	0.00001
Gallaecimonadaceae	3120698	F	66	1	67	0.00000
Moraxellaceae	468	F	191538	112916	304454	0.00900
Pseudoalteromonadaceae	267888	F	29169	5363	34532	0.00102
Colwelliaceae	267889	F	24588	2685	27273	0.00081
Shewanellaceae	267890	F	13396	989	14385	0.00043
Alteromonadaceae	72275	F	10900	678	11578	0.00034
Psychromonadaceae	267894	F	7475	274	7749	0.00023
Moritellaceae	267891	F	426	73	499	0.00001
Idiomarinaceae	267893	F	380	329	709	0.00002
Ferrimonadaceae	267892	F	75	5	80	0.00000
Vibrionaceae	641	F	66380	3276	69656	0.00206
Pasteurellaceae	712	F	45522	1880	47402	0.00140
Pseudomonadaceae	135621	F	33960	3470	37430	0.00111
Candidatus Njordibacteraceae	3457296	F	4111	83	4194	0.00012
Marinobacteraceae	2887365	F	1375	41	1416	0.00004
Pseudohongiellaceae	3085095	F	10	0	10	0.00000
Coxiellaceae	118968	F	32558	58	32616	0.00096
Legionellaceae	444	F	6414	65	6479	0.00019
Oceanospirillaceae	135620	F	16255	603	16858	0.00050
Halomonadaceae	28256	F	7500	1088	8588	0.00025
Pleioneaceae	2823145	F	6871	11	6882	0.00020
Zooshikellaceae	2898533	F	3789	2939	6728	0.00020
Endozoicomonadaceae	2066474	F	628	3	631	0.00002
Oleiphilaceae	191033	F	171	3	174	0.00001
Saccharospirillaceae	255527	F	141	1	142	0.00000
Alcanivoracaceae	224372	F	132	5	137	0.00000
Hahellaceae	224379	F	114	1	115	0.00000
Balneatrichaceae	2301193	F	21	0	21	0.00000
Litorivicinaceae	449732	F	10	0	10	0.00000
Orbaceae	1240483	F	23885	4657	28542	0.00084
Piscirickettsiaceae	135616	F	11627	64	11691	0.00035
Francisellaceae	34064	F	10486	46	10532	0.00031
Thiotrichaceae	135617	F	1612	5	1617	0.00005
Fastidiosibacteraceae	2056687	F	78	0	78	0.00000
Aeromonadaceae	84642	F	12958	2171	15129	0.00045
Succinivibrionaceae	83763	F	1201	1	1202	0.00004
Cellvibrionaceae	1706371	F	4880	47	4927	0.00015
Porticoccaceae	1706374	F	3967	44	4011	0.00012
Microbulbiferaceae	1706373	F	1532	10	1542	0.00005
Spongiibacteraceae	1706375	F	698	8	706	0.00002
Halieaceae	1706372	F	114	1	115	0.00000
Lysobacteraceae	32033	F	8619	1850	10469	0.00031
Rhodanobacteraceae	1775411	F	904	13	917	0.00003
Marinicellaceae	3120710	F	27	0	27	0.00000
Chromatiaceae	1046	F	4827	1276	6103	0.00018
Sedimenticolaceae	3067276	F	1766	16	1782	0.00005
Ectothiorhodospiraceae	72276	F	219	1	220	0.00001
Granulosicoccaceae	449719	F	36	0	36	0.00000
Thioalkalibacteraceae	2035710	F	35	0	35	0.00000
Halothiobacillaceae	255526	F	25	0	25	0.00000
Wenzhouxiangellaceae	1676141	F	21	0	21	0.00000
Methylococcaceae	403	F	4499	25	4524	0.00013
Methylothermaceae	1486721	F	30	0	30	0.00000
Ignatzschineriaceae	3018589	F	3437	108	3545	0.00010
Cardiobacteriaceae	868	F	104	3	107	0.00000
Candidatus Pseudothioglobaceae	3399801	F	1872	653	2525	0.00007
Celerinatantimonadaceae	412032	F	22	27	49	0.00000
Kangiellaceae	1920240	F	1094	12	1106	0.00003
Nevskiaceae	568386	F	156	1	157	0.00000
Algiphilaceae	1266054	F	13	0	13	0.00000
Candidatus Comchoanobacteraceae	2975285	F	95	0	95	0.00000
Thiohalomonadaceae	3084969	F	58	63	121	0.00000
Acidiferrobacteraceae	1692041	F	34	0	34	0.00000
Salinisphaeraceae	742031	F	22	0	22	0.00000
Candidatus Poriferihabitaceae	3033994	F	20	0	20	0.00000
Thiohalobacteraceae	3085110	F	19	0	19	0.00000
Candidatus Johnevansiaceae	3399796	F	19	0	19	0.00000
Steroidobacteraceae	2689614	F	12	1	13	0.00000
Acetobacteraceae	433	F	130080	6127	136207	0.00403
Roseomonadaceae	3385906	F	1914	132	2046	0.00006
Acidocellaceae	3385905	F	510	18	528	0.00002
Elioraeaceae	2690195	F	48	0	48	0.00000
Rhizobiaceae	82115	F	14535	1556	16091	0.00048
Bartonellaceae	772	F	12867	479	13346	0.00039
Nitrobacteraceae	41294	F	6231	134	6365	0.00019
Phyllobacteriaceae	69277	F	5659	382	6041	0.00018
Stappiaceae	2821832	F	2911	378	3289	0.00010
Brucellaceae	118882	F	2008	284	2292	0.00007
Devosiaceae	2831106	F	1701	26	1727	0.00005
Methylobacteriaceae	119045	F	1541	90	1631	0.00005
Aurantimonadaceae	255475	F	886	185	1071	0.00003
Xanthobacteraceae	335928	F	779	57	836	0.00002
Methylocystaceae	31993	F	447	399	846	0.00003
Boseaceae	2831100	F	331	17	348	0.00001
Salinarimonadaceae	2137278	F	293	15	308	0.00001
Parvibaculaceae	2813035	F	283	31	314	0.00001
Hyphomicrobiaceae	45401	F	207	2	209	0.00001
Beijerinckiaceae	45404	F	178	3	181	0.00001
Ahrensiaceae	2829814	F	164	42	206	0.00001
Cohaesibacteraceae	655351	F	108	2	110	0.00000
Reyranellaceae	2844375	F	78	1	79	0.00000
Pleomorphomonadaceae	2843308	F	76	6	82	0.00000
Kaistiaceae	2831111	F	71	3	74	0.00000
Phreatobacteraceae	2843305	F	70	2	72	0.00000
Methylopilaceae	3149309	F	49	1	50	0.00000
Rhodoligotrophaceae	3149308	F	44	0	44	0.00000
Coralliovaceae	3228937	F	44	0	44	0.00000
Amorphaceae	2685818	F	43	1	44	0.00000
Lichenihabitantaceae	2723775	F	37	0	37	0.00000
Blastochloridaceae	2831090	F	36	1	37	0.00000
Salaquimonadaceae	3149307	F	34	0	34	0.00000
Alsobacteraceae	2792775	F	29	1	30	0.00000
Aestuariivirgaceae	2650922	F	24	0	24	0.00000
Chelatococcaceae	2036754	F	24	1	25	0.00000
Terrirubraceae	3142785	F	22	0	22	0.00000
Afifellaceae	2829802	F	17	2	19	0.00000
Rickettsiaceae	775	F	20445	28	20473	0.00061
Anaplasmataceae	942	F	14007	418	14425	0.00043
Candidatus Midichloriaceae	1328881	F	127	0	127	0.00000
Candidatus Deianiraeaceae	2603433	F	32	0	32	0.00000
Sphingomonadaceae	41297	F	7586	1323	8909	0.00026
Sphingobiaceae	3423717	F	5143	1941	7084	0.00021
Sphingorhabdaceae	3423719	F	2086	64	2150	0.00006
Erythrobacteraceae	335929	F	1952	70	2022	0.00006
Rhizorhabdaceae	3423714	F	807	379	1186	0.00004
Sphingopyxidaceae	3423718	F	481	42	523	0.00002
Sphingosinicellaceae	2820280	F	147	8	155	0.00000
Zymomonadaceae	2844881	F	119	32	151	0.00000
Sphingomicrobiaceae	3423713	F	83	5	88	0.00000
Blastomonadaceae	3423720	F	56	1	57	0.00000
Parasphingopyxidaceae	3423716	F	54	1	55	0.00000
Aquisediminimonadaceae	3423715	F	22	0	22	0.00000
Candidatus Pelagibacteraceae	1655514	F	13829	162	13991	0.00041
Paracoccaceae	31989	F	4127	533	4660	0.00014
Roseobacteraceae	2854170	F	3262	450	3712	0.00011
Candidatus Nucleicultricaceae	3399800	F	4783	37	4820	0.00014
Holosporaceae	44746	F	682	3	685	0.00002
Candidatus Paracaedibacteraceae	1777752	F	42	0	42	0.00000
Rhodospirillaceae	41295	F	1392	69	1461	0.00004
Azospirillaceae	2829815	F	1050	78	1128	0.00003
Terasakiellaceae	2813951	F	729	0	729	0.00002
Thalassospiraceae	2844866	F	574	16	590	0.00002
Thalassobaculaceae	2844864	F	154	14	168	0.00000
Novispirillaceae	3031145	F	107	4	111	0.00000
Rhodovibrionaceae	2844403	F	86	1	87	0.00000
Zavarziniaceae	2844877	F	67	1	68	0.00000
Aestuariispiraceae	3466454	F	66	0	66	0.00000
Dongiaceae	3031144	F	63	2	65	0.00000
Allostellaceae	2844601	F	54	1	55	0.00000
Magnetospirillaceae	3036766	F	26	30	56	0.00000
Magnetovibrionaceae	3031143	F	11	0	11	0.00000
Caulobacteraceae	76892	F	1545	105	1650	0.00005
Candidatus Levibacteraceae	3457285	F	936	8	944	0.00003
Candidatus Puniceispirillaceae	3119833	F	74	0	74	0.00000
Emcibacteraceae	2066491	F	538	9	547	0.00002
Maricaulaceae	2800061	F	430	52	482	0.00001
Robiginitomaculaceae	2800062	F	87	1	88	0.00000
Geminicoccaceae	2066434	F	309	82	391	0.00001
Parvularculaceae	255474	F	270	22	292	0.00001
Hyphomonadaceae	69657	F	210	11	221	0.00001
Kordiimonadaceae	1331809	F	130	2	132	0.00000
Temperatibacteraceae	1549128	F	40	0	40	0.00000
Radicibacteraceae	3462473	F	69	2	71	0.00000
Sneathiellaceae	510685	F	51	0	51	0.00000
Minwuiaceae	2493628	F	40	14	54	0.00000
Burkholderiaceae	119060	F	19756	869	20625	0.00061
Oxalobacteraceae	75682	F	8482	339	8821	0.00026
Comamonadaceae	80864	F	5495	679	6174	0.00018
Alcaligenaceae	506	F	4029	1853	5882	0.00017
Sphaerotilaceae	2975441	F	899	79	978	0.00003
Sutterellaceae	995019	F	138	8	146	0.00000
Neisseriaceae	481	F	10844	505	11349	0.00034
Chitinibacteraceae	2897177	F	582	22	604	0.00002
Chromobacteriaceae	1499392	F	339	6	345	0.00001
Aquaspirillaceae	2897176	F	66	12589	12655	0.00037
Casimicrobiaceae	2705999	F	15	214	229	0.00001
Methylophilaceae	32011	F	7558	35	7593	0.00022
Nitrosomonadaceae	206379	F	757	18	775	0.00002
Usitatibacteraceae	2803844	F	374	2	376	0.00001
Sterolibacteriaceae	2008793	F	114	11	125	0.00000
Sulfuricellaceae	2772226	F	91	3	94	0.00000
Gallionellaceae	90627	F	84	1	85	0.00000
Thiobacillaceae	2008790	F	37	6	43	0.00000
Fluviibacteraceae	2808923	F	361	44	405	0.00001
Zoogloeaceae	2008794	F	283	32	315	0.00001
Rhodocyclaceae	75787	F	194	11	205	0.00001
Azonexaceae	2008795	F	85	6	91	0.00000
Ferrovaceae	1442156	F	19	0	19	0.00000
Acidithiobacillaceae	225058	F	422	4	426	0.00001
Mariprofundaceae	580372	F	38	0	38	0.00000
Magnetococcaceae	1191479	F	26	0	26	0.00000
Hydrogenophilaceae	206349	F	21	0	21	0.00000
Flavobacteriaceae	49546	F	435416	14483	449899	0.01330
Weeksellaceae	2762318	F	63820	13088	76908	0.00227
Blattabacteriaceae	39782	F	14925	7006	21931	0.00065
Crocinitomicaceae	1853230	F	61	0	61	0.00000
Owenweeksiaceae	3024551	F	58	2	60	0.00000
Parvicellaceae	2975259	F	28	0	28	0.00000
Sanyastnellaceae	3228945	F	21	0	21	0.00000
Ichthyobacteriaceae	1755828	F	10	0	10	0.00000
Sphingobacteriaceae	84566	F	80872	7387	88259	0.00261
Aurantibacillaceae	3088888	F	50	0	50	0.00000
Flammeovirgaceae	200667	F	17825	245	18070	0.00053
Marivirgaceae	2762301	F	8480	352	8832	0.00026
Roseivirgaceae	2762306	F	7366	102	7468	0.00022
Hymenobacteraceae	1853232	F	5627	22	5649	0.00017
Bernardetiaceae	1937968	F	5477	44	5521	0.00016
Spirosomataceae	2896860	F	4714	29	4743	0.00014
Cyclobacteriaceae	563798	F	4493	161	4654	0.00014
Leadbetterellaceae	3141702	F	4163	23	4186	0.00012
Fulvivirgaceae	2762286	F	3515	39	3554	0.00011
Cytophagaceae	89373	F	2094	9	2103	0.00006
Flectobacillaceae	3141701	F	713	16	729	0.00002
Reichenbachiellaceae	2762302	F	677	7	684	0.00002
Persicobacteraceae	1853234	F	554	6	560	0.00002
Amoebophilaceae	1501348	F	172	0	172	0.00001
Catalimonadaceae	1522127	F	111	0	111	0.00000
Rhodocytophagaceae	3078917	F	25	0	25	0.00000
Mangrovivirgaceae	2858885	F	13	0	13	0.00000
Bacteroidaceae	815	F	14984	3016	18000	0.00053
Prevotellaceae	171552	F	6524	1822	8346	0.00025
Tannerellaceae	2005525	F	3337	560	3897	0.00012
Dysgonomonadaceae	2005520	F	2975	243	3218	0.00010
Tenuifilaceae	2760872	F	745	0	745	0.00002
Odoribacteraceae	1853231	F	459	146	605	0.00002
Paludibacteraceae	2005523	F	303	0	303	0.00001
Rikenellaceae	171550	F	154	16	170	0.00001
Porphyromonadaceae	171551	F	67	2	69	0.00000
Muribaculaceae	2005473	F	40	1	41	0.00000
Barnesiellaceae	2005519	F	27	31	58	0.00000
Prolixibacteraceae	1471398	F	12420	28	12448	0.00037
Marinifilaceae	1573805	F	10851	29	10880	0.00032
Marinilabiliaceae	558415	F	469	4	473	0.00001
Chitinophagaceae	563835	F	17939	47	17986	0.00053
Saprospiraceae	89374	F	3096	15	3111	0.00009
Haliscomenobacteraceae	1937961	F	2006	9	2015	0.00006
Lewinellaceae	1937960	F	116	2	118	0.00000
Ignavibacteriaceae	795749	F	2506	10	2516	0.00007
Melioribacteraceae	1334117	F	404	0	404	0.00001
Chlorobiaceae	191412	F	698	1	699	0.00002
Chloroherpetonaceae	2968741	F	98	0	98	0.00000
Rhodothermaceae	563843	F	32	0	32	0.00000
Rubricoccaceae	1853227	F	17	0	17	0.00000
Salinibacteraceae	1853225	F	11	0	11	0.00000
Balneolaceae	1813606	F	16	0	16	0.00000
Fidelibacteraceae	3377527	F	1355	3	1358	0.00004
Candidatus Cloacimonadaceae	3039865	F	986	0	986	0.00003
Gemmatimonadaceae	219687	F	116	0	116	0.00000
Candidatus Palauibacteraceae	3056649	F	25	0	25	0.00000
Fibrobacteraceae	204431	F	17	0	17	0.00000
Arcobacteraceae	2808963	F	82702	2437	85139	0.00252
Campylobacteraceae	72294	F	24234	1600	25834	0.00076
Helicobacteraceae	72293	F	16289	243	16532	0.00049
Sulfurimonadaceae	2771471	F	9763	135	9898	0.00029
Sulfurovaceae	2771472	F	7880	283	8163	0.00024
Sulfurospirillaceae	2932623	F	6144	62	6206	0.00018
Hydrogenimonadaceae	292630	F	1424	36	1460	0.00004
Nautiliaceae	224467	F	4507	139	4646	0.00014
Nitratiruptoraceae	2795691	F	437	27	464	0.00001
Hippeaceae	3048035	F	35	0	35	0.00000
Treponemataceae	2845253	F	14896	116	15012	0.00044
Borreliaceae	1643685	F	7331	70	7401	0.00022
Spirochaetaceae	137	F	3296	2	3298	0.00010
Sphaerochaetaceae	2791015	F	39	0	39	0.00000
Breznakiellaceae	2951104	F	19	0	19	0.00000
Brachyspiraceae	143786	F	16569	552	17121	0.00051
Leptospiraceae	170	F	12819	18	12837	0.00038
Candidatus Rhabdochlamydiaceae	689704	F	4095	7	4102	0.00012
Parachlamydiaceae	92713	F	2060	4	2064	0.00006
Simkaniaceae	92712	F	140	0	140	0.00000
Waddliaceae	92714	F	43	0	43	0.00000
Chlamydiaceae	809	F	4840	405	5245	0.00016
Candidatus Uabimicrobiaceae	2897348	F	5325	1	5326	0.00016
Pirellulaceae	2691357	F	1966	2	1968	0.00006
Lacipirellulaceae	2691359	F	111	0	111	0.00000
Thermoguttaceae	2691358	F	10	0	10	0.00000
Planctomycetaceae	126	F	1248	1	1249	0.00004
Isosphaeraceae	1763524	F	304	0	304	0.00001
Gemmataceae	1914233	F	100	32	132	0.00000
Kolteriaceae	3444226	F	16	0	16	0.00000
Sedimentisphaeraceae	2483367	F	603	0	603	0.00002
Phycisphaeraceae	666507	F	30	0	30	0.00000
Tepidisphaeraceae	1771355	F	11	2	13	0.00000
Candidatus Brocadiaceae	1127830	F	50	0	50	0.00000
Coraliomargaritaceae	3056371	F	204	0	204	0.00001
Cerasicoccaceae	3056374	F	116	5	121	0.00000
Opitutaceae	134623	F	69	0	69	0.00000
Verrucomicrobiaceae	203557	F	120	0	120	0.00000
Akkermansiaceae	1647988	F	75	4	79	0.00000
Fontisphaeraceae	3050006	F	14	0	14	0.00000
Methylacidiphilaceae	717964	F	168	52	220	0.00001
Lentisphaeraceae	566277	F	19	0	19	0.00000
