name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Metabacillus	2675233	G	16833	3843	20676	0.00062
Amphibacillus	29331	G	15983	2265	18248	0.00055
Pontibacillus	289201	G	14041	695	14736	0.00044
Alkalihalobacillus	2675234	G	11023	1392	12415	0.00037
Gracilibacillus	74385	G	10339	871	11210	0.00034
Radiobacillus	2785518	G	8176	1110	9286	0.00028
Sutcliffiella	2837511	G	7685	1147	8832	0.00027
Paraliobacillus	200903	G	7328	589	7917	0.00024
Salipaludibacillus	1884449	G	7262	441	7703	0.00023
Lentibacillus	175304	G	5969	364	6333	0.00019
Gottfriedia	2837503	G	5815	638	6453	0.00019
Halalkalibacter	2893056	G	5705	1840	7545	0.00023
Mesobacillus	2675231	G	5523	1115	6638	0.00020
Fervidibacillus	3033930	G	5324	941	6265	0.00019
Evansella	2837485	G	5290	491	5781	0.00017
Rossellomorea	2837508	G	5077	581	5658	0.00017
Ectobacillus	2837502	G	5005	682	5687	0.00017
Ornithinibacillus	484508	G	4742	1514	6256	0.00019
Pradoshia	2651279	G	4735	627	5362	0.00016
Anaerobacillus	704093	G	4732	692	5424	0.00016
Alkalibacillus	331654	G	4512	108	4620	0.00014
Shouchella	2893057	G	4497	452	4949	0.00015
Halalkalibacterium (ex Joshi et al. 2022)	2893055	G	4458	810	5268	0.00016
Lederbergia	2804231	G	3766	270	4036	0.00012
Aciduricibacillus	3158337	G	3740	494	4234	0.00013
Robertmurraya	2837507	G	3697	344	4041	0.00012
Salisediminibacterium	1434042	G	3342	249	3591	0.00011
Caldifermentibacillus	3034001	G	3334	36836	40170	0.00121
Salicibibacter	2685905	G	3085	29	3114	0.00009
Alkalihalophilus	2893060	G	2833	482	3315	0.00010
Schinkia	2837509	G	2483	385	2868	0.00009
Caldalkalibacillus	379065	G	2033	1078	3111	0.00009
Tepidibacillus	1494427	G	1842	199	2041	0.00006
Siminovitchia	2837510	G	1623	135	1758	0.00005
Alkalicoccus	2005375	G	1577	86	1663	0.00005
Paraperibacillus	3450404	G	1564	240	1804	0.00005
Mangrovibacillus	2920444	G	1419	303	1722	0.00005
Aeribacillus	1055323	G	1386	721	2107	0.00006
Terribacillus	459532	G	1242	95	1337	0.00004
Cerasibacillus	227864	G	852	162	1014	0.00003
Paenalkalicoccus	2944627	G	791	654	1445	0.00004
Salimicrobium	351195	G	695	14	709	0.00002
Domibacillus	1433999	G	535	106	641	0.00002
Allobacillus	1400133	G	395	32	427	0.00001
Sediminibacillus	482460	G	393	41	434	0.00001
Pseudobacillus	108525	G	380	189	569	0.00002
Falsibacillus	1270155	G	130	18	148	0.00000
Caldibacillus	1276290	G	15	837	852	0.00003
Staphylococcus	1279	G	416050	154041	570091	0.01712
Mammaliicoccus	2803850	G	29654	6601	36255	0.00109
Macrococcus	69965	G	24937	6520	31457	0.00094
Macrococcoides	3076173	G	11508	6993	18501	0.00056
Nosocomiicoccus	489909	G	7699	929	8628	0.00026
Jeotgalicoccus	227979	G	3745	284	4029	0.00012
Salinicoccus	45669	G	1454	100	1554	0.00005
Paenibacillus	44249	G	121627	4237	125864	0.00378
Brevibacillus	55080	G	12180	643	12823	0.00039
Aneurinibacillus	55079	G	5336	296	5632	0.00017
Cohnella	329857	G	4086	90	4176	0.00013
Pristimantibacillus (SeqCode)	2994560	G	979	75	1054	0.00003
Saccharibacillus	456492	G	384	13	397	0.00001
Thermobacillus	76632	G	44	1	45	0.00000
Sporosarcina	1569	G	25504	3057	28561	0.00086
Planococcus	1372	G	24763	3132	27895	0.00084
Paenisporosarcina	651660	G	18030	2673	20703	0.00062
Rummeliibacillus	648802	G	11977	1595	13572	0.00041
Solibacillus	648800	G	11548	2238	13786	0.00041
Ureibacillus	160795	G	10933	10414	21347	0.00064
Kurthia	1649	G	10091	1266	11357	0.00034
Metasolibacillus	2703677	G	3292	65	3357	0.00010
Chryseomicrobium	889388	G	935	223	1158	0.00003
Jeotgalibacillus	157226	G	667	137	804	0.00002
Viridibacillus	496496	G	597	98	695	0.00002
Listeria	1637	G	58898	15688	74586	0.00224
Brochothrix	2755	G	7486	1262	8748	0.00026
Paenilisteria	3373705	G	2940	131	3071	0.00009
Gemella	1378	G	24619	4103	28722	0.00086
Anoxybacillus	150247	G	10124	1489	11613	0.00035
Geobacillus	129337	G	3146	2648	5794	0.00017
Parageobacillus	1906945	G	2177	2094	4271	0.00013
Thermaerobacillus	3390020	G	932	172	1104	0.00003
Anoxybacteroides	3389905	G	447	37	484	0.00001
Saccharococcus	29395	G	329	84	413	0.00001
Exiguobacterium	33986	G	13120	2022	15142	0.00045
Sporolactobacillus	2077	G	10682	348	11030	0.00033
Pullulanibacillus	475230	G	546	40	586	0.00002
Fictibacillus	1329200	G	7689	1691	9380	0.00028
Pseudalkalibacillus	2893058	G	1994	286	2280	0.00007
Alicyclobacillus	29330	G	3385	43	3428	0.00010
Effusibacillus	1502725	G	1835	39	1874	0.00006
Tumebacillus	432330	G	1135	61	1196	0.00004
Fodinisporobacter	3156481	G	727	17	744	0.00002
Kyrpidia	1129704	G	115	0	115	0.00000
Thermoactinomyces	2023	G	2218	128	2346	0.00007
Novibacillus	1677050	G	511	55	566	0.00002
Kroppenstedtia	1274351	G	318	5	323	0.00001
Laceyella	292635	G	106	5	111	0.00000
Staphylospora	2689589	G	63	2	65	0.00000
Polycladomyces	1348505	G	32	0	32	0.00000
Guptibacillus	3421338	G	2365	803	3168	0.00010
Abyssicoccus	1955413	G	2317	1474	3791	0.00011
Clostridium	1485	G	209248	20133	229381	0.00689
Caloramator	44258	G	5312	649	5961	0.00018
Crassaminicella	1848399	G	4775	127	4902	0.00015
Hathewaya	1769729	G	3853	233	4086	0.00012
Haloimpatiens	1755832	G	3142	266	3408	0.00010
Oceanirhabdus	1434026	G	2399	45	2444	0.00007
Sarcina	1266	G	2291	230	2521	0.00008
Candidatus Neoarthromitus	49082	G	1730	15	1745	0.00005
Wukongibacter	1884926	G	1211	16	1227	0.00004
Lactonifactor	420345	G	159	61	220	0.00001
Proteiniclasticum	1155385	G	15	1	16	0.00000
Ruminococcus	1263	G	3848	119	3967	0.00012
Thermoclostridium	2304691	G	1930	480	2410	0.00007
Faecalibacterium	216851	G	1838	817	2655	0.00008
Paludihabitans	2038676	G	1518	9	1527	0.00005
Caproicibacterium	2834348	G	1443	250	1693	0.00005
Fastidiosipila	236752	G	1229	1061	2290	0.00007
Acidaminobacterium	3570270	G	1071	4	1075	0.00003
Dysosmobacter	2591381	G	618	638	1256	0.00004
Ruminiclostridium	1508657	G	499	105	604	0.00002
Amygdalobacter	3079925	G	275	67	342	0.00001
Bengtsoniella	3389389	G	142	2	144	0.00000
Owariibacterium	3393728	G	131	100	231	0.00001
Petroclostridium	2304687	G	119	3	122	0.00000
Subdoligranulum	292632	G	79	17	96	0.00000
Mageeibacillus	1637257	G	63	19	82	0.00000
Thermocaproicibacter	3048127	G	54	22	76	0.00000
Hominenteromicrobium	3073575	G	49	61	110	0.00000
Vescimonas	2892396	G	44	51	95	0.00000
Pusillibacter	2892397	G	39	20	59	0.00000
Flavonifractor	946234	G	39	7	46	0.00000
Solibaculum	2842531	G	30	12	42	0.00000
Oscillibacter	459786	G	19	3	22	0.00000
Lawsonibacter	2172004	G	19	1	20	0.00000
Ethanoligenens	253238	G	17	1	18	0.00000
Anaerotruncus	244127	G	16	5	21	0.00000
Pseudoflavonifractor	1017280	G	13	2	15	0.00000
Eubacterium	1730	G	4996	3358	8354	0.00025
Acetobacterium	33951	G	3711	104	3815	0.00011
Anaerofustis	264995	G	3136	984	4120	0.00012
Alkalibacter	274470	G	254	2	256	0.00001
Pseudoramibacter	113286	G	44	1	45	0.00000
Desulfitobacterium	36853	G	4705	293	4998	0.00015
Desulfosporosinus	79206	G	3040	56	3096	0.00009
Dehalobacter	56112	G	2464	300	2764	0.00008
Syntrophobotulus	51196	G	171	1	172	0.00001
Desulforamulus	2916693	G	3043	134	3177	0.00010
Candidatus Formimonas	2840454	G	2423	23	2446	0.00007
Desulfofarcimen	2282742	G	1430	17	1447	0.00004
Thermanaerosceptrum	2651578	G	1034	45	1079	0.00003
Dehalobacterium	51514	G	164	32	196	0.00001
Phosphitispora	2903061	G	163	23	186	0.00001
Acididesulfobacillus	2924872	G	94	0	94	0.00000
Desulfofundulus	2282741	G	28	1	29	0.00000
Syntrophomonas	862	G	3200	157	3357	0.00010
Candidatus Syntrophocurvum	2293313	G	599	5	604	0.00002
Syntrophothermus	129001	G	71	1	72	0.00000
Sulfobacillus	28033	G	1837	4	1841	0.00006
Thermaerobacter	73918	G	102	0	102	0.00000
Fenollaria	1686313	G	1076	421	1497	0.00004
Carboxydocella	178898	G	212	3	215	0.00001
Proteiniborus	415014	G	189	24	213	0.00001
Intestinimonas	1392389	G	74	16	90	0.00000
Flintibacter	1918454	G	58	6	64	0.00000
Levyella	1715798	G	23	5	28	0.00000
Acutalibacter	1918385	G	2765	150	2915	0.00009
Caproiciproducens	1738645	G	369	133	502	0.00002
Caproicibacter	2576755	G	14	1	15	0.00000
Proteinivorax	1491776	G	901	4	905	0.00003
Alkalicella	2838170	G	210	4	214	0.00001
Helicovermis	3136917	G	442	5	447	0.00001
Tianxiuia	3680000	G	313	2	315	0.00001
Fusibacter	76008	G	63	1	64	0.00000
Heliorestis	79598	G	632	3	635	0.00002
Heliomicrobium	2831443	G	28	3	31	0.00000
Aristaeella	3046369	G	585	0	585	0.00002
Desulfotomaculum	1562	G	200	95	295	0.00001
Butyricicoccus	580596	G	51	16	67	0.00000
Agathobaculum	2048137	G	26	31	57	0.00000
Desulfoscipio	2867376	G	103	0	103	0.00000
Thermincola	278993	G	53	3	56	0.00000
Caldinitratiruptor	1006480	G	31	0	31	0.00000
Symbiobacterium	2733	G	10	0	10	0.00000
Terrisporobacter	1505652	G	13842	607	14449	0.00043
Tepidibacter	214904	G	11335	342	11677	0.00035
Romboutsia	1501226	G	8188	2023	10211	0.00031
Clostridioides	1870884	G	5511	2587	8098	0.00024
Paraclostridium	1849822	G	4767	518	5285	0.00016
Peptostreptococcus	1257	G	3165	2736	5901	0.00018
Intestinibacter	1505657	G	2588	922	3510	0.00011
Faecalimicrobium	3120164	G	2374	529	2903	0.00009
Peptacetobacter	2743582	G	2000	119	2119	0.00006
Andreesenella	3685825	G	7105	125	7230	0.00022
Alkaliphilus	114627	G	5827	147	5974	0.00018
Serpentinicella	1890059	G	165	1	166	0.00000
Anoxybacterium	3408579	G	4674	52	4726	0.00014
Emergencia	1926556	G	2141	132	2273	0.00007
Aminipila	2060094	G	913	26	939	0.00003
Sinanaerobacter	2886866	G	292	9	301	0.00001
Mogibacterium	86331	G	107	36	143	0.00000
Ihubacter	1926667	G	94	8	102	0.00000
Caminicella	166484	G	5397	291	5688	0.00017
Filifactor	44259	G	855	1011	1866	0.00006
Acetoanaerobium	186831	G	176	0	176	0.00001
Geosporobacter	390805	G	443	27	470	0.00001
Peptoclostridium	1481960	G	18	1	19	0.00000
Anaerostipes	207244	G	9829	3204	13033	0.00039
Lacrimispora	2719231	G	6359	165	6524	0.00020
Anaerocolumna	1843210	G	6088	25	6113	0.00018
Roseburia	841	G	5263	1395	6658	0.00020
Mediterraneibacter	2316020	G	4869	2972	7841	0.00024
Herbinix	1663717	G	4143	1379	5522	0.00017
Butyrivibrio	830	G	3008	145	3153	0.00009
Stomatobaculum	1213720	G	2673	32	2705	0.00008
Blautia	572511	G	2353	850	3203	0.00010
Lachnoanaerobaculum	1164882	G	2315	186	2501	0.00008
Allocoprococcus	3569723	G	1587	1094	2681	0.00008
Wujia	2944152	G	1451	901	2352	0.00007
Chordicoccus	3031933	G	1348	102	1450	0.00004
Anaeromicropila	3024823	G	1267	7	1274	0.00004
Candidatus Epulonipiscium	2383	G	1161	4	1165	0.00003
Pseudobutyrivibrio	46205	G	1032	47	1079	0.00003
Claveliimonas	3076670	G	978	402	1380	0.00004
Chakrabartyella	3088373	G	948	29	977	0.00003
Hungatella	1649459	G	773	193	966	0.00003
Lachnoclostridium	1506553	G	732	80	812	0.00002
Agathobacter	1766253	G	601	325	926	0.00003
Tyzzerella	1506577	G	525	26	551	0.00002
Enterocloster	2719313	G	491	144	635	0.00002
Hominifimenecus	3073585	G	451	1	452	0.00001
Novisyntrophococcus	2888809	G	425	37	462	0.00001
Dorea	189330	G	393	268	661	0.00002
Coprococcus	33042	G	387	217	604	0.00002
Anaerobutyricum	2569097	G	386	101	487	0.00001
Sellimonas	1769710	G	295	161	456	0.00001
Lachnospira	28050	G	216	27	243	0.00001
Jutongia	2944194	G	214	55	269	0.00001
Kineothrix	2163168	G	192	3	195	0.00001
Anaeropeptidivorans	2997360	G	130	0	130	0.00000
Faecalimonas	2005355	G	93	59	152	0.00000
Eshraghiella	3342669	G	82	20	102	0.00000
Eisenbergiella	1432051	G	77	23	100	0.00000
Marvinbryantia	248744	G	68	26	94	0.00000
Otoolea	2941495	G	45	4	49	0.00000
Wansuia	2944198	G	33	5	38	0.00000
Simiaoa	2944193	G	28	10	38	0.00000
Qiania	2944195	G	21	5	26	0.00000
Petrocella	2603323	G	3772	182	3954	0.00012
Vallitalea	1348611	G	3525	32	3557	0.00011
Cellulosilyticum	698776	G	4180	122	4302	0.00013
Anaerotignum	2039240	G	1262	34	1296	0.00004
Defluviitalea	1185408	G	360	100	460	0.00001
Halobacteroides	42417	G	7068	16	7084	0.00021
Natroniella	52003	G	2895	7	2902	0.00009
Acetohalobium	28186	G	578	0	578	0.00002
Halanaerobium	2330	G	5355	114	5469	0.00016
Halocella	46466	G	62	90	152	0.00000
Iocasia	2899804	G	38	57	95	0.00000
Halothermothrix	32636	G	1299	3	1302	0.00004
Anoxybacter	1769008	G	147	0	147	0.00000
Thermoanaerobacterium	28895	G	1743	196	1939	0.00006
Thermoanaerobacter	1754	G	1705	441	2146	0.00006
Aceticella	3051499	G	784	9	793	0.00002
Caldanaerobacter	249529	G	218	12	230	0.00001
Gelria	189326	G	95	0	95	0.00000
Carboxydothermus	129957	G	80	0	80	0.00000
Thermacetogenium	140458	G	31	6	37	0.00000
Desulfothermobacter	2079011	G	11	0	11	0.00000
Candidatus Desulforudis	471826	G	110	0	110	0.00000
Metallumcola	3234175	G	1747	7	1754	0.00005
Neomoorella	44260	G	791	2	793	0.00002
Thermanaeromonas	202949	G	307	0	307	0.00001
Zhaonella	2748674	G	53	1	54	0.00000
Tepidanaerobacter	499228	G	1271	51	1322	0.00004
Biomaibacter	2770094	G	915	33	948	0.00003
Thermosediminibacter	291988	G	15	0	15	0.00000
Koleobacter	2786989	G	1241	12	1253	0.00004
Acetivibrio	35829	G	1233	1116	2349	0.00007
Natranaerobius	375928	G	310	0	310	0.00001
Natranaerofaba	2807497	G	291	0	291	0.00001
Monoglobus	2039302	G	127	56	183	0.00001
Christensenella	990721	G	99	34	133	0.00000
Mahella	252965	G	17	2	19	0.00000
Erysipelothrix	1647	G	18298	691	18989	0.00057
Bulleidia	118747	G	4191	1032	5223	0.00016
Allocoprobacillus	3059504	G	3285	582	3867	0.00012
Hoskinsella	3681505	G	2972	4728	7700	0.00023
Intestinibaculum	2679910	G	1287	103	1390	0.00004
Amedibacterium	2749267	G	489	638	1127	0.00003
Solobacterium	123375	G	459	958	1417	0.00004
Longicatena	1918536	G	336	648	984	0.00003
Massilimicrobiota	1924110	G	152	5576	5728	0.00017
Holdemania	61170	G	113	111	224	0.00001
Faecalibaculum	1729679	G	63	0	63	0.00000
Allobaculum	174708	G	55	0	55	0.00000
Faecalibacillus	2678885	G	10837	9939	20776	0.00062
Catenibacterium	135858	G	8135	3369	11504	0.00035
Thomasclavelia	3025755	G	5132	1324	6456	0.00019
Tannockella	2943184	G	4049	276	4325	0.00013
Turicibacter	191303	G	16310	1159	17469	0.00052
Parvimonas	543311	G	8582	5927	14509	0.00044
Anaerococcus	165779	G	8296	1931	10227	0.00031
Miniphocaeibacter	2126548	G	5966	80	6046	0.00018
Helcococcus	31983	G	5042	1957	6999	0.00021
Peptoniphilus	162289	G	3797	3355	7152	0.00021
Microaceticoccus	3421489	G	2447	30	2477	0.00007
Finegoldia	150022	G	1168	1031	2199	0.00007
Murdochiella	1161127	G	35	60	95	0.00000
Aedoeadaptatus	2981628	G	33	2	35	0.00000
Tissierella	41273	G	7174	89	7263	0.00022
Gudongella	2692382	G	70	7	77	0.00000
Keratinibaculum	1354809	G	3720	661	4381	0.00013
Schnuerera	2794837	G	176	13	189	0.00001
Acidilutibacter	2992720	G	2464	932	3396	0.00010
Caloranaerobacter	171003	G	2129	115	2244	0.00007
Gottschalkia	1505664	G	573	12	585	0.00002
Sporanaerobacter	165812	G	78	10	88	0.00000
Sedimentibacter	190972	G	8147	221	8368	0.00025
Ezakiella	1582879	G	5091	12474	17565	0.00053
Sporomusa	2375	G	6531	319	6850	0.00021
Pelosinus	365348	G	3088	34	3122	0.00009
Methylomusa	2093783	G	1640	21	1661	0.00005
Anaerosinus	151037	G	1627	31	1658	0.00005
Megamonas	158846	G	6627	194	6821	0.00020
Pectinatus	864	G	1104	16	1120	0.00003
Selenomonas	970	G	814	15	829	0.00002
Mitsuokella	52225	G	67	10	77	0.00000
Veillonella	29465	G	8589	307	8896	0.00027
Megasphaera	906	G	3037	162	3199	0.00010
Dialister	39948	G	812	41	853	0.00003
Phascolarctobacterium	33024	G	805	85	890	0.00003
Acidaminococcus	904	G	217	14	231	0.00001
Caldicellulosiruptor	44000	G	8806	136	8942	0.00027
Anaerocellum	32631	G	41	2	43	0.00000
Candidatus Contubernalis	338648	G	2716	1353	4069	0.00012
Carboxydichorda	3366853	G	62	2	64	0.00000
Geochorda	3366854	G	20	0	20	0.00000
Limnochorda	1676651	G	20	0	20	0.00000
Spiroplasma	2132	G	39250	1289	40539	0.00122
Mesoplasma	46239	G	29693	3269	32962	0.00099
Entomoplasma	46238	G	251	5	256	0.00001
Williamsoniiplasma	2919614	G	1063	95	1158	0.00003
Mycoplasma	2093	G	45750	9329	55079	0.00165
Candidatus Hepatoplasma	295595	G	2260	370	2630	0.00008
Acholeplasma	2147	G	4104	130	4234	0.00013
Candidatus Phytoplasma	33926	G	3860	698	4558	0.00014
Mariniplasma	2903100	G	434	4	438	0.00001
Haploplasma	2903106	G	196	10	206	0.00001
Candidatus Izemoplasma	2975549	G	4386	56	4442	0.00013
Candidatus Xianfuyuplasma	2975521	G	3381	67	3448	0.00010
Hujiaoplasma	3078171	G	242	34	276	0.00001
Mycoplasmopsis	2767358	G	17576	3718	21294	0.00064
Mesomycoplasma	2923352	G	10924	1172	12096	0.00036
Metamycoplasma	2895509	G	7562	2042	9604	0.00029
Mycoplasmoides	2995234	G	2121	580	2701	0.00008
Ureaplasma	2129	G	2089	39	2128	0.00006
Malacoplasma	2791001	G	857	317	1174	0.00004
Curtobacterium	2034	G	11337	1159	12496	0.00038
Microbacterium	33882	G	5381	521	5902	0.00018
Subtercola	120212	G	3094	66	3160	0.00009
Rhodoluna	529883	G	1231	23	1254	0.00004
Aquiluna	529881	G	171	1	172	0.00001
Rathayibacter	33886	G	1336	32	1368	0.00004
Leucobacter	55968	G	728	80	808	0.00002
Agrococcus	46352	G	501	49	550	0.00002
Agromyces	33877	G	437	32	469	0.00001
Leifsonia	110932	G	329	24	353	0.00001
Gulosibacter	256818	G	231	38	269	0.00001
Lacisediminihabitans	2740558	G	210	6	216	0.00001
Cryobacterium	69578	G	203	8	211	0.00001
Glaciihabitans	1649454	G	170	5	175	0.00001
Clavibacter	1573	G	157	10	167	0.00001
Frigoribacterium	96492	G	129	8	137	0.00000
Plantibacter	190323	G	111	3	114	0.00000
Microcella	337004	G	110	12	122	0.00000
Mycetocola	76634	G	109	4	113	0.00000
Cnuibacter	1759331	G	101	8	109	0.00000
Salinibacterium	235888	G	91	4	95	0.00000
Frondihabitans	447237	G	68	2	70	0.00000
Aurantimicrobium	1705353	G	64	1	65	0.00000
Herbiconiux	881616	G	62	3	65	0.00000
Humibacter	427753	G	59	10	69	0.00000
Paramicrobacterium	3110364	G	56	2	58	0.00000
Microterricola	518733	G	42	2	44	0.00000
Protaetiibacter	2680004	G	38	3	41	0.00000
Ruicaihuangia	3137419	G	36	2	38	0.00000
Antiquaquibacter	3108736	G	31	0	31	0.00000
Homoserinimonas	1434009	G	30	1	31	0.00000
Okibacterium	196084	G	24	1	25	0.00000
Homoserinibacter	1649457	G	18	1	19	0.00000
Diaminobutyricimonas	1433997	G	17	0	17	0.00000
Lysinibacter	1857011	G	16	0	16	0.00000
Naasia	1434022	G	15	0	15	0.00000
Gryllotalpicola	1195526	G	14	0	14	0.00000
Agreia	110934	G	13	0	13	0.00000
Marisediminicola	1230698	G	11	0	11	0.00000
Arthrobacter	1663	G	3521	540	4061	0.00012
Rothia	32207	G	1830	222	2052	0.00006
Glutamicibacter	1742989	G	759	99	858	0.00003
Pseudarthrobacter	1742993	G	621	159	780	0.00002
Paenarthrobacter	1742992	G	574	188	762	0.00002
Kocuria	57493	G	427	101	528	0.00002
Sinomonas	596707	G	265	6	271	0.00001
Micrococcus	1269	G	131	39	170	0.00001
Citricoccus	169133	G	127	36	163	0.00000
Crystallibacter	3456524	G	105	9	114	0.00000
Paeniglutamicibacter	1742990	G	64	5	69	0.00000
Psychromicrobium	2078575	G	60	1	61	0.00000
Auritidibacter	1160973	G	21	1	22	0.00000
Renibacterium	1645	G	20	0	20	0.00000
Pseudoglutamicibacter	1742991	G	14	15	29	0.00000
Neomicrococcus	1868332	G	12	1	13	0.00000
Isoptericola	254250	G	1995	8512	10507	0.00032
Cellulosimicrobium	157920	G	359	53	412	0.00001
Xylanimonas	186188	G	60	5	65	0.00000
Promicromonospora	43676	G	49	2	51	0.00000
Timonella	1465824	G	944	81	1025	0.00003
Pengzhenrongella	2888818	G	296	21	317	0.00001
Luteimicrobium	754249	G	15	1	16	0.00000
Brachybacterium	43668	G	1004	169	1173	0.00004
Dermabacter	36739	G	55	28	83	0.00000
Devriesea	472568	G	31	0	31	0.00000
Helcobacillus	1161125	G	25	3	28	0.00000
Brevibacterium	1696	G	1023	143	1166	0.00004
Saxibacter	3162691	G	15	0	15	0.00000
Janibacter	53457	G	434	61	495	0.00001
Humibacillus	556178	G	89	6	95	0.00000
Knoellia	136099	G	88	3	91	0.00000
Terrabacter	53355	G	73	7	80	0.00000
Nostocoides	99479	G	51	3	54	0.00000
Phycicoccus	367298	G	45	9	54	0.00000
Arsenicicoccus	267408	G	39	4	43	0.00000
Oryzobacter	1849973	G	36	4	40	0.00000
Pedococcus	2805645	G	24	2	26	0.00000
Intrasporangium	53357	G	16	1	17	0.00000
Cellulomonas	1707	G	618	74	692	0.00002
Actinotalea	458839	G	57	7	64	0.00000
Paraoerskovia	665568	G	20	1	21	0.00000
Oerskovia	162491	G	19	2	21	0.00000
Pseudactinotalea	1926259	G	11	0	11	0.00000
Ornithinimicrobium	125287	G	404	36	440	0.00001
Serinicoccus	265976	G	72	8	80	0.00000
Luteipulveratus	745364	G	106	3	109	0.00000
Dermacoccus	57495	G	71	11	82	0.00000
Barrientosiimonas	1535207	G	42	7	49	0.00000
Allobranchiibius	2040262	G	14	0	14	0.00000
Yimella	908935	G	10	0	10	0.00000
Ruania	626119	G	119	4	123	0.00000
Occultella	2828348	G	22	1	23	0.00000
Gephyromycinifex	2885697	G	58	1	59	0.00000
Dermatophilus	1862	G	34	1	35	0.00000
Sanguibacter	60919	G	82	4	86	0.00000
Demequina	577469	G	76	4	80	0.00000
Kytococcus	57499	G	72	14	86	0.00000
Beutenbergia	84756	G	26	1	27	0.00000
Miniimonas	947525	G	14	7	21	0.00000
Tropheryma	2038	G	19	0	19	0.00000
Corynebacterium	1716	G	18638	3492	22130	0.00066
Mycobacterium	1763	G	6510	228	6738	0.00020
Mycolicibacterium	1866885	G	2418	339	2757	0.00008
