name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Lactobacillus xylocopicola	2976676	S	8342	360	8702	0.00025
Lactobacillus paragasseri	2107999	S	7020	41714	48734	0.00142
Lactobacillus delbrueckii	1584	S	6325	1341	7666	0.00022
Lactobacillus kullabergensis	1218493	S	6112	754	6866	0.00020
Fructilactobacillus sp. Tb1	3422304	S	158929	31024	189953	0.00553
Fructilactobacillus sanfranciscensis	1625	S	155062	93116	248178	0.00723
Fructilactobacillus vespulae	1249630	S	143575	14050	157625	0.00459
Fructilactobacillus lindneri	53444	S	137706	58002	195708	0.00570
Fructilactobacillus fructivorans	1614	S	118023	5823	123846	0.00361
Fructilactobacillus frigidiflavus	3242688	S	103987	26883	130870	0.00381
Fructilactobacillus hinvesii	2940300	S	40964	6815	47779	0.00139
Fructilactobacillus cliffordii	2940299	S	29334	10237	39571	0.00115
Fructilactobacillus ixorae	1750535	S	18464	5300	23764	0.00069
Fructilactobacillus carniphilus	2940297	S	17236	7835	25071	0.00073
Fructilactobacillus myrtifloralis	2940301	S	10592	3406	13998	0.00041
Lentilactobacillus laojiaonis	2883998	S	240179	23450	263629	0.00768
Lentilactobacillus curieae	1138822	S	111895	10217	122112	0.00356
Lentilactobacillus terminaliae	3003483	S	108667	13277	121944	0.00355
Lentilactobacillus hilgardii	1588	S	99908	41097	141005	0.00411
Lentilactobacillus parabuchneri	152331	S	76126	53132	129258	0.00376
Lentilactobacillus kefiri	33962	S	62934	51469	114403	0.00333
Lentilactobacillus buchneri	1581	S	52035	73609	125644	0.00366
Ligilactobacillus salivarius	1624	S	166483	45904	212387	0.00618
Ligilactobacillus cholophilus	3050131	S	103224	7383	110607	0.00322
Ligilactobacillus acidipiscis	89059	S	74290	30584	104874	0.00305
Ligilactobacillus agilis	1601	S	47827	11881	59708	0.00174
Ligilactobacillus equi	137357	S	31846	4712	36558	0.00106
Ligilactobacillus murinus	1622	S	31293	14901	46194	0.00134
Ligilactobacillus saerimneri	228229	S	31139	9610	40749	0.00119
Ligilactobacillus aviarius	1606	S	23437	3797	27234	0.00079
Ligilactobacillus faecis	762833	S	18468	1836	20304	0.00059
Ligilactobacillus ruminis	1623	S	15336	3473	18809	0.00055
Ligilactobacillus animalis	1605	S	13175	15218	28393	0.00083
Pediococcus pentosaceus	1255	S	107087	48324	155411	0.00452
Pediococcus argentinicus	480391	S	76459	50032	126491	0.00368
Pediococcus claussenii	187452	S	67085	55331	122416	0.00356
Pediococcus parvulus	54062	S	47738	47498	95236	0.00277
Pediococcus damnosus	51663	S	47515	72286	119801	0.00349
Pediococcus ethanolidurans	319653	S	42638	43746	86384	0.00252
Pediococcus acidilactici	1254	S	34614	67012	101626	0.00296
Pediococcus siamensis	381829	S	34553	10352	44905	0.00131
Pediococcus inopinatus	114090	S	3228	49255	52483	0.00153
Pediococcus sp. AC40	2962679	S	14	296	310	0.00001
Companilactobacillus allii	1847728	S	64632	15427	80059	0.00233
Companilactobacillus musae	1903258	S	53316	9302	62618	0.00182
Companilactobacillus crustorum	392416	S	50576	37158	87734	0.00255
Companilactobacillus sp. DQM5	3463359	S	43856	1509	45365	0.00132
Companilactobacillus ginsenosidimutans	1007676	S	42752	1580	44332	0.00129
Companilactobacillus alimentarius	1602	S	37393	18437	55830	0.00163
Companilactobacillus paralimentarius	83526	S	34830	15994	50824	0.00148
Companilactobacillus zhachilii	2304606	S	33324	3495	36819	0.00107
Companilactobacillus heilongjiangensis	1074467	S	31067	3021	34088	0.00099
Companilactobacillus pabuli	2714036	S	27590	18611	46201	0.00135
Companilactobacillus futsaii	938155	S	25171	17983	43154	0.00126
Companilactobacillus farciminis	1612	S	18553	12005	30558	0.00089
Acetilactobacillus jinshanensis	1720083	S	455309	49	455358	0.01326
Limosilactobacillus reuteri	1598	S	142097	74269	216366	0.00630
Limosilactobacillus gastricus	227942	S	57809	19612	77421	0.00225
Limosilactobacillus vaginalis	1633	S	38654	33391	72045	0.00210
Limosilactobacillus frumenti	104955	S	33759	9260	43019	0.00125
Limosilactobacillus portuensis	2742601	S	22428	15518	37946	0.00110
Limosilactobacillus panis	47493	S	18144	23765	41909	0.00122
Limosilactobacillus fermentum	1613	S	17123	12215	29338	0.00085
Limosilactobacillus oris	1632	S	17028	7791	24819	0.00072
Limosilactobacillus mucosae	97478	S	12442	8780	21222	0.00062
Limosilactobacillus ingluviei	148604	S	8395	1479	9874	0.00029
Limosilactobacillus pontis	35787	S	3442	914	4356	0.00013
Limosilactobacillus allomucosae	3142938	S	2449	2313	4762	0.00014
Weissella paramesenteroides	1249	S	44651	11575	56226	0.00164
Weissella sagaensis	2559928	S	27661	12323	39984	0.00116
Weissella confusa	1583	S	27129	5493	32622	0.00095
Weissella jogaejeotgali	1631871	S	26660	9362	36022	0.00105
Weissella soli	155866	S	23328	2386	25714	0.00075
Weissella koreensis	165096	S	21951	9520	31471	0.00092
Weissella cibaria	137591	S	19132	3247	22379	0.00065
Weissella ceti	759620	S	17937	39241	57178	0.00166
Weissella viridescens	1629	S	13606	570	14176	0.00041
Weissella diestrammenae	1162633	S	12214	469	12683	0.00037
Weissella coleopterorum	2714949	S	12126	543	12669	0.00037
Weissella tructae	887702	S	81	2685	2766	0.00008
Paucilactobacillus suebicus	152335	S	90022	27474	117496	0.00342
Paucilactobacillus hokkaidonensis	1193095	S	78827	84249	163076	0.00475
Paucilactobacillus oligofermentans	293371	S	59494	22865	82359	0.00240
Paucilactobacillus nenjiangensis	1296540	S	45163	43471	88634	0.00258
Levilactobacillus brevis	1580	S	64452	48085	112537	0.00328
Levilactobacillus suantsaii	2292255	S	29772	23648	53420	0.00156
Levilactobacillus parabrevis	357278	S	26788	9482	36270	0.00106
Levilactobacillus namurensis	380393	S	26234	10538	36772	0.00107
Levilactobacillus cerevisiae	1704076	S	25349	19662	45011	0.00131
Levilactobacillus yonginensis	1054041	S	19979	20421	40400	0.00118
Levilactobacillus koreensis	637971	S	15271	1273	16544	0.00048
Levilactobacillus zymae	267363	S	13043	3985	17028	0.00050
Levilactobacillus lettrarii	3242689	S	21	34251	34272	0.00100
Leuconostoc mesenteroides	1245	S	35512	24116	59628	0.00174
Leuconostoc carnosum	1252	S	34133	20576	54709	0.00159
Leuconostoc gasicomitatum	115778	S	18462	10456	28918	0.00084
Leuconostoc gelidum	1244	S	6542	855	7397	0.00022
Leuconostoc pseudomesenteroides	33968	S	30738	6869	37607	0.00109
Leuconostoc lactis	1246	S	19579	13283	32862	0.00096
Leuconostoc citreum	33964	S	18472	41668	60140	0.00175
Leuconostoc falkenbergense	2766470	S	13352	7723	21075	0.00061
Leuconostoc sp. JNUCC 76	3469800	S	9686	1895	11581	0.00034
Leuconostoc sp. C2	979982	S	159	2259	2418	0.00007
Leuconostoc sp. LN180020	2571156	S	146	1746	1892	0.00006
Leuconostoc garlicum	255248	S	974	2078	3052	0.00009
Leuconostoc suionicum	1511761	S	547	3327	3874	0.00011
Leuconostoc kimchii	136609	S	82	889	971	0.00003
Lactiplantibacillus plantarum	1590	S	55070	150821	205891	0.00599
Lactiplantibacillus pentosus	1589	S	44632	25769	70401	0.00205
Lactiplantibacillus xiangfangensis	942150	S	39899	16540	56439	0.00164
Lactiplantibacillus paraplantarum	60520	S	28254	12908	41162	0.00120
Lactiplantibacillus brownii	3069269	S	22124	10301	32425	0.00094
Lactiplantibacillus carotarum	2993456	S	17378	4993	22371	0.00065
Lactiplantibacillus argentoratensis	271881	S	3006	6993	9999	0.00029
Loigolactobacillus backii	375175	S	92660	136070	228730	0.00666
Loigolactobacillus coryniformis	1610	S	49628	54903	104531	0.00304
Loigolactobacillus bifermentans	1607	S	19538	12660	32198	0.00094
Liquorilactobacillus nagelii	82688	S	53084	30055	83139	0.00242
Liquorilactobacillus hordei	468911	S	32917	22920	55837	0.00163
Liquorilactobacillus mali	1618	S	28937	20568	49505	0.00144
Liquorilactobacillus satsumensis	259059	S	24251	10826	35077	0.00102
Bombilactobacillus bombi	1303590	S	53108	1545	54653	0.00159
Bombilactobacillus thymidiniphilus	2923363	S	36738	2602	39340	0.00115
Bombilactobacillus folatiphilus	2923362	S	30333	1532	31865	0.00093
Bombilactobacillus mellifer	1218492	S	12	4	16	0.00000
Lacticaseibacillus paracasei	1597	S	42945	44734	87679	0.00255
Lacticaseibacillus rhamnosus	47715	S	19345	4773	24118	0.00070
Lacticaseibacillus saniviri	931533	S	10515	589	11104	0.00032
Lacticaseibacillus pabuli	3025672	S	9281	2960	12241	0.00036
Lacticaseibacillus manihotivorans	88233	S	8705	4804	13509	0.00039
Lacticaseibacillus pantheris	171523	S	6987	4687	11674	0.00034
Lacticaseibacillus chiayiensis	2100821	S	5557	741	6298	0.00018
Lacticaseibacillus zeae	57037	S	1858	2660	4518	0.00013
Lacticaseibacillus casei	1582	S	1357	7524	8881	0.00026
Lacticaseibacillus parahuelsenbergensis	3068305	S	526	485	1011	0.00003
Latilactobacillus sakei	1599	S	29269	26715	55984	0.00163
Latilactobacillus curvatus	28038	S	28770	25762	54532	0.00159
Latilactobacillus fuchuensis	164393	S	16498	770	17268	0.00050
Latilactobacillus graminis	60519	S	13885	1647	15532	0.00045
Latilactobacillus sp. 5-91	3410924	S	2166	2130	4296	0.00013
Dellaglioa kimchii	3344667	S	50828	33891	84719	0.00247
Dellaglioa sp. L3N	3470102	S	43791	3722	47513	0.00138
Secundilactobacillus malefermentans	176292	S	58477	41473	99950	0.00291
Secundilactobacillus paracollinoides	240427	S	25259	23617	48876	0.00142
Oenococcus oeni	1247	S	28981	7091	36072	0.00105
Oenococcus alcoholitolerans	931074	S	19059	6472	25531	0.00074
Oenococcus kitaharae	336988	S	15379	2306	17685	0.00051
Oenococcus sicerae	2203724	S	14037	1364	15401	0.00045
Furfurilactobacillus rossiae	231049	S	29752	17135	46887	0.00137
Furfurilactobacillus milii	2888272	S	10339	4947	15286	0.00045
Furfurilactobacillus cerevisiae	3480032	S	7087	17135	24222	0.00071
Holzapfeliella sp. JNUCC 80	3469802	S	20422	14401	34823	0.00101
Holzapfeliella sp. JNUCC 72	3469806	S	14306	9314	23620	0.00069
Agrilactobacillus fermenti	2586909	S	48271	4692	52963	0.00154
Periweissella cryptocerci	2506420	S	43756	877	44633	0.00130
Xylocopilactobacillus apis	2932183	S	27218	786	28004	0.00082
Xylocopilactobacillus apicola	2932184	S	7307	207	7514	0.00022
Lapidilactobacillus dextrinicus	51664	S	21065	1844	22909	0.00067
Schleiferilactobacillus harbinensis	304207	S	13414	755	14169	0.00041
Amylolactobacillus amylophilus	1603	S	1970	1863	3833	0.00011
Enterococcus sp. 22-H-5-01	3418555	S	19975	1976	21951	0.00064
Enterococcus sp. DIV0212c	2230867	S	7026	948	7974	0.00023
Enterococcus sp. DIV0210g	2774656	S	6669	1268	7937	0.00023
Enterococcus sp. AZ170	2774747	S	6475	1067	7542	0.00022
Enterococcus sp. DIV0724b	2774694	S	6267	894	7161	0.00021
Enterococcus sp. DIV0876	2774633	S	5569	406	5975	0.00017
Enterococcus sp. DIV0800	2774646	S	2963	475	3438	0.00010
Enterococcus sp. DIV1304_2	2774706	S	1717	2007	3724	0.00011
Enterococcus sp. AZ009	2774766	S	894	14393	15287	0.00045
Enterococcus sp. FZMF	3050383	S	660	2670	3330	0.00010
Enterococcus sp. DIV1767	2774670	S	607	2847	3454	0.00010
Enterococcus sp. DIV2432	2774762	S	600	3879	4479	0.00013
Enterococcus sp. AZ095a	2774718	S	478	9128	9606	0.00028
Enterococcus sp. FDAARGOS_375	2060307	S	278	1615	1893	0.00006
Enterococcus sp. AZ188	2774678	S	74	1065	1139	0.00003
Enterococcus sp. DIV0181	2774776	S	61	1100	1161	0.00003
Enterococcus sp. DIV0176	2774758	S	52	342	394	0.00001
Enterococcus sp. CR-Ec1	2057791	S	39	417	456	0.00001
Enterococcus sp. SB12	3070812	S	38	1016	1054	0.00003
Enterococcus sp. DIV2379	2774684	S	34	414	448	0.00001
Enterococcus sp. DIV1368b	2774711	S	31	35	66	0.00000
Enterococcus sp. DIV1067f	2774734	S	14	202	216	0.00001
Enterococcus sp. DIV1411a	2774779	S	12	430	442	0.00001
Enterococcus sp. AZ035	2774935	S	10	201	211	0.00001
Enterococcus durans	53345	S	31275	21793	53068	0.00155
Enterococcus cecorum	44008	S	19167	8111	27278	0.00079
Enterococcus faecalis	1351	S	17718	280067	297785	0.00867
Candidatus Enterococcus dunnyi	1834192	S	17419	2271	19690	0.00057
Enterococcus raffinosus	71452	S	11387	3339	14726	0.00043
Candidatus Enterococcus palustris	1834189	S	10539	516	11055	0.00032
Enterococcus saccharolyticus	41997	S	9348	12766	22114	0.00064
Candidatus Enterococcus lowellii	2230877	S	9016	964	9980	0.00029
Enterococcus montenegrensis	3031993	S	8527	2571	11098	0.00032
Enterococcus faecium	1352	S	8033	165681	173714	0.00506
Enterococcus saigonensis	1805431	S	7845	19083	26928	0.00078
Enterococcus mundtii	53346	S	7419	4383	11802	0.00034
Candidatus Enterococcus clewellii	1834193	S	7409	314	7723	0.00022
Enterococcus avium	33945	S	7264	3879	11143	0.00032
Enterococcus alishanensis	1303817	S	7211	1421	8632	0.00025
Enterococcus rotai	118060	S	7136	371	7507	0.00022
Enterococcus bulliens	1665476	S	5689	1758	7447	0.00022
Enterococcus gilvus	160453	S	5117	1416	6533	0.00019
Candidatus Enterococcus mangumiae	2230878	S	4971	509	5480	0.00016
Enterococcus wangshanyuanii	2005703	S	4096	152	4248	0.00012
Candidatus Enterococcus lemimoniae	1834167	S	3983	292	4275	0.00012
Enterococcus dispar	44009	S	3528	2323	5851	0.00017
Enterococcus innesii	2839759	S	2755	2346	5101	0.00015
Enterococcus hirae	1354	S	1836	9225	11061	0.00032
Enterococcus casseliflavus	37734	S	1581	5074	6655	0.00019
Enterococcus devriesei	319970	S	719	249	968	0.00003
Enterococcus gallinarum	1353	S	556	2456	3012	0.00009
Enterococcus lactis	357441	S	46	545	591	0.00002
Vagococcus sp. JNUCC 83	3469799	S	17293	2558	19851	0.00058
Vagococcus sp. CY52-2	2925838	S	11649	5156	16805	0.00049
Vagococcus carniphilus	218144	S	19929	12788	32717	0.00095
Vagococcus fluvialis	2738	S	19560	9655	29215	0.00085
Vagococcus penaei	633807	S	17779	2556	20335	0.00059
Vagococcus hydrophili	2714947	S	15396	1726	17122	0.00050
Vagococcus lutrae	81947	S	10510	7876	18386	0.00054
Vagococcus jeotgali	3109030	S	9651	2436	12087	0.00035
Vagococcus intermedius	2991418	S	9510	2245	11755	0.00034
Vagococcus coleopterorum	2714946	S	8520	1065	9585	0.00028
Vagococcus xieshaowenii	2562451	S	8011	4646	12657	0.00037
Vagococcus luciliae	2920380	S	7613	2127	9740	0.00028
Vagococcus zengguangii	2571750	S	6871	1041	7912	0.00023
Vagococcus salmoninarum	2739	S	6092	870	6962	0.00020
Vagococcus teuberi	519472	S	3190	1163	4353	0.00013
Tetragenococcus halophilus	51669	S	32069	49989	82058	0.00239
Tetragenococcus osmophilus	526944	S	16510	39835	56345	0.00164
Tetragenococcus koreensis	290335	S	9358	4926	14284	0.00042
Melissococcus plutonius	33970	S	8821	407	9228	0.00027
Streptococcus danieliae	747656	S	22301	818	23119	0.00067
Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006	3077584	S	2782	2484	5266	0.00015
Streptococcus sp. KHUD_013	3413147	S	1303	2157	3460	0.00010
Streptococcus sp. HSISS2	1316411	S	894	6454	7348	0.00021
Streptococcus sp. KHUD_014	3434353	S	486	407	893	0.00003
Streptococcus sp. KHUD_017	3466459	S	446	608	1054	0.00003
Streptococcus sp. Marseille-Q3533	2759692	S	316	180	496	0.00001
Streptococcus sp. A12	1759399	S	294	216	510	0.00001
Streptococcus sp. oral taxon 061	712623	S	281	349	630	0.00002
Streptococcus sp. KHUD_012	3229851	S	166	394	560	0.00002
Streptococcus sp. NPS 308	1902136	S	155	157	312	0.00001
Streptococcus sp. 517s	3469231	S	121	115	236	0.00001
Streptococcus sp. ZY1909104	3233335	S	118	131	249	0.00001
Streptococcus sp. KHUD_015	3434352	S	103	104	207	0.00001
Streptococcus sp. K0074	3402868	S	99	209	308	0.00001
Streptococcus sp. ZY19097	3231906	S	95	509	604	0.00002
Streptococcus sp. LPB0220	2610896	S	89	137	226	0.00001
Streptococcus sp. HSISS3	1316412	S	79	542	621	0.00002
Streptococcus sp. oral taxon 431	712633	S	70	76	146	0.00000
Streptococcus sp. HN38	3020829	S	67	228	295	0.00001
Streptococcus sp. NSJ-72	2763068	S	55	382	437	0.00001
Streptococcus sp. HJ1	3458239	S	53	212	265	0.00001
Streptococcus sp. 11-4097	2828286	S	30	53	83	0.00000
Streptococcus sp. 116-D4	2598453	S	25	37	62	0.00000
Streptococcus sp. FSL K6-1323	2954513	S	18	162	180	0.00001
Streptococcus sp. D7B5	3038077	S	16	91	107	0.00000
Streptococcus sp. FT1-55	3409805	S	13	582	595	0.00002
Streptococcus sp. SN-1	3074854	S	12	21	33	0.00000
Streptococcus sp. oral taxon 064	712624	S	12	92	104	0.00000
Streptococcus sp. KHUD_011	3157334	S	11	18	29	0.00000
Streptococcus uberis	1349	S	14811	1620	16431	0.00048
Streptococcus intermedius	1338	S	8798	5023	13821	0.00040
Streptococcus anginosus	1328	S	2126	3467	5593	0.00016
Streptococcus constellatus	76860	S	1434	22072	23506	0.00068
Streptococcus equinus	1335	S	10223	3569	13792	0.00040
Streptococcus ruminicola	2686210	S	9846	13665	23511	0.00068
Streptococcus gordonii	1302	S	9591	1706	11297	0.00033
Streptococcus dysgalactiae	1334	S	4862	7487	12349	0.00036
Streptococcus equi	1336	S	3525	217	3742	0.00011
Streptococcus sobrinus	1310	S	7752	380	8132	0.00024
Streptococcus agalactiae	1311	S	7062	65098	72160	0.00210
Streptococcus sanguinis	1305	S	7002	2019	9021	0.00026
Streptococcus suis	1307	S	6998	3858	10856	0.00032
Streptococcus tangpeifui	2709400	S	6005	156	6161	0.00018
Streptococcus porcinus	1340	S	5677	1293	6970	0.00020
Streptococcus iniae	1346	S	5431	791	6222	0.00018
Streptococcus marmotae	1825069	S	5083	610	5693	0.00017
Streptococcus cristatus	45634	S	4975	1059	6034	0.00018
Streptococcus urinalis	149016	S	4830	1164	5994	0.00017
Streptococcus halotolerans	1814128	S	4774	152	4926	0.00014
Streptococcus pseudoporcinus	361101	S	4624	3516	8140	0.00024
Streptococcus periodonticum	2490633	S	4445	13230	17675	0.00051
Streptococcus mutans	1309	S	3952	891	4843	0.00014
Streptococcus pyogenes	1314	S	3769	2319	6088	0.00018
Streptococcus didelphis	102886	S	3704	699	4403	0.00013
Streptococcus pluranimalium	82348	S	3655	1860	5515	0.00016
Streptococcus parasuis	1501662	S	3560	2267	5827	0.00017
Streptococcus alactolyticus	29389	S	3511	4159	7670	0.00022
Streptococcus infantis	68892	S	3447	1149	4596	0.00013
Streptococcus mitis	28037	S	3340	2232	5572	0.00016
Streptococcus gwangjuensis	1433513	S	35	30	65	0.00000
Streptococcus toyakuensis	2819619	S	15	18	33	0.00000
Streptococcus pantholopis	1811193	S	3241	55	3296	0.00010
Streptococcus oralis	1303	S	3140	3032	6172	0.00018
Streptococcus hillyeri	2282420	S	2510	110	2620	0.00008
Streptococcus pseudopneumoniae	257758	S	2111	2456	4567	0.00013
Streptococcus ratti	1341	S	1767	46	1813	0.00005
Streptococcus pneumoniae	1313	S	1644	3017	4661	0.00014
Streptococcus thermophilus	1308	S	1573	505	2078	0.00006
Streptococcus salivarius	1304	S	1515	2154	3669	0.00011
Streptococcus parauberis	1348	S	1387	496	1883	0.00005
Streptococcus suivaginalis	3028082	S	1378	462	1840	0.00005
Streptococcus parasanguinis	1318	S	1338	828	2166	0.00006
Streptococcus chenjunshii	2173853	S	1312	19	1331	0.00004
Streptococcus acidominimus	1326	S	1142	218	1360	0.00004
Streptococcus merionis	400065	S	1092	35	1127	0.00003
Streptococcus canis	1329	S	1076	431	1507	0.00004
Streptococcus lactarius	684066	S	973	217	1190	0.00003
Streptococcus halichoeri	254785	S	880	366	1246	0.00004
Streptococcus oriscaviae	2781599	S	866	57	923	0.00003
Streptococcus hyointestinalis	1337	S	776	46	822	0.00002
Streptococcus australis	113107	S	682	979	1661	0.00005
Streptococcus troglodytae	1111760	S	587	93	680	0.00002
Streptococcus nidrosiense	3140788	S	455	176	631	0.00002
Streptococcus vestibularis	1343	S	400	134	534	0.00002
Streptococcus ferus	1345	S	397	25	422	0.00001
Streptococcus iners	3028084	S	391	146	537	0.00002
Streptococcus ruminantium	1917441	S	329	728	1057	0.00003
Streptococcus ilei	1156431	S	320	513	833	0.00002
Streptococcus himalayensis	1888195	S	246	20	266	0.00001
Streptococcus pasteurianus	197614	S	227	1895	2122	0.00006
Streptococcus zhangguiae	2664091	S	227	27	254	0.00001
Streptococcus gallolyticus	315405	S	224	590	814	0.00002
Streptococcus koreensis	2382163	S	211	360	571	0.00002
Streptococcus lutetiensis	150055	S	146	104	250	0.00001
Streptococcus respiraculi	2021971	S	131	10	141	0.00000
Streptococcus lingualis	3098076	S	121	194	315	0.00001
Streptococcus parapneumoniae	2993430	S	93	126	219	0.00001
Streptococcus rubneri	1234680	S	70	80	150	0.00000
Streptococcus infantarius	102684	S	69	75	144	0.00000
Streptococcus macedonicus	59310	S	51	428	479	0.00001
Streptococcus milleri	33040	S	26	88	114	0.00000
Streptococcus dentalis	3098075	S	22	43	65	0.00000
Lactococcus lactis	1358	S	14799	31707	46506	0.00135
Lactococcus taiwanensis	1151742	S	9354	1627	10981	0.00032
Lactococcus garvieae	1363	S	6089	3138	9227	0.00027
Lactococcus cremoris	1359	S	5280	6538	11818	0.00034
Lactococcus sp. NH2-7C	2879149	S	2442	2230	4672	0.00014
Lactococcus sp.	44273	S	793	45461	46254	0.00135
Lactococcus allomyrinae	2419773	S	2404	178	2582	0.00008
Lactococcus protaetiae	2592653	S	525	38	563	0.00002
Lactococcus formosensis	1281486	S	343	149	492	0.00001
Lactococcus petauri	1940789	S	116	793	909	0.00003
Pseudolactococcus raffinolactis	1366	S	14828	10167	24995	0.00073
Pseudolactococcus paracarnosus	2749962	S	1110	1840	2950	0.00009
Pseudolactococcus carnosus	2749961	S	303	965	1268	0.00004
Pseudolactococcus piscium	1364	S	246	965	1211	0.00004
Floricoccus penangensis	1859475	S	4676	256	4932	0.00014
Carnobacterium divergens	2748	S	25701	9292	34993	0.00102
Carnobacterium maltaromaticum	2751	S	24815	5340	30155	0.00088
Carnobacterium sp. TMP28	3397060	S	14760	1522	16282	0.00047
Carnobacterium sp. 17-4	208596	S	7664	924	8588	0.00025
Carnobacterium sp. CS13	2800128	S	824	1417	2241	0.00007
Carnobacterium inhibens	147709	S	16440	7051	23491	0.00068
Carnobacterium jeotgali	545534	S	10286	7229	17515	0.00051
Carnobacterium antarcticum	2126436	S	4623	7614	12237	0.00036
Carnobacterium viridans	174587	S	3798	1290	5088	0.00015
Jeotgalibaca ciconiae	2496265	S	10926	5263	16189	0.00047
Jeotgalibaca sp. MA1X17-3	2908211	S	5853	441	6294	0.00018
Jeotgalibaca sp. PTS2502	1903686	S	309	472	781	0.00002
Jeotgalibaca dankookensis	708126	S	5848	565	6413	0.00019
Jeotgalibaca porci	1868793	S	1839	2136	3975	0.00012
Jeotgalibaca arthritidis	1868794	S	1723	2993	4716	0.00014
Granulicatella elegans	137732	S	15708	32639	48347	0.00141
Granulicatella adiacens	46124	S	6612	1142	7754	0.00023
Dolosigranulum pigrum	29394	S	10121	5875	15996	0.00047
Dolosigranulum savutiense	3110288	S	2257	1960	4217	0.00012
Desemzia incerta	82801	S	11178	12467	23645	0.00069
Marinilactibacillus sp. 15R	1911586	S	9277	4463	13740	0.00040
Alkalibacterium sp. f15	3414029	S	7283	418	7701	0.00022
Alkalibacterium putridalgicola	426703	S	962	212	1174	0.00003
Trichococcus flocculiformis	82803	S	671	306	977	0.00003
Trichococcus shcherbakoviae	2094020	S	483	215	698	0.00002
Alloiococcus sp. CFN-8	3416081	S	205	17	222	0.00001
Aerococcus urinaeequi	51665	S	5275	4671	9946	0.00029
Aerococcus viridans	1377	S	3592	4604	8196	0.00024
Aerococcus urinae	1376	S	3174	4796	7970	0.00023
Aerococcus christensenii	87541	S	2382	842	3224	0.00009
Aerococcus urinaehominis	128944	S	1543	76	1619	0.00005
Aerococcus sanguinicola	119206	S	1161	61	1222	0.00004
Aerococcus tenax	3078812	S	896	2389	3285	0.00010
Aerococcus loyolae	2976809	S	664	398	1062	0.00003
Aerococcus mictus	2976810	S	517	1300	1817	0.00005
Globicatella sulfidifaciens	136093	S	5484	7375	12859	0.00037
Globicatella sanguinis	13076	S	4563	2520	7083	0.00021
Globicatella sp. PHS-GS-PNBC-21-1553	2885764	S	774	840	1614	0.00005
Ignavigranum ruoffiae	89093	S	13142	1405	14547	0.00042
Tuanshanicoccus yangjingiae	2796928	S	8710	1099	9809	0.00029
Tuanshanicoccus lijuaniae	2774330	S	3623	153	3776	0.00011
Ruoffia tabacinasalis	87458	S	7010	3720	10730	0.00031
