Kingdom	Phylum	Class	Order	Family	Genus	GenusLabel	B-VEN-D9
NA	NA	NA	NA	NA	NA	Unclassified_15	0.000427850837686903
Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Apiosporaceae	Nigrospora	Nigrospora	0.000382813907404071
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Lodderomyces	Lodderomyces	0.000315258511979823
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus	0.000135110790848496
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium	0.00011259232570708
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	Marasmius	6.75553954242479e-05
Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Lectera	Lectera	4.50369302828319e-05
Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces	4.50369302828319e-05
Fungi	Basidiomycota	Cystobasidiomycetes	NA	Symmetrosporaceae	Symmetrospora	Symmetrospora	4.50369302828319e-05
Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor	4.50369302828319e-05
Fungi	Ascomycota	Leotiomycetes	Helotiales	Erysiphaceae	Erysiphe	Erysiphe	4.50369302828319e-05
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Bisifusarium	Bisifusarium	2.2518465141416e-05
Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Cordanaceae	Cordana	Cordana	2.2518465141416e-05
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma	2.2518465141416e-05
Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Cercospora	Cercospora	2.2518465141416e-05
Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	Unclassified_12	2.2518465141416e-05
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	Unclassified_14	2.2518465141416e-05
Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	Unclassified_19	2.2518465141416e-05
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria	2.2518465141416e-05
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Roussoellaceae	Neoroussoella	Neoroussoella	2.2518465141416e-05
Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	Unclassified_28	2.2518465141416e-05
Fungi	Rozellomycota	NA	NA	NA	NA	Unclassified_30	2.2518465141416e-05
Fungi	Ascomycota	Leotiomycetes	Rhytismatales	NA	NA	Unclassified_37	2.2518465141416e-05
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces	2.2518465141416e-05
Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium	2.2518465141416e-05
Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus	2.2518465141416e-05
Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	Unclassified_55	2.2518465141416e-05
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	Phragmocapnias	Phragmocapnias	2.2518465141416e-05
Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	Humicola	2.2518465141416e-05
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	NA	Unclassified_60	2.2518465141416e-05
