name	taxonomy_id	taxonomy_lvl	Superkingdom	Kingdom	Phylum	Class	Order	Family	5MMH_5_pct_reads	6PEH_6_pct_reads	SVH11_Q11_pct_reads
Syntrophotalea	2812025	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Syntrophotaleaceae	0.0010	0.0010	0.0010
Desulfosarcina	2299	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	0.0080	0.0020	0.0070
Desulfobacter	2289	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	0.0030	0.0040	0.0080
Desulfobacula	28222	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	0.0010	0.0000	0.0000
Desulforapulum	2904687	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	0.0000	0.0000	0.0000
Desulfonema	45654	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfococcaceae	0.0010	0.0040	0.0010
Desulfococcus	896	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfococcaceae	0.0000	0.0000	0.0000
Desulfosudis	2904716	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosudaceae	0.0010	0.0000	0.0000
Desulfoluna	497721	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfolunaceae	0.0010	0.0000	0.0000
Desulfatibacillum	218207	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfatibacillaceae	0.0000	0.0000	0.0000
Desulfofustis	51194	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	0.0020	0.0000	0.0010
Desulfosediminicola	2886823	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	0.0020	0.0000	0.0010
Desulfocapsa	53318	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	0.0020	0.0000	0.0000
Desulfopila	429014	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	0.0010	0.0000	0.0000
Desulforhopalus	40413	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	0.0010	0.0010	0.0010
Desulfotalea	109168	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	0.0010	0.0000	0.0010
Desulfobulbus	893	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	0.0030	0.0000	0.0000
Desulfurivibrio	427922	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	0.0020	0.0000	0.0010
Candidatus Electrothrix	1859128	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	0.0010	0.0000	0.0000
Desulfomarina	2894767	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	0.0010	0.0000	0.0000
Desulfolithobacter	3003266	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	0.0000	0.0000	0.0000
Thiovibrio	2991701	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Thiovibrionaceae	0.0000	0.0000	0.0000
Thermodesulfobacterium	1740	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	0.0010	0.0000	0.0000
Thermosulfuriphilus	2033601	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	0.0010	0.0000	0.0000
Caldimicrobium	444090	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	0.0000	0.0000	0.0000
Thermosulfurimonas	1522431	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	0.0000	0.0000	0.0000
Thermodesulfatator	241192	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfatatoraceae	0.0010	0.0000	0.0000
Desulfobacca	60892	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobaccia	Desulfobaccales	Desulfobaccaceae	0.0020	0.0000	0.0010
Candidatus Desulfofervidus	1902583	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Candidatus Desulfofervidia	Candidatus Desulfofervidales	Candidatus Desulfofervidaceae	0.0010	0.0000	0.0000
Syntrophus	43773	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Syntrophia	Syntrophales	Syntrophaceae	0.0010	0.0000	0.0000
Desulfarculus	453229	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfarculia	Desulfarculales	Desulfarculaceae	0.0000	0.0000	0.0000
Desulfoferula	3093638	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfarculia	Desulfarculales	Desulfarculaceae	0.0000	0.0000	0.0000
Desulfomonile	2357	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	0.0000	0.0000	0.0000
Dissulfuribacter	1433998	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Dissulfuribacteria	Dissulfuribacterales	Dissulfuribacteraceae	0.0000	0.0000	0.0000
Desulfoglaeba	361106	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	0.0000	0.0000	0.0000
Syntrophobacter	29526	G	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	0.0000	0.0000	0.0000
Bdellovibrio	958	G	Bacteria	Pseudomonadati	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	0.0140	0.0040	0.0080
Micavibrio	213485	G	Bacteria	Pseudomonadati	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	0.0030	0.0000	0.0010
Pseudobdellovibrio	2862745	G	Bacteria	Pseudomonadati	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	0.0030	0.0000	0.0010
Pigmentibacter	2838409	G	Bacteria	Pseudomonadati	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	0.0040	0.0080	0.0080
Fluviispira	2698753	G	Bacteria	Pseudomonadati	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	0.0010	0.0010	0.0030
Silvanigrella	2024975	G	Bacteria	Pseudomonadati	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	0.0010	0.0000	0.0000
Spirobacillus	495819	G	Bacteria	Pseudomonadati	Bdellovibrionota	Oligoflexia	Silvanigrellales		0.0000	0.0000	0.0000
Bacteriovorax	146784	G	Bacteria	Pseudomonadati	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	0.0020	0.0010	0.0050
Peredibacter	263370	G	Bacteria	Pseudomonadati	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	0.0010	0.0010	0.0010
Halobacteriovorax	1652133	G	Bacteria	Pseudomonadati	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Halobacteriovoraceae	0.0020	0.0000	0.0010
Myxococcus	32	G	Bacteria	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	0.0020	0.0000	0.0010
Corallococcus	83461	G	Bacteria	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	0.0020	0.0000	0.0010
Pyxidicoccus	224458	G	Bacteria	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	0.0010	0.0000	0.0000
Pseudomyxococcus	3434272	G	Bacteria	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	0.0000	0.0000	0.0000
Archangium	47	G	Bacteria	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Archangiaceae	0.0030	0.0000	0.0010
Cystobacter	42	G	Bacteria	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Archangiaceae	0.0010	0.0000	0.0000
Melittangium	44	G	Bacteria	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Archangiaceae	0.0000	0.0000	0.0010
Stigmatella	40	G	Bacteria	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Archangiaceae	0.0000	0.0000	0.0000
Anaeromyxobacter	161492	G	Bacteria	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	0.0010	0.0000	0.0000
Vulgatibacter	1524214	G	Bacteria	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Vulgatibacteraceae	0.0000	0.0000	0.0000
Pendulispora	3375062	G	Bacteria	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Pendulisporaceae	0.0010	0.0000	0.0000
Sorangium	39643	G	Bacteria	Pseudomonadati	Myxococcota		Polyangiales	Polyangiaceae	0.0080	0.0010	0.0050
Polyangium	55	G	Bacteria	Pseudomonadati	Myxococcota		Polyangiales	Polyangiaceae	0.0000	0.0000	0.0000
Chondromyces	50	G	Bacteria	Pseudomonadati	Myxococcota		Polyangiales	Polyangiaceae	0.0000	0.0000	0.0000
Labilithrix	1524217	G	Bacteria	Pseudomonadati	Myxococcota		Polyangiales	Labilitrichaceae	0.0010	0.0010	0.0000
Sandaracinus	1055688	G	Bacteria	Pseudomonadati	Myxococcota		Polyangiales	Sandaracinaceae	0.0000	0.0000	0.0000
Nannocystis	53	G	Bacteria	Pseudomonadati	Myxococcota		Nannocystales	Nannocystaceae	0.0010	0.0000	0.0000
Haliangium	162027	G	Bacteria	Pseudomonadati	Myxococcota		Haliangiales	Kofleriaceae	0.0000	0.0000	0.0000
Tunturiibacter	3154218	G	Bacteria	Pseudomonadati	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	0.0030	0.0020	0.0060
Terriglobus	392733	G	Bacteria	Pseudomonadati	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	0.0020	0.0000	0.0010
Granulicella	940557	G	Bacteria	Pseudomonadati	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	0.0020	0.0000	0.0000
Alloacidobacterium	2951993	G	Bacteria	Pseudomonadati	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	0.0020	0.0000	0.0000
Telmatobacter	1078829	G	Bacteria	Pseudomonadati	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	0.0020	0.0000	0.0010
Edaphobacter	388463	G	Bacteria	Pseudomonadati	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	0.0010	0.0000	0.0000
Acidisarcina	2608728	G	Bacteria	Pseudomonadati	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	0.0010	0.0000	0.0000
Acidobacterium	33973	G	Bacteria	Pseudomonadati	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	0.0010	0.0000	0.0000
Silvibacterium	1775468	G	Bacteria	Pseudomonadati	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	0.0000	0.0000	0.0000
Occallatibacter	1742983	G	Bacteria	Pseudomonadati	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	0.0000	0.0000	0.0000
Candidatus Korobacter	658061	G	Bacteria	Pseudomonadati	Acidobacteriota	Terriglobia	Terriglobales	Candidatus Korobacteraceae	0.0000	0.0000	0.0000
Paludibaculum	1649475	G	Bacteria	Pseudomonadati	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	0.0010	0.0000	0.0000
Geothrix	44675	G	Bacteria	Pseudomonadati	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	0.0010	0.0000	0.0010
Mesoterricola	3074468	G	Bacteria	Pseudomonadati	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	0.0010	0.0000	0.0000
Acanthopleuribacter	442869	G	Bacteria	Pseudomonadati	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	0.0010	0.0000	0.0000
Sulfidibacter	2915177	G	Bacteria	Pseudomonadati	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	0.0000	0.0000	0.0000
Thermotomaculum	1172428	G	Bacteria	Pseudomonadati	Acidobacteriota	Holophagae	Thermotomaculales	Thermotomaculaceae	0.0000	0.0000	0.0010
Luteitalea	2004797	G	Bacteria	Pseudomonadati	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	0.0010	0.0000	0.0010
Chloracidobacterium	458032	G	Bacteria	Pseudomonadati	Acidobacteriota	Blastocatellia	Chloracidobacteriales	Chloracidobacteriaceae	0.0010	0.0000	0.0020
Desulfurobacterium	64159	G	Bacteria	Pseudomonadati	Aquificota	Aquificia	Desulfurobacteriales	Desulfurobacteriaceae	0.0150	0.0120	0.0170
Thermovibrio	171868	G	Bacteria	Pseudomonadati	Aquificota	Aquificia	Desulfurobacteriales	Desulfurobacteriaceae	0.0000	0.0000	0.0000
Hydrogenobacter	939	G	Bacteria	Pseudomonadati	Aquificota	Aquificia	Aquificales	Aquificaceae	0.0010	0.0000	0.0000
Thermocrinis	75905	G	Bacteria	Pseudomonadati	Aquificota	Aquificia	Aquificales	Aquificaceae	0.0010	0.0000	0.0010
Pampinifervens	3453421	G	Bacteria	Pseudomonadati	Aquificota	Aquificia	Aquificales	Aquificaceae	0.0000	0.0000	0.0000
Hydrogenobaculum	168657	G	Bacteria	Pseudomonadati	Aquificota	Aquificia	Aquificales	Aquificaceae	0.0000	0.0000	0.0000
Aquifex	2713	G	Bacteria	Pseudomonadati	Aquificota	Aquificia	Aquificales	Aquificaceae	0.0000	0.0000	0.0010
Sulfurihydrogenibium	212790	G	Bacteria	Pseudomonadati	Aquificota	Aquificia	Aquificales	Hydrogenothermaceae	0.0000	0.0070	0.0000
Persephonella	182899	G	Bacteria	Pseudomonadati	Aquificota	Aquificia	Aquificales	Hydrogenothermaceae	0.0000	0.0000	0.0000
Nitrospira	1234	G	Bacteria	Pseudomonadati	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	0.0130	0.0090	0.0090
Leptospirillum	179	G	Bacteria	Pseudomonadati	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	0.0010	0.0000	0.0000
Candidatus Magnetomonas	3459270	G	Bacteria	Pseudomonadati	Nitrospirota	Nitrospiria			0.0010	0.0000	0.0000
Dissulfurispira	2811506	G	Bacteria	Pseudomonadati	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	Dissulfurispiraceae	0.0020	0.0030	0.0010
Thermodesulfovibrio	28261	G	Bacteria	Pseudomonadati	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	0.0010	0.0000	0.0010
Deferribacter	53572	G	Bacteria	Pseudomonadati	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	0.0030	0.0050	0.0020
Geovibrio	46200	G	Bacteria	Pseudomonadati	Deferribacterota	Deferribacteres	Deferribacterales	Geovibrionaceae	0.0000	0.0000	0.0000
Denitrovibrio	117999	G	Bacteria	Pseudomonadati	Deferribacterota	Deferribacteres	Deferribacterales	Geovibrionaceae	0.0000	0.0000	0.0000
Mucispirillum	248038	G	Bacteria	Pseudomonadati	Deferribacterota	Deferribacteres	Deferribacterales	Mucispirillaceae	0.0010	0.0000	0.0000
Flexistipes	2351	G	Bacteria	Pseudomonadati	Deferribacterota	Deferribacteres	Deferribacterales	Flexistipitaceae	0.0000	0.0000	0.0010
Calditerrivibrio	545865	G	Bacteria	Pseudomonadati	Deferribacterota	Deferribacteres	Deferribacterales	Calditerrivibrionaceae	0.0000	0.0000	0.0010
Atribacter	2847777	G	Bacteria	Pseudomonadati	Atribacterota	Atribacteria	Atribacterales	Atribacteraceae	0.0030	0.0000	0.0010
Candidatus Caldatribacterium	1454725	G	Bacteria	Pseudomonadati	Atribacterota	Atribacteria	Atribacterales	Candidatus Caldatribacteriaceae	0.0010	0.0000	0.0010
Thermodesulfobium	227388	G	Bacteria	Pseudomonadati	Thermodesulfobiota	Thermodesulfobiia	Thermodesulfobiales	Thermodesulfobiaceae	0.0040	0.0010	0.0030
Dictyoglomus	13	G	Bacteria	Pseudomonadati	Dictyoglomota	Dictyoglomia	Dictyoglomales	Dictyoglomaceae	0.0020	0.0070	0.0010
Coprothermobacter	68335	G	Bacteria	Pseudomonadati	Coprothermobacterota	Coprothermobacteria	Coprothermobacterales	Coprothermobacteraceae	0.0010	0.0000	0.0000
Caldisericum	693074	G	Bacteria	Pseudomonadati	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	0.0010	0.0010	0.0010
Desulfurispirillum	393029	G	Bacteria	Pseudomonadati	Chrysiogenota	Chrysiogenia	Chrysiogenales	Chrysiogenaceae	0.0010	0.0000	0.0000
Elusimicrobium	423604	G	Bacteria	Pseudomonadati	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	0.0000	0.0000	0.0000
Candidatus Endomicrobiellum	3238959	G	Bacteria	Pseudomonadati	Elusimicrobiota	Endomicrobiia	Endomicrobiales	Endomicrobiaceae	0.0000	0.0000	0.0000
Thermomicrobium	499	G	Bacteria	Pseudomonadati	Thermomicrobiota	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	0.0010	0.0000	0.0000
Caldithrix	187144	G	Bacteria	Pseudomonadati	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	0.0000	0.0000	0.0000
Nitrospina	35800	G	Bacteria	Pseudomonadati	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	0.0000	0.0000	0.0000
Thermosulfidibacter	412592	G	Bacteria	Pseudomonadati	Thermosulfidibacterota	Thermosulfidibacteria	Thermosulfidibacterales	Thermosulfidibacteraceae	0.0000	0.0000	0.0000
Zhurongbacter	3470744	G	Bacteria	Pseudomonadati	Zhurongbacterota				0.0000	0.0000	0.0000
Fusobacterium	848	G	Bacteria	Fusobacteriati	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	0.0790	0.1740	0.1350
Cetobacterium	180162	G	Bacteria	Fusobacteriati	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	0.0160	0.0350	0.0250
Ilyobacter	167639	G	Bacteria	Fusobacteriati	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	0.0040	0.0090	0.0070
Leptotrichia	32067	G	Bacteria	Fusobacteriati	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0.0260	0.0750	0.0350
Streptobacillus	34104	G	Bacteria	Fusobacteriati	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0.0030	0.0010	0.0120
Sneathia	168808	G	Bacteria	Fusobacteriati	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0.0020	0.0050	0.0040
Pseudoleptotrichia	2755140	G	Bacteria	Fusobacteriati	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0.0020	0.0050	0.0020
Sebaldella	32068	G	Bacteria	Fusobacteriati	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0.0020	0.0010	0.0010
Haliovirga	3072462	G	Bacteria	Fusobacteriati	Fusobacteriota	Fusobacteriia	Fusobacteriales	Haliovirgaceae	0.0040	0.0060	0.0050
Thermanaerovibrio	81461	G	Bacteria	Thermotogati	Synergistota	Synergistia	Synergistales	Synergistaceae	0.0410	0.0000	0.0110
Cloacibacillus	508459	G	Bacteria	Thermotogati	Synergistota	Synergistia	Synergistales	Synergistaceae	0.0000	0.0000	0.0000
Pyramidobacter	638847	G	Bacteria	Thermotogati	Synergistota	Synergistia	Synergistales	Dethiosulfovibrionaceae	0.0220	0.0190	0.0040
Aminobacterium	81466	G	Bacteria	Thermotogati	Synergistota	Synergistia	Synergistales	Aminobacteriaceae	0.0020	0.0020	0.0010
Marinitoga	160798	G	Bacteria	Thermotogati	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	0.0080	0.0070	0.0120
Oceanotoga	1255275	G	Bacteria	Thermotogati	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	0.0010	0.0010	0.0020
Petrotoga	28236	G	Bacteria	Thermotogati	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	0.0010	0.0000	0.0000
Tepiditoga	2778400	G	Bacteria	Thermotogati	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	0.0010	0.0010	0.0010
Defluviitoga	1511648	G	Bacteria	Thermotogati	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	0.0000	0.0000	0.0010
Fervidobacterium	2422	G	Bacteria	Thermotogati	Thermotogota	Thermotogae	Thermotogales	Fervidobacteriaceae	0.0030	0.0060	0.0060
Thermosipho	2420	G	Bacteria	Thermotogati	Thermotogota	Thermotogae	Thermotogales	Fervidobacteriaceae	0.0010	0.0080	0.0020
Pseudothermotoga	1643951	G	Bacteria	Thermotogati	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	0.0010	0.0000	0.0010
Thermotoga	2335	G	Bacteria	Thermotogati	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	0.0000	0.0000	0.0000
Mesotoga	1184396	G	Bacteria	Thermotogati	Thermotogota	Thermotogae	Kosmotogales	Kosmotogaceae	0.0000	0.0000	0.0000
Kosmotoga	651456	G	Bacteria	Thermotogati	Thermotogota	Thermotogae	Kosmotogales	Kosmotogaceae	0.0000	0.0000	0.0000
Athalassotoga	1769718	G	Bacteria	Thermotogati	Thermotogota	Thermotogae	Mesoaciditogales	Mesoaciditogaceae	0.0000	0.0000	0.0000
Deinococcus	1298	G	Bacteria	Thermotogati	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	0.0070	0.0010	0.0060
Allomeiothermus	2935559	G	Bacteria	Thermotogati	Deinococcota	Deinococci	Thermales	Thermaceae	0.0020	0.0010	0.0000
Thermus	270	G	Bacteria	Thermotogati	Deinococcota	Deinococci	Thermales	Thermaceae	0.0010	0.0000	0.0010
Meiothermus	65551	G	Bacteria	Thermotogati	Deinococcota	Deinococci	Thermales	Thermaceae	0.0000	0.0000	0.0000
Truepera	332248	G	Bacteria	Thermotogati	Deinococcota	Deinococci	Trueperales	Trueperaceae	0.0000	0.0000	0.0000
Candidatus Babela	1551504	G	Bacteria			Candidatus Babeliae	Candidatus Babeliales	Candidatus Babeliaceae	0.0030	0.0000	0.0040
Candidatus Chromulinivorax	2953757	G	Bacteria			Candidatus Babeliae	Candidatus Babeliales	Candidatus Chromulinivoraceae	0.0010	0.0000	0.0000
Candidatus Nanosynbacter	2093823	G	Bacteria		Candidatus Saccharimonadota	Candidatus Saccharimonadia	Candidatus Nanosynbacterales	Candidatus Nanosynbacteraceae	0.0030	0.0000	0.0000
Candidatus Southlakia	3350975	G	Bacteria		Candidatus Saccharimonadota	Candidatus Saccharimonadia	Candidatus Saccharimonadales	Candidatus Saccharimonadaceae	0.0000	0.0000	0.0000
Candidatus Saccharimonas	1331051	G	Bacteria		Candidatus Saccharimonadota	Candidatus Saccharimonadia	Candidatus Saccharimonadales	Candidatus Saccharimonadaceae	0.0000	0.0000	0.0000
Candidatus Mycosynbacter	2831665	G	Bacteria		Candidatus Saccharimonadota				0.0000	0.0000	0.0000
Candidatus Minimicrobia	2905967	G	Bacteria		Candidatus Saccharimonadota				0.0000	0.0000	0.0000
Fervidibacter	1448928	G	Bacteria		Candidatus Fervidibacterota	Fervidibacteria	Fervidibacterales	Fervidibacteraceae	0.0010	0.0000	0.0010
Candidatus Chazhemtobacterium	2715734	G	Bacteria					Candidatus Chazhemtobacteraceae	0.0000	0.0000	0.0000
Minisyncoccus	3238478	G	Bacteria		Minisyncoccota	Minisyncoccia	Minisyncoccales	Minisyncoccaceae	0.0000	0.0000	0.0000
Candidatus Absconditicoccus	2900570	G	Bacteria		Candidatus Absconditibacteriota		Candidatus Absconditabacterales	Candidatus Absconditicoccaceae	0.0000	0.0020	0.0040
Bradymonas	1779136	G	Bacteria			Deltaproteobacteria	Bradymonadales	Bradymonadaceae	0.0000	0.0000	0.0000
Persicimonas	2766927	G	Bacteria			Deltaproteobacteria	Bradymonadales	Bradymonadaceae	0.0000	0.0000	0.0000
Allomicrovenator	2946507	G	Bacteria			Deltaproteobacteria	Bradymonadales	Allomicrovenatoraceae	0.0000	0.0000	0.0000
Dissulfurimicrobium	1769732	G	Bacteria			Deltaproteobacteria			0.0000	0.0000	0.0000
Lathyrus	3853	G	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	0.1980	0.3530	0.2980
Vicia	3904	G	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	0.1610	0.3250	0.2270
Medicago	3877	G	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	0.0590	0.1030	0.0860
Trifolium	3898	G	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	0.0980	0.1490	0.1700
Cicer	3826	G	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	0.0900	0.1820	0.1300
Lotus	3867	G	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	0.0690	0.1250	0.0860
Vigna	3913	G	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	0.2050	0.3880	0.3820
Glycine	3846	G	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	0.1500	0.3020	0.2590
Cajanus	3820	G	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	0.0790	0.1840	0.1490
Phaseolus	3883	G	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	0.0530	0.1650	0.0870
Arachis	3817	G	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	0.2770	0.5830	0.4080
Lupinus	3869	G	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	0.1170	0.2870	0.2150
Malus	3749	G	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	0.0880	0.1650	0.1650
Pyrus	3766	G	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	0.0450	0.0460	0.0650
Prunus	3754	G	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	0.0610	0.0790	0.0790
Fragaria	3746	G	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	0.0410	0.0580	0.0380
