name	taxonomy_id	taxonomy_lvl	Superkingdom	Kingdom	Phylum	Class	Order	5MMH_5_pct_reads	6PEH_6_pct_reads	SVH11_Q11_pct_reads
Oleaceae	4144	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	0.1320	0.2090	0.1900
Pedaliaceae	4180	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	0.0500	0.1150	0.0760
Rubiaceae	24966	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	0.2350	0.2360	0.1590
Asteraceae	4210	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	1.2610	2.2030	1.8570
Apiaceae	4037	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	0.2410	0.5220	0.3760
Balsaminaceae	25692	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	0.1000	0.2050	0.1570
Actinidiaceae	3623	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	0.0880	0.1750	0.1360
Ebenaceae	19955	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	0.0780	0.0680	0.0880
Ericaceae	4345	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	0.0510	0.0840	0.0530
Chenopodiaceae	1804623	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	0.2270	0.4040	0.3990
Caryophyllaceae	3568	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	0.1270	0.1900	0.1620
Amaranthaceae	3563	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	0.0910	0.1880	0.2050
Ximeniaceae	1003242	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Santalales	0.1320	0.2110	0.1930
Poaceae	4479	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	1.1420	1.4450	1.2160
Bromeliaceae	4613	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	0.0490	0.0970	0.0510
Cyperaceae	4609	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	0.0660	0.1750	0.1960
Typhaceae	4731	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	0.0430	0.0920	0.0960
Zingiberaceae	4642	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	0.2570	0.3610	0.3400
Musaceae	4637	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	0.1950	0.6030	0.4460
Arecaceae	4710	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Arecales	0.1580	0.2450	0.2220
Asparagaceae	40552	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	0.0880	0.1130	0.1020
Dioscoreaceae	4671	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	0.0790	0.2000	0.1110
Araceae	4454	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	0.0540	0.1070	0.0850
Papaveraceae	3465	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	0.1990	0.3170	0.2470
Proteaceae	4328	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Proteales	0.1350	0.1320	0.1570
Magnoliaceae	3401	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Magnoliales	0.1200	0.1630	0.1170
Nymphaeaceae	4410	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Nymphaeales	0.0330	0.0460	0.0550
Cupressaceae	3367	F	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Cupressales	0.6010	1.0850	0.9460
Funariaceae	3216	F	Eukaryota	Viridiplantae	Streptophyta	Bryopsida	Funariales	0.0710	0.1670	0.1210
Bathycoccaceae	1525212	F	Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	0.0030	0.0040	0.0030
Mamiellaceae	41873	F	Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	0.0020	0.0000	0.0000
Chlamydomonadaceae	3051	F	Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	0.0040	0.0000	0.0020
Hominidae	9604	F	Eukaryota	Metazoa	Chordata	Mammalia	Primates	1.0180	1.7060	1.7430
Saccharomycetaceae	4893	F	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	0.2300	0.0720	0.0960
Saccharomycodaceae	34365	F	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycodales	0.0070	0.0090	0.0160
Debaryomycetaceae	766764	F	Eukaryota	Fungi	Ascomycota	Pichiomycetes	Serinales	0.0370	0.0170	0.0200
Metschnikowiaceae	27319	F	Eukaryota	Fungi	Ascomycota	Pichiomycetes	Serinales	0.0020	0.0010	0.0010
Pichiaceae	1156497	F	Eukaryota	Fungi	Ascomycota	Pichiomycetes	Pichiales	0.0080	0.0050	0.0030
Trichomonascaceae	410830	F	Eukaryota	Fungi	Ascomycota	Dipodascomycetes	Dipodascales	0.0030	0.0010	0.0020
Nectriaceae	110618	F	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	0.0230	0.0180	0.0280
Clavicipitaceae	34397	F	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	0.0100	0.0120	0.0150
Hypocreaceae	5129	F	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	0.0090	0.0030	0.0060
Ophiocordycipitaceae	474942	F	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	0.0020	0.0020	0.0010
Cordycipitaceae	474943	F	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	0.0010	0.0010	0.0000
Glomerellaceae	681950	F	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Glomerellales	0.0090	0.0090	0.0100
Sordariaceae	5148	F	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Sordariales	0.0040	0.0090	0.0120
Chaetomiaceae	35718	F	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Sordariales	0.0040	0.0020	0.0010
Podosporaceae	2609812	F	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Sordariales	0.0020	0.0020	0.0020
Pyriculariaceae	2528436	F	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	0.0080	0.0110	0.0090
Sclerotiniaceae	28983	F	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	0.0040	0.0010	0.0050
Mycosphaerellaceae	93133	F	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	0.0190	0.0260	0.0090
Pleosporaceae	28556	F	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	0.0060	0.0090	0.0050
Didymellaceae	683158	F	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	0.0020	0.0000	0.0010
Trichocomaceae	28568	F	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	0.0120	0.0010	0.0020
Aspergillaceae	1131492	F	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	0.0110	0.0040	0.0100
Onygenaceae	33184	F	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Onygenales	0.0030	0.0000	0.0020
Schizosaccharomycetaceae	4894	F	Eukaryota	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	0.0090	0.0090	0.0100
Cryptococcaceae	1884633	F	Eukaryota	Fungi	Basidiomycota	Tremellomycetes	Tremellales	0.0350	0.0280	0.0270
Trichosporonaceae	1759442	F	Eukaryota	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	0.0030	0.0000	0.0010
Strophariaceae	40562	F	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	0.0030	0.0060	0.0060
Marasmiaceae	654128	F	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	0.0010	0.0010	0.0020
Ceratobasidiaceae	5250	F	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	0.0010	0.0000	0.0010
Pucciniaceae	5262	F	Eukaryota	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	0.0140	0.0420	0.0280
Ustilaginaceae	5268	F	Eukaryota	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	0.0020	0.0000	0.0010
Malasseziaceae	742845	F	Eukaryota	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	0.0010	0.0000	0.0010
Glomeraceae	36751	F	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Glomerales	0.0420	0.1310	0.0850
Nosematidae	27974	F	Eukaryota	Fungi	Microsporidia			0.0030	0.0040	0.0050
Unikaryonidae	36734	F	Eukaryota	Fungi	Microsporidia			0.0000	0.0000	0.0000
Plasmodiidae	1639119	F	Eukaryota		Apicomplexa	Aconoidasida	Haemosporida	0.0660	0.1360	0.1150
Theileriidae	27994	F	Eukaryota		Apicomplexa	Aconoidasida	Piroplasmida	0.0050	0.0100	0.0140
Babesiidae	32594	F	Eukaryota		Apicomplexa	Aconoidasida	Piroplasmida	0.0030	0.0020	0.0040
Cryptosporidiidae	35082	F	Eukaryota		Apicomplexa	Conoidasida	Eucoccidiorida	0.0060	0.0100	0.0100
Sarcocystidae	5809	F	Eukaryota		Apicomplexa	Conoidasida	Eucoccidiorida	0.0060	0.0030	0.0020
Parameciidae	340080	F	Eukaryota		Ciliophora	Oligohymenophorea	Peniculida	0.0000	0.0000	0.0000
Phaeodactylaceae	38749	F	Eukaryota		Bacillariophyta	Bacillariophyceae	Naviculales	0.0030	0.0000	0.0030
Thalassiosiraceae	29202	F	Eukaryota		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	0.0010	0.0000	0.0000
Peronosporaceae	4777	F	Eukaryota		Oomycota	Peronosporomycetes	Peronosporales	0.0030	0.0010	0.0020
Trichomonadidae	181550	F	Eukaryota		Parabasalia		Trichomonadida	0.0170	0.0320	0.0190
Hexamitidae	5739	F	Eukaryota		Fornicata		Diplomonadida	0.0020	0.0060	0.0040
Dictyosteliaceae	2058185	F	Eukaryota		Evosea	Eumycetozoa	Dictyosteliales	0.0160	0.0280	0.0130
Trypanosomatidae	5654	F	Eukaryota		Euglenozoa	Kinetoplastea	Trypanosomatida	0.0140	0.0020	0.0040
Cyanidiaceae	265316	F	Eukaryota		Rhodophyta	Bangiophyceae	Cyanidiales	0.0000	0.0000	0.0000
Geminigeraceae	589343	F	Eukaryota			Cryptophyceae	Pyrenomonadales	0.0000	0.0000	0.0000
Methanobacteriaceae	2159	F	Archaea	Methanobacteriati	Methanobacteriota	Methanobacteria	Methanobacteriales	0.0430	0.0770	0.0520
Methanocaldococcaceae	196117	F	Archaea	Methanobacteriati	Methanobacteriota	Methanococci	Methanococcales	0.0130	0.0200	0.0120
Methanococcaceae	2183	F	Archaea	Methanobacteriati	Methanobacteriota	Methanococci	Methanococcales	0.0030	0.0010	0.0010
Methanopyraceae	183713	F	Archaea	Methanobacteriati	Methanobacteriota	Methanopyri	Methanopyrales	0.0000	0.0000	0.0000
Methanosarcinaceae	2206	F	Archaea	Methanobacteriati	Methanobacteriota	Methanomicrobia	Methanosarcinales	0.0200	0.0470	0.0420
Methanomicrobiaceae	2194	F	Archaea	Methanobacteriati	Methanobacteriota	Methanomicrobia	Methanomicrobiales	0.0040	0.0140	0.0010
Methanospirillaceae	196137	F	Archaea	Methanobacteriati	Methanobacteriota	Methanomicrobia	Methanomicrobiales	0.0030	0.0050	0.0020
Methanoregulaceae	1198451	F	Archaea	Methanobacteriati	Methanobacteriota	Methanomicrobia	Methanomicrobiales	0.0010	0.0000	0.0000
Methanocellaceae	570265	F	Archaea	Methanobacteriati	Methanobacteriota	Methanomicrobia	Methanocellales	0.0010	0.0020	0.0000
Methanotrichaceae	143067	F	Archaea	Methanobacteriati	Methanobacteriota	Methanomicrobia	Methanotrichales	0.0000	0.0000	0.0000
Haloferacaceae	1644056	F	Archaea	Methanobacteriati	Methanobacteriota	Halobacteria	Halobacteriales	0.0080	0.0010	0.0050
Natrialbaceae	1644061	F	Archaea	Methanobacteriati	Methanobacteriota	Halobacteria	Halobacteriales	0.0060	0.0010	0.0030
Haloarculaceae	1963268	F	Archaea	Methanobacteriati	Methanobacteriota	Halobacteria	Halobacteriales	0.0040	0.0000	0.0030
Haladaptataceae	3064797	F	Archaea	Methanobacteriati	Methanobacteriota	Halobacteria	Halobacteriales	0.0010	0.0010	0.0020
Natronomonadaceae	3402413	F	Archaea	Methanobacteriati	Methanobacteriota	Halobacteria	Halobacteriales	0.0010	0.0000	0.0010
Halobacteriaceae	2236	F	Archaea	Methanobacteriati	Methanobacteriota	Halobacteria	Halobacteriales	0.0010	0.0000	0.0020
Halococcaceae	1963270	F	Archaea	Methanobacteriati	Methanobacteriota	Halobacteria	Halobacteriales	0.0010	0.0010	0.0000
Natronoarchaeaceae	2976354	F	Archaea	Methanobacteriati	Methanobacteriota	Halobacteria	Halobacteriales	0.0000	0.0000	0.0000
Thermococcaceae	2259	F	Archaea	Methanobacteriati	Methanobacteriota	Thermococci	Thermococcales	0.0030	0.0010	0.0020
Archaeoglobaceae	2232	F	Archaea	Methanobacteriati	Methanobacteriota	Archaeoglobi	Archaeoglobales	0.0010	0.0020	0.0000
Cuniculiplasmataceae	1747776	F	Archaea	Methanobacteriati	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	0.0030	0.0050	0.0020
Ferroplasmaceae	90142	F	Archaea	Methanobacteriati	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	0.0010	0.0010	0.0020
Picrophilaceae	46630	F	Archaea	Methanobacteriati	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	0.0000	0.0000	0.0000
Thermoplasmataceae	46659	F	Archaea	Methanobacteriati	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	0.0000	0.0000	0.0000
Methanomassiliicoccaceae	1577788	F	Archaea	Methanobacteriati	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	0.0010	0.0000	0.0010
Nitrosopumilaceae	338190	F	Archaea	Thermoproteati	Nitrososphaerota	Nitrososphaeria	Nitrosopumilales	0.0260	0.0160	0.0040
Nitrososphaeraceae	1033997	F	Archaea	Thermoproteati	Nitrososphaerota	Nitrososphaeria	Nitrososphaerales	0.0040	0.0050	0.0030
Nitrosotaleaceae	3373482	F	Archaea	Thermoproteati	Nitrososphaerota	Nitrososphaeria	Nitrosotaleales	0.0010	0.0000	0.0000
Sulfolobaceae	118883	F	Archaea	Thermoproteati	Thermoproteota	Thermoprotei	Sulfolobales	0.0110	0.0130	0.0090
Thermoproteaceae	2267	F	Archaea	Thermoproteati	Thermoproteota	Thermoprotei	Thermoproteales	0.0030	0.0020	0.0020
Desulfurococcaceae	2272	F	Archaea	Thermoproteati	Thermoproteota	Thermoprotei	Desulfurococcales	0.0010	0.0040	0.0000
Pyrodictiaceae	2307	F	Archaea	Thermoproteati	Thermoproteota	Thermoprotei	Desulfurococcales	0.0000	0.0000	0.0000
Thermofilaceae	114378	F	Archaea	Thermoproteati	Thermoproteota	Thermoprotei	Thermofilales	0.0000	0.0000	0.0000
Promethearchaeaceae	3366644	F	Archaea	Promethearchaeati	Promethearchaeota	Promethearchaeia	Promethearchaeales	0.0070	0.0090	0.0060
Nanobdellaceae	2974823	F	Archaea	Nanobdellati	Nanobdellota	Nanobdellia	Nanobdellales	0.0010	0.0030	0.0010
Candidatus Micrarchaeaceae	2885735	F	Archaea	Nanobdellati	Microcaldota	Candidatus Micrarchaeia	Candidatus Micrarchaeales	0.0000	0.0000	0.0000
Herelleviridae	2560065	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0020	0.0010	0.0020
Grimontviridae	3044466	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0020	0.0030	0.0050
Chimalliviridae	3152113	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0030	0.0000	0.0050
Demerecviridae	2731690	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0010	0.0000	0.0000
Mesyanzhinovviridae	2946162	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0010	0.0000	0.0000
Connertonviridae	3424642	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0000	0.0050	0.0010
Stanwilliamsviridae	3044479	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0010	0.0000	0.0000
Schitoviridae	2842329	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0000	0.0000	0.0000
Vandenendeviridae	3424680	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0010	0.0000	0.0010
Rountreeviridae	2842327	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0010	0.0000	0.0000
Drexlerviridae	2731691	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0010	0.0000	0.0010
Aliceevansviridae	3044455	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0000	0.0000	0.0010
Pachyviridae	2946166	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0010	0.0000	0.0000
Fredfastierviridae	3044465	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0000	0.0000	0.0000
Straboviridae	2946170	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	Pantevenvirales	0.0020	0.0000	0.0020
Kyanoviridae	2946160	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	Pantevenvirales	0.0010	0.0010	0.0010
Intestiviridae	2942964	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	Crassvirales	0.0010	0.0000	0.0000
Suoliviridae	2942966	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	Crassvirales	0.0010	0.0000	0.0060
Autonotataviridae	3424634	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales	0.0000	0.0000	0.0000
Autoscriptoviridae	3424635	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales	0.0000	0.0000	0.0000
Autosignataviridae	3424636	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales	0.0000	0.0000	0.0000
Orthoherpesviridae	3044472	F	Viruses	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	0.0010	0.0000	0.0010
Mimiviridae	549779	F	Viruses	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	0.0040	0.0060	0.0040
Schizomimiviridae	3044476	F	Viruses	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	0.0000	0.0010	0.0000
Iridoviridae	10486	F	Viruses	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	0.0010	0.0010	0.0010
Marseilleviridae	944644	F	Viruses	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	0.0000	0.0000	0.0000
Orpheoviridae	3152140	F	Viruses	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	0.0000	0.0010	0.0010
Pithoviridae	2023203	F	Viruses	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	0.0000	0.0000	0.0000
Phycodnaviridae	10501	F	Viruses	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	0.0010	0.0000	0.0000
Poxviridae	10240	F	Viruses	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	0.0010	0.0090	0.0020
Asfarviridae	137992	F	Viruses	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	0.0000	0.0000	0.0000
Solspiviridae	2842331	F	Viruses	Orthornavirae	Lenarviricota	Leviviricetes	Norzivirales	0.0040	0.0000	0.0000
Mitoviridae	2732892	F	Viruses	Orthornavirae	Lenarviricota	Howeltoviricetes	Cryppavirales	0.0000	0.0000	0.0000
Peribunyaviridae	1980416	F	Viruses	Orthornavirae	Negarnaviricota	Bunyaviricetes	Elliovirales	0.0010	0.0010	0.0020
Nairoviridae	1980415	F	Viruses	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	0.0000	0.0000	0.0000
Rhabdoviridae	11270	F	Viruses	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	0.0000	0.0000	0.0000
Paramyxoviridae	11158	F	Viruses	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	0.0000	0.0000	0.0000
Coronaviridae	11118	F	Viruses	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	0.0000	0.0000	0.0000
Picornaviridae	12058	F	Viruses	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	0.0000	0.0000	0.0000
Sedoreoviridae	2946186	F	Viruses	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	0.0000	0.0000	0.0050
Chrysoviridae	249310	F	Viruses	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	0.0000	0.0000	0.0000
Caulimoviridae	186534	F	Viruses	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	0.0000	0.0000	0.0000
Nudiviridae	1511852	F	Viruses			Naldaviricetes	Lefavirales	0.0030	0.0000	0.0000
Baculoviridae	10442	F	Viruses			Naldaviricetes	Lefavirales	0.0000	0.0000	0.0000
Plasmaviridae	10472	F	Viruses					0.0010	0.0020	0.0000
Bicaudaviridae	423358	F	Viruses					0.0000	0.0000	0.0000
Bacilladnaviridae	2169567	F	Viruses	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Baphyvirales	0.0000	0.0000	0.0000
Circoviridae	39724	F	Viruses	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	0.0000	0.0000	0.0000
Plectroviridae	2732098	F	Viruses	Loebvirae	Hofneiviricota	Faserviricetes	Tubulavirales	0.0000	0.0000	0.0000
Rudiviridae	157897	F	Viruses	Zilligvirae	Taleaviricota	Tokiviricetes	Ligamenvirales	0.0000	0.0000	0.0000
Carbonactinosporaceae	2864377	F	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	0.0000	0.0000	0.0000
Fimbriimonadaceae	1663426	F	Bacteria	Bacillati	Armatimonadota	Fimbriimonadia	Fimbriimonadales	0.0000	0.0000	0.0000
Sphaerobacteraceae	85002	F	Bacteria	Pseudomonadati	Thermomicrobiota	Thermomicrobia	Sphaerobacterales	0.0000	0.0000	0.0000
Cryptomonadaceae	2896	F	Eukaryota			Cryptophyceae	Cryptomonadales	0.0000	0.0000	0.0000
Halalkalicoccaceae	3386556	F	Archaea	Methanobacteriati	Methanobacteriota	Halobacteria	Halobacteriales	0.0000	0.0000	0.0000
Candidatus Nitrosocaldaceae	1968910	F	Archaea	Thermoproteati	Nitrososphaerota	Nitrososphaeria	Candidatus Nitrosocaldales	0.0000	0.0010	0.0000
Acidilobaceae	871007	F	Archaea	Thermoproteati	Thermoproteota	Thermoprotei	Acidilobales	0.0000	0.0000	0.0000
Molycolviridae	2946163	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0000	0.0060	0.0000
Ackermannviridae	2169529	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	Pantevenvirales	0.0000	0.0000	0.0000
Autotranscriptaviridae	3424637	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales	0.0000	0.0000	0.0000
Tospoviridae	1980419	F	Viruses	Orthornavirae	Negarnaviricota	Bunyaviricetes	Elliovirales	0.0000	0.0010	0.0000
Spinareoviridae	2946187	F	Viruses	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	0.0000	0.0000	0.0000
Endornaviridae	564644	F	Viruses	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	0.0000	0.0000	0.0000
Parvoviridae	10780	F	Viruses	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	0.0000	0.0000	0.0000
Geminiviridae	10811	F	Viruses	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	0.0000	0.0000	0.0000
Candidatus Spongiisociaceae	2983162	F	Bacteria	Bacillati	Actinomycetota	Acidimicrobiia	Candidatus Spongiisociales	0.0000	0.0000	0.0000
Thermithiobacillaceae	225059	F	Bacteria	Pseudomonadati	Pseudomonadota	Acidithiobacillia	Acidithiobacillales	0.0000	0.0000	0.0000
Anaerohalosphaeraceae	2690158	F	Bacteria	Pseudomonadati	Planctomycetota	Phycisphaerae	Sedimentisphaerales	0.0000	0.0000	0.0000
Thermatribacteraceae	3240449	F	Bacteria	Pseudomonadati	Atribacterota	Atribacteria	Atribacterales	0.0000	0.0000	0.0000
Candidatus Bipolaricaulaceae	3121609	F	Bacteria		Candidatus Bipolaricaulota	Candidatus Bipolaricaulia	Candidatus Bipolaricaulales	0.0000	0.0000	0.0110
Naviculaceae	67474	F	Eukaryota		Bacillariophyta	Bacillariophyceae	Naviculales	0.0000	0.0000	0.0000
Methanonatronarchaeaceae	2202724	F	Archaea	Methanobacteriati	Methanobacteriota	Methanonatronarchaeia	Methanonatronarchaeales	0.0000	0.0000	0.0000
Candidatus Methanoliparaceae	2545690	F	Archaea	Methanobacteriati	Methanobacteriota	Candidatus Methanoliparia	Candidatus Methanoliparales	0.0000	0.0000	0.0000
Caldisphaeraceae	255472	F	Archaea	Thermoproteati	Thermoproteota	Thermoprotei	Acidilobales	0.0000	0.0000	0.0000
Tardisphaeraceae	3471630	F	Archaea	Thermoproteati	Thermoproteota	Tardisphaeria	Tardisphaerales	0.0000	0.0000	0.0000
Zierdtviridae	2946175	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0000	0.0000	0.0000
Andersonviridae	3424631	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0000	0.0000	0.0000
Chaseviridae	2731689	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0000	0.0000	0.0000
Salasmaviridae	2842328	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0000	0.0000	0.0000
Lindbergviridae	3424659	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0000	0.0000	0.0010
Sarkviridae	3424670	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0000	0.0000	0.0000
Arenbergviridae	3044459	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0000	0.0000	0.0000
Felixviridae	3424647	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0000	0.0000	0.0000
Jeanschmidtviridae	3424654	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0000	0.0000	0.0000
Crevaviridae	2942963	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	Crassvirales	0.0000	0.0000	0.0000
Mtkvariviridae	3680502	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes		0.0000	0.0000	0.0000
Aoguangviridae	3044458	F	Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	Magrovirales	0.0000	0.0000	0.0010
Adenoviridae	10508	F	Viruses	Bamfordvirae	Preplasmiviricota	Pharingeaviricetes	Rowavirales	0.0000	0.0000	0.0000
Tobaniviridae	2508209	F	Viruses	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	0.0000	0.0000	0.0000
Secoviridae	675072	F	Viruses	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	0.0000	0.0000	0.0000
Potyviridae	39729	F	Viruses	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	0.0000	0.0000	0.0000
Hytrosaviridae	1285590	F	Viruses			Naldaviricetes	Lefavirales	0.0000	0.0000	0.0020
