name	taxonomy_id	taxonomy_lvl	Superkingdom	Kingdom	Phylum	Class	Order	Family	Genus	5MMH_5_pct_reads	6PEH_6_pct_reads	SVH11_Q11_pct_reads
Chlamydia avium	1457141	S	Bacteria	Pseudomonadati	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	0.0000	0.0000	0.0000
Chlamydiifrater volucris	2681470	S	Bacteria	Pseudomonadati	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydiifrater	0.0000	0.0000	0.0000
Coraliomargarita algicola	3092156	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Puniceicoccales	Coraliomargaritaceae	Coraliomargarita	0.0020	0.0000	0.0010
Coraliomargarita sp. W4R53	3473458	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Puniceicoccales	Coraliomargaritaceae	Coraliomargarita	0.0010	0.0000	0.0000
Coraliomargarita sp. W4R72	3473459	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Puniceicoccales	Coraliomargaritaceae	Coraliomargarita	0.0010	0.0000	0.0000
Coraliomargarita akajimensis	395922	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Puniceicoccales	Coraliomargaritaceae	Coraliomargarita	0.0010	0.0000	0.0000
Rubellicoccus peritrichatus	3080537	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Puniceicoccales	Cerasicoccaceae	Rubellicoccus	0.0020	0.0000	0.0010
Ruficoccus sp. ZRK36	2866311	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Puniceicoccales	Cerasicoccaceae	Ruficoccus	0.0010	0.0000	0.0000
Opitutus terrae	107709	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Opitutales	Opitutaceae	Opitutus	0.0010	0.0000	0.0000
Opitutus sp. GAS368	1882749	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Opitutales	Opitutaceae	Opitutus	0.0000	0.0000	0.0000
Actomonas aquatica	2866162	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Opitutales	Opitutaceae	Actomonas	0.0000	0.0000	0.0000
Termitidicoccus mucosus	1184151	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Opitutales	Opitutaceae	Termitidicoccus	0.0000	0.0000	0.0000
Nibricoccus aquaticus	2576891	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Opitutales	Opitutaceae	Nibricoccus	0.0000	0.0000	0.0000
Horticoccus sp. 23ND18S-11	3391832	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Opitutales	Opitutaceae	Horticoccus	0.0000	0.0000	0.0000
Lacunisphaera limnophila	1838286	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Opitutales	Opitutaceae	Lacunisphaera	0.0000	0.0000	0.0000
Synoicihabitans lomoniglobus	2909285	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Opitutales	Opitutaceae	Synoicihabitans	0.0000	0.0000	0.0000
Ereboglobus luteus	1796921	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Opitutales	Opitutaceae	Ereboglobus	0.0000	0.0000	0.0000
Oleiharenicola sp. Vm1	3398393	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Opitutales	Opitutaceae	Oleiharenicola	0.0000	0.0000	0.0000
Lotipaludicoccus stagni	3034021	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Opitutales	Opitutaceae	Lotipaludicoccus	0.0000	0.0000	0.0000
Congregicoccus parvus	3081749	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Opitutales	Alterococcaceae	Congregicoccus	0.0000	0.0000	0.0000
Luteolibacter sp. LG18	2819286	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	0.0010	0.0000	0.0000
Luteolibacter sp. Populi	3230487	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	0.0000	0.0000	0.0000
Luteolibacter sp. SL250	2995170	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	0.0000	0.0000	0.0000
Luteolibacter sp. AS25	3135776	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	0.0000	0.0000	0.0000
Luteolibacter luteus	2728835	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	0.0000	0.0000	0.0000
Verrucomicrobium spinosum	2736	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	0.0010	0.0000	0.0000
Verrucomicrobium sp. GAS474	1882831	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	0.0000	0.0000	0.0000
Roseimicrobium sp. ORNL1	2711231	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	0.0010	0.0000	0.0000
Roseibacillus persicicus	454148	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Roseibacillus	0.0000	0.0000	0.0000
Sulfuriroseicoccus oceanibius	2707525	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Sulfuriroseicoccus	0.0000	0.0000	0.0000
Oceaniferula spumae	2979115	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Oceaniferula	0.0000	0.0000	0.0000
Haloferula helveola	490095	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Haloferula	0.0000	0.0000	0.0000
Akkermansia muciniphila	239935	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	0.0020	0.0000	0.0000
Akkermansia sp. N21116	3040764	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	0.0010	0.0000	0.0000
Akkermansia sp. BCRC 18949	3037987	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	0.0000	0.0000	0.0000
Akkermansia sp. AKK6	3567996	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	0.0000	0.0000	0.0000
Akkermansia glycaniphila	1679444	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	0.0000	0.0000	0.0000
Fontisphaera persica	2974023	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Limisphaerales	Fontisphaeraceae	Fontisphaera	0.0000	0.0000	0.0000
Candidatus Methylacidiphilum fumarolicum	591154	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum (ex Ratnadevi et al. 2023)	0.0010	0.0000	0.0000
Methylacidiphilum caldifontis	2795386	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum (ex Ratnadevi et al. 2023)	0.0000	0.0000	0.0000
Candidatus Methylacidiphilum infernorum	511746	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum (ex Ratnadevi et al. 2023)	0.0000	0.0000	0.0000
Methylacidiphilum kamchatkense	431057	S	Bacteria	Pseudomonadati	Verrucomicrobiota	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum (ex Ratnadevi et al. 2023)	0.0000	0.0000	0.0000
Methylacidimicrobium sp. AP8	2730359	S	Bacteria	Pseudomonadati	Verrucomicrobiota				Methylacidimicrobium	0.0010	0.0000	0.0000
Methylacidimicrobium sp. B4	2796139	S	Bacteria	Pseudomonadati	Verrucomicrobiota				Methylacidimicrobium	0.0000	0.0000	0.0000
Tichowtungia aerotolerans	2697043	S	Bacteria	Pseudomonadati	Kiritimatiellota	Tichowtungiia	Tichowtungiales	Tichowtungiaceae	Tichowtungia	0.0010	0.0000	0.0000
Kiritimatiella glycovorans	1307763	S	Bacteria	Pseudomonadati	Kiritimatiellota	Kiritimatiellia	Kiritimatiellales	Kiritimatiellaceae	Kiritimatiella	0.0000	0.0000	0.0000
Lentisphaera profundi	1658616	S	Bacteria	Pseudomonadati	Lentisphaerota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera	0.0010	0.0000	0.0010
Candidatus Velamenicoccus archaeovorus	1930593	S	Bacteria	Pseudomonadati	Candidatus Omnitrophota				Candidatus Velamenicoccus	0.0000	0.0000	0.0000
Borrelia miyamotoi	47466	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	0.0060	0.0080	0.0030
Borrelia sp. A-FGy1	2608247	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	0.0010	0.0000	0.0000
Borrelia sp. HM	1882662	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	0.0010	0.0000	0.0010
Borrelia sp. P9F1	3058374	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	0.0010	0.0000	0.0000
Borrelia sp. BU AG58	2887345	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	0.0000	0.0000	0.0010
Borrelia coriaceae	144	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	0.0020	0.0020	0.0010
Borrelia turicatae	142	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	0.0020	0.0000	0.0010
Borrelia turcica	229155	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	0.0000	0.0000	0.0000
Borrelia nietonii	3117462	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	0.0020	0.0000	0.0000
Borrelia crocidurae	29520	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	0.0000	0.0000	0.0000
Borrelia parkeri	141	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	0.0000	0.0000	0.0010
Candidatus Borrelia fainii	2518322	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	0.0000	0.0000	0.0000
Borrelia hermsii	140	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	0.0000	0.0000	0.0010
Borrelia puertoricensis	2756107	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	0.0000	0.0030	0.0020
Borreliella turdi	57863	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	0.0010	0.0020	0.0010
Borreliella burgdorferi	139	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	0.0020	0.0010	0.0000
Candidatus Borreliella tachyglossi	1964448	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	0.0000	0.0010	0.0020
Borreliella lusitaniae	100177	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	0.0010	0.0000	0.0030
Borreliella carolinensis	478174	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	0.0010	0.0000	0.0000
Borreliella japonica	34095	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	0.0000	0.0000	0.0000
Borreliella finlandensis	498741	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	0.0000	0.0010	0.0010
Borreliella sinica	87162	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	0.0000	0.0010	0.0000
Borreliella garinii	29519	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	0.0000	0.0000	0.0000
Borreliella californiensis	373543	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	0.0000	0.0000	0.0000
Borreliella andersonii	42109	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	0.0000	0.0000	0.0000
Borreliella valaisiana	62088	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	0.0000	0.0010	0.0010
Borreliella yangtzensis	683292	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	0.0000	0.0000	0.0000
Borreliella lanei	373540	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	0.0000	0.0000	0.0000
Borreliella bissettiae	64897	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	0.0000	0.0000	0.0020
Treponema ruminis	744515	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	0.0040	0.0080	0.0050
Treponema sp. HNW	3116654	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	0.0000	0.0000	0.0000
Treponema sp. Marseille-Q4132	2766701	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	0.0000	0.0300	0.0000
Treponema sp. OMZ 787	2563669	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	0.0020	0.0000	0.0000
Treponema denticola	158	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	0.0040	0.0010	0.0110
Treponema primitia	88058	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	0.0010	0.0000	0.0000
Treponema parvum	138851	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	0.0010	0.0000	0.0000
Treponema socranskii	53419	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	0.0010	0.0000	0.0000
Treponema phagedenis	162	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	0.0010	0.0010	0.0000
Treponema succinifaciens	167	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	0.0010	0.0020	0.0030
Treponema brennaborense	81028	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	0.0010	0.0000	0.0000
Treponema peruense	2787628	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	0.0000	0.0000	0.0000
Treponema medium	58231	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	0.0010	0.0010	0.0010
Treponema bryantii	163	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	0.0000	0.0010	0.0010
Treponema saccharophilum	165	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	0.0000	0.0000	0.0000
Treponema vincentii	69710	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	0.0010	0.0000	0.0010
Treponema putidum	221027	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	0.0010	0.0000	0.0000
Treponema pedis	409322	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	0.0000	0.0000	0.0000
Brucepastera parasyntrophica	2880008	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Brucepastera	0.0010	0.0000	0.0000
Entomospira culicis	2719989	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Entomospira	0.0000	0.0090	0.0010
Entomospira nematocerorum	2719987	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Entomospira	0.0000	0.0000	0.0000
Entomospira entomophila	2719988	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Entomospira	0.0000	0.0000	0.0000
Spirochaeta africana	46355	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	0.0010	0.0000	0.0000
Thiospirochaeta perfilievii	252967	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Thiospirochaeta	0.0010	0.0010	0.0000
Marispirochaeta aestuarii	1963862	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Marispirochaeta	0.0010	0.0000	0.0000
Sediminispirochaeta smaragdinae	55206	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta	0.0010	0.0000	0.0000
Oceanispirochaeta crateris	2518645	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Oceanispirochaeta	0.0000	0.0000	0.0000
Salinispira pacifica	1307761	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Salinispira	0.0000	0.0000	0.0000
Candidatus Haliotispira prima	3034016	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Candidatus Haliotispira	0.0000	0.0000	0.0000
Sphaerochaeta pleomorpha	1131707	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Sphaerochaetaceae	Sphaerochaeta	0.0010	0.0000	0.0000
Sphaerochaeta associata	1129264	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Sphaerochaetaceae	Sphaerochaeta	0.0000	0.0000	0.0000
Sphaerochaeta globosa	1131703	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Sphaerochaetaceae	Sphaerochaeta	0.0000	0.0000	0.0000
Parasphaerochaeta coccoides	273376	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Sphaerochaetaceae	Parasphaerochaeta	0.0010	0.0000	0.0000
Leadbettera azotonutricia	150829	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Breznakiellaceae	Leadbettera	0.0010	0.0000	0.0000
Breznakiella homolactica	2798577	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Breznakiellaceae	Breznakiella	0.0010	0.0000	0.0000
Gracilinema caldarium	215591	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Breznakiellaceae	Gracilinema	0.0000	0.0000	0.0000
Leptospira sp. GIMC2001	1513297	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	0.0120	0.0150	0.0090
Leptospira sp. 'Mane'	3387407	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	0.0010	0.0000	0.0000
Leptospira biflexa	172	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	0.0100	0.0060	0.0030
Leptospira kirschneri	29507	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	0.0030	0.0020	0.0000
Leptospira weilii	28184	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	0.0010	0.0000	0.0000
Leptospira cinconiae	3235173	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	0.0010	0.0010	0.0020
Leptospira santarosai	28183	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	0.0010	0.0010	0.0000
Leptospira borgpetersenii	174	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	0.0020	0.0000	0.0000
Leptospira interrogans	173	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	0.0050	0.0050	0.0010
Leptospira noguchii	28182	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	0.0010	0.0040	0.0000
Leptospira kmetyi	408139	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	0.0000	0.0040	0.0000
Leptospira kobayashii	1917830	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	0.0000	0.0000	0.0000
Leptospira mayottensis	1137606	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	0.0000	0.0000	0.0000
Leptospira tipperaryensis	2564040	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	0.0000	0.0000	0.0010
Turneriella parva	29510	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Turneriella	0.0000	0.0000	0.0000
Brachyspira pilosicoli	52584	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	0.0120	0.0200	0.0160
Brachyspira hyodysenteriae	159	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	0.0010	0.0170	0.0010
Brachyspira intermedia	84377	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	0.0010	0.0020	0.0010
Brachyspira hampsonii	1287055	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	0.0010	0.0100	0.0010
Brachyspira murdochii	84378	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	0.0010	0.0020	0.0000
Winmispira thermophila	154	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Winmispirales	Winmispiraceae	Winmispira	0.0010	0.0000	0.0000
Thermospira aquatica	2828656	S	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Brevinematales	Thermospiraceae	Thermospira	0.0000	0.0000	0.0000
Maridesulfovibrio sp.	2795000	S	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Maridesulfovibrio	0.0050	0.0010	0.0110
Maridesulfovibrio sp. FT414	2979469	S	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Maridesulfovibrio	0.0010	0.0000	0.0000
Maridesulfovibrio salexigens	880	S	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Maridesulfovibrio	0.0010	0.0000	0.0000
Maridesulfovibrio hydrothermalis	191026	S	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Maridesulfovibrio	0.0010	0.0000	0.0000
Desulfovibrio desulfuricans	876	S	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	0.0020	0.0000	0.0010
Desulfovibrio mangrovi	2976983	S	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	0.0010	0.0000	0.0000
Desulfovibrio ferrophilus	241368	S	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	0.0010	0.0000	0.0000
Desulfovibrio fairfieldensis	44742	S	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	0.0000	0.0000	0.0000
Desulfovibrio piger	901	S	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	0.0000	0.0000	0.0000
Desulfovibrio subterraneus	2718620	S	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	0.0000	0.0000	0.0000
Candidatus Desulfovibrio trichonymphae	1725232	S	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	0.0000	0.0000	0.0000
Pseudodesulfovibrio sediminis	2810563	S	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	0.0010	0.0000	0.0000
Pseudodesulfovibrio indicus	1716143	S	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	0.0010	0.0000	0.0000
Pseudodesulfovibrio sp. zrk46	2725288	S	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	0.0000	0.0000	0.0000
Pseudodesulfovibrio profundus	57320	S	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	0.0000	0.0000	0.0000
Pseudodesulfovibrio aespoeensis	182210	S	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	0.0000	0.0000	0.0000
