Kingdom	Phylum	Class	Order	Family	Genus	GenusLabel	B-VEN-D9
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	Phragmocapnias	Phragmocapnias	2.60057732816685e-05
Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	NA	Unclassified_7	2.60057732816685e-05
Fungi	Rozellomycota	NA	NA	NA	NA	Unclassified_16	2.60057732816685e-05
Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	Unclassified_20	2.60057732816685e-05
Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cuniculitremaceae	Kockovaella	Kockovaella	2.60057732816685e-05
Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus	2.60057732816685e-05
Fungi	Ascomycota	Leotiomycetes	Rhytismatales	NA	NA	Unclassified_39	2.60057732816685e-05
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	Unclassified_44	2.60057732816685e-05
Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	Unclassified_46	2.60057732816685e-05
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria	2.60057732816685e-05
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Roussoellaceae	Neoroussoella	Neoroussoella	2.60057732816685e-05
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces	2.60057732816685e-05
Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	Humicola	2.60057732816685e-05
Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Cordanaceae	Cordana	Cordana	2.60057732816685e-05
Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	Unclassified_55	2.60057732816685e-05
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium	2.60057732816685e-05
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Bisifusarium	Bisifusarium	2.60057732816685e-05
